env/completion_counter,env/current_idx,eval/mean_reward,time/total_timesteps,eval/success_rate,eval/mean_ep_length,env/n_steps,time/iterations,rollout/success_rate,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/n_updates
0,5450,-0.08968131437432021,9180,0.92,1.2,9180,,,,,,,0.0,0.2,3.3775965e-08,-3.233929434296456e-05,0.001,0.15432302728295327,-0.019222719222307207,0.04693455249071121,0.28245705366134644,3050
,,,9180,,,,306,0.74,34754,0,1.68,-0.30149356,,,,,,,,,,
0,5466,-0.06857162348926067,9210,0.94,1.14,9210,,,,,,,0.0,0.2,1.3271967e-06,-9.629979719045778e-05,0.001,0.15057992860674857,-0.015408864058554173,0.04549240693449974,0.19670653343200684,3060
,,,9210,,,,307,0.74,34859,0,1.71,-0.28865151000000006,,,,,,,,,,
0,5481,-0.007342402688227594,9240,0.98,1.1,9240,,,,,,,0.0,0.2,3.973643e-09,-5.0553680019937985e-06,0.001,0.1937953621149063,-0.007051102630794048,0.06953037530183792,-0.31321513652801514,3070
,,,9240,,,,308,0.73,34959,0,1.73,-0.27467949,,,,,,,,,,
0,5499,-0.08995887868572026,9270,0.9,1.28,9270,,,,,,,0.0,0.2,3.973643e-09,-7.464091038400511e-06,0.001,0.1540948987007141,-0.008214239310473204,0.06829288601875305,0.15949809551239014,3080
,,,9270,,,,309,0.71,35068,0,1.78,-0.27540493999999993,,,,,,,,,,
0,5517,-0.08862795987166465,9300,0.92,1.22,9300,,,,,,,0.0,0.2,9.894371e-07,-8.440822251185587e-05,0.001,0.15119604021310806,-0.010888244770467282,0.06482061743736267,0.17801576852798462,3090
,,,9300,,,,310,0.72,35181,0,1.76,-0.25307777,,,,,,,,,,
0,5534,-0.09094848996493965,9330,0.86,1.32,9330,,,,,,,0.023333334550261497,0.2,0.018309897,-0.011382055012121218,0.001,0.19387164264917373,-0.04997530467808246,0.04004836082458496,-0.2116527557373047,3100
,,,9330,,,,311,0.72,35295,0,1.73,-0.22447173999999998,,,,,,,,,,
0,5559,-0.06872758419718593,9360,0.92,1.18,9360,,,,,,,0.030000001564621924,0.2,0.008546931,-0.007967464394556955,0.001,0.20564660876989366,-0.05254000388085842,0.06341143697500229,0.07585412263870239,3110
,,,9360,,,,312,0.75,35403,0,1.66,-0.19085314999999997,,,,,,,,,,
0,5581,-0.047838196926750245,9390,0.96,1.14,9390,,,,,,,0.023333334550261497,0.2,0.017089842,-0.012311535392267103,0.001,0.13824915699660778,-0.07493952065706252,-0.0009764041751623154,0.6530126929283142,3120
,,,9390,,,,313,0.82,35517,0,1.5,-0.13669303000000002,,,,,,,,,,
0,5598,-0.04863401282113045,9420,0.96,1.18,9420,,,,,,,0.03333333507180214,0.2,0.0093777,-0.010986640276387316,0.001,0.025134513061493634,-0.07571727000176906,-0.012522067874670029,-99.48958587646484,3130
,,,9420,,,,314,0.8,35622,0,1.53,-0.17472366000000006,,,,,,,,,,
0,5616,-0.13138027244247497,9450,0.88,1.28,9450,,,,,,,0.0,0.2,2.5629997e-06,-1.092513406604212e-05,0.001,0.2882074072957039,-0.02155013009905815,0.10054662823677063,0.08752501010894775,3140
,,,9450,,,,315,0.78,35729,0,1.53,-0.19165178000000002,,,,,,,,,,
0,5635,-0.11142863522283733,9480,0.9,1.2,9480,,,,,,,0.01666666753590107,0.2,0.0016044577,-0.005670026128646022,0.001,0.2587545245885849,-0.09088617339730262,0.1044197678565979,0.09820294380187988,3150
,,,9480,,,,316,0.81,35844,0,1.48,-0.17090476999999996,,,,,,,,,,
0,5655,-0.0701275033224374,9510,0.9,1.22,9510,,,,,,,0.030000001564621924,0.2,0.036773734,-0.00793908388664324,0.001,0.18471024483442305,-0.04229796975851059,0.07956258952617645,0.13197028636932373,3160
,,,9510,,,,317,0.79,35945,0,1.53,-0.19137964,,,,,,,,,,
0,5678,-0.007845719610340893,9540,0.98,1.12,9540,,,,,,,0.05000000260770321,0.2,0.06263347,-0.019251242832591053,0.001,0.17269986420869826,-0.08679428398609161,0.05627360939979553,-0.005444169044494629,3170
,,,9540,,,,318,0.79,36047,0,1.55,-0.20185352,,,,,,,,,,
0,5694,-0.11084092514589429,9570,0.9,1.28,9570,,,,,,,0.07333333492279052,0.2,0.005626718,-0.005814678037228705,0.001,0.05823218710720539,-0.13066889196634293,0.01605425775051117,0.17667454481124878,3180
,,,9570,,,,319,0.8,36152,0,1.55,-0.19314357999999998,,,,,,,,,,
0,5713,-0.10909175471868365,9600,0.9,1.22,9600,,,,,,,0.0,0.2,4.9698352e-05,0.0006505115784238846,0.001,0.3051921784877777,-0.040143906325101855,0.09111961722373962,0.16105788946151733,3190
,,,9600,,,,320,0.8,36261,0,1.55,-0.18461057999999997,,,,,,,,,,
0,5732,-0.09002024726476521,9630,0.92,1.18,9630,,,,,,,0.026666668057441712,0.2,0.015813367,-0.003430241149229474,0.001,0.2167280524969101,-0.038189688324928285,0.07680726796388626,0.22020435333251953,3200
,,,9630,,,,321,0.79,36367,0,1.56,-0.17397031999999998,,,,,,,,,,
0,5751,-0.08822260128799826,9660,0.92,1.16,9660,,,,,,,0.01666666753590107,0.2,0.0016261716,-0.0020077920006587925,0.001,0.19570055305957795,-0.04924455918371677,0.08316215872764587,-0.08157014846801758,3210
,,,9660,,,,322,0.79,36466,0,1.54,-0.18185535000000003,,,,,,,,,,
0,5769,-0.13156400706619023,9690,0.86,1.36,9690,,,,,,,0.046666669100522994,0.2,0.04064523,-0.009109838077177556,0.001,0.129782348126173,-0.04460423737764359,0.03979472070932388,0.38592565059661865,3220
,,,9690,,,,323,0.74,36584,0,1.63,-0.21683357999999997,,,,,,,,,,
0,5788,-0.13097980755846947,9720,0.84,1.38,9720,,,,,,,0.0,0.2,4.6888988e-07,-9.338070950133392e-05,0.001,0.2099468544125557,-0.011452686693519353,0.09208627045154572,0.02227604389190674,3230
,,,9720,,,,324,0.74,36697,0,1.61,-0.19509212,,,,,,,,,,
0,5808,-0.08945940617471933,9750,0.9,1.24,9750,,,,,,,0.0,0.2,3.5603841e-06,-8.633400048587702e-05,0.001,0.15021303296089172,-0.03398486860096454,0.049205195158720016,-0.3538937568664551,3240
,,,9750,,,,325,0.78,36815,0,1.57,-0.1636184,,,,,,,,,,
0,5826,-0.04948752759955823,9780,0.92,1.26,9780,,,,,,,0.0,0.2,8.34465e-08,-4.845778103117482e-05,0.001,0.17519807517528535,-0.013225833978503942,0.07059811055660248,0.04789823293685913,3250
,,,9780,,,,326,0.77,36927,0,1.57,-0.17740146000000004,,,,,,,,,,
0,5842,-0.06886243484914303,9810,0.94,1.2,9810,,,,,,,0.0,0.2,6.512801e-06,-0.00040449539724249914,0.001,0.2290584459900856,-0.01979823112487793,0.1094074472784996,0.11263138055801392,3260
,,,9810,,,,327,0.75,37043,0,1.6,-0.19948761999999998,,,,,,,,,,
0,5861,-0.09305761166382581,9840,0.9,1.32,9840,,,,,,,0.0,0.2,1.4106432e-07,-3.588159856597884e-05,0.001,0.1701645404100418,-0.011339644063264131,0.07763620465993881,0.24412477016448975,3270
,,,9840,,,,328,0.74,37153,0,1.63,-0.22856983000000003,,,,,,,,,,
0,5877,-0.04891275683883577,9870,0.94,1.18,9870,,,,,,,0.0,0.2,7.341902e-05,-0.0012506369645901127,0.001,0.1774642914533615,-0.025764987245202063,0.07148340344429016,0.3512532711029053,3280
,,,9870,,,,329,0.76,37259,0,1.65,-0.22015322,,,,,,,,,,
0,5896,-0.06806383175775409,9900,0.94,1.16,9900,,,,,,,0.023333334550261497,0.2,0.009503203,-0.002563631571344338,0.001,0.20929341912269592,-0.04878233671188355,0.07925190776586533,-0.610697865486145,3290
,,,9900,,,,330,0.72,37372,0,1.7,-0.2679647,,,,,,,,,,
0,5915,-0.07008471380453557,9930,0.92,1.26,9930,,,,,,,0.023333334550261497,0.2,0.011030654,-0.006351670880491556,0.001,0.2234177991747856,-0.03238093480467796,0.09424483776092529,0.2345961332321167,3300
,,,9930,,,,331,0.71,37475,0,1.71,-0.29181636,,,,,,,,,,
0,5934,-0.026724494816735386,9960,0.98,1.08,9960,,,,,,,0.0,0.2,2.1020571e-06,0.00029916982040347764,0.001,0.22797687202692032,-0.0113192324526608,0.10076627880334854,0.08563846349716187,3310
,,,9960,,,,332,0.74,37583,0,1.68,-0.26076815999999997,,,,,,,,,,
0,5951,-0.028642852855846286,9990,0.96,1.16,9990,,,,,,,0.0,0.2,1.027584e-05,-0.00028488695302562037,0.001,0.18795431554317474,-0.011141324881464243,0.07902350276708603,0.09210473299026489,3320
,,,9990,,,,333,0.75,37696,0,1.65,-0.23723281999999998,,,,,,,,,,
0,5969,-0.0685684270132333,10020,0.92,1.18,10020,,,,,,,0.0,0.2,9.298325e-07,-0.00015310049040033745,0.001,0.19925057291984558,-0.00839168024249375,0.08598862588405609,0.13426822423934937,3330
,,,10020,,,,334,0.74,37804,0,1.64,-0.24545441,,,,,,,,,,
0,5988,-0.1164280715631321,10050,0.88,1.26,10050,,,,,,,0.0,0.2,6.441275e-06,-0.00034449184860925187,0.001,0.15276263207197188,-0.02382840123027563,0.0643341988325119,0.2839658856391907,3340
,,,10050,,,,335,0.73,37914,0,1.62,-0.25679040999999997,,,,,,,,,,
0,6009,-0.06852139058988542,10080,0.92,1.22,10080,,,,,,,0.01666666753590107,0.2,0.0029254318,-0.0002621348694811232,0.001,0.25861879140138627,-0.0292264262214303,0.11150414496660233,-0.33801090717315674,3350
,,,10080,,,,336,0.77,38024,0,1.56,-0.20706231,,,,,,,,,,
0,6026,-0.00845510212238878,10110,0.92,1.18,10110,,,,,,,0.0,0.2,1.7774106e-05,-0.000456169045622401,0.001,0.14095610231161118,-0.01237853616476059,0.06309011578559875,-0.044580936431884766,3360
,,,10110,,,,337,0.75,38131,0,1.62,-0.22683364,,,,,,,,,,
0,6043,-0.06976710128597916,10140,0.9,1.24,10140,,,,,,,0.0,0.2,1.9868216e-08,2.1718144519766723e-05,0.001,0.18869983404874802,-0.0058188311289995905,0.08191227912902832,0.25553327798843384,3370
,,,10140,,,,338,0.73,38238,0,1.63,-0.24828115,,,,,,,,,,
0,6058,-0.0912442375253886,10170,0.92,1.2,10170,,,,,,,0.030000001564621924,0.2,0.048860654,-0.005932037283976932,0.001,0.2064194455742836,-0.0209488645195961,0.08915447443723679,0.09236901998519897,3380
,,,10170,,,,339,0.72,38348,0,1.68,-0.25372719999999993,,,,,,,,,,
0,6079,-0.1126638548867777,10200,0.88,1.3,10200,,,,,,,0.0,0.2,0.0,-2.33471395292284e-06,0.001,0.22506794929504395,-0.003766961093060672,0.09538585692644119,0.04702848196029663,3390
,,,10200,,,,340,0.73,38491,0,1.66,-0.24348740000000008,,,,,,,,,,
0,6097,-0.13218312296550722,10230,0.86,1.36,10230,,,,,,,0.0,0.2,0.0,1.083513115762713e-06,0.001,0.16199991703033448,-0.004150147270411253,0.07123374938964844,0.2002166509628296,3400
,,,10230,,,,341,0.74,38603,0,1.65,-0.23009857000000003,,,,,,,,,,
0,6113,-0.13050364995840938,10260,0.82,1.38,10260,,,,,,,0.0,0.2,4.7365825e-06,-0.00045974563243360577,0.001,0.14201440960168837,-0.015897495672106743,0.05738818645477295,0.10506856441497803,3410
,,,10260,,,,342,0.73,38719,0,1.7,-0.2387437,,,,,,,,,,
0,6131,-0.06865304734092206,10290,0.94,1.16,10290,,,,,,,0.026666668057441712,0.2,0.012244137,-0.0020963002174781307,0.001,0.2488294243812561,-0.027483008429408075,0.09848064929246902,-0.2353287935256958,3420
,,,10290,,,,343,0.72,38823,0,1.71,-0.24675373000000003,,,,,,,,,,
0,6151,-0.13489988163579256,10320,0.82,1.4,10320,,,,,,,0.0,0.2,1.3510386e-07,-3.3318797474279906e-05,0.001,0.19341719299554824,-0.00593768865801394,0.09039977192878723,0.12768536806106567,3430
,,,10320,,,,344,0.74,38945,0,1.68,-0.21514135,,,,,,,,,,
0,6170,-0.0698495626123622,10350,0.9,1.22,10350,,,,,,,0.013333334028720856,0.2,0.002810506,-0.0011344705167964265,0.001,0.1327429160475731,-0.0251868499442935,0.0554206483066082,0.2911321520805359,3440
,,,10350,,,,345,0.78,39073,0,1.59,-0.19046471999999998,,,,,,,,,,
0,6186,-0.04819807338528335,10380,0.94,1.14,10380,,,,,,,0.0,0.2,1.4265378e-06,-0.0001065659525920637,0.001,0.14240728095173835,-0.009873840678483247,0.0580553263425827,0.33955705165863037,3450
,,,10380,,,,346,0.74,39179,0,1.66,-0.22228555,,,,,,,,,,
0,6207,-0.15348099916242064,10410,0.86,1.38,10410,,,,,,,0.030000001564621924,0.2,0.101070136,-0.0037937689262131256,0.001,0.14104887321591378,-0.02545899637043476,0.04823525995016098,0.27928781509399414,3460
,,,10410,,,,347,0.76,39309,0,1.61,-0.22351467,,,,,,,,,,
0,6225,-0.09338547795079649,10440,0.92,1.18,10440,,,,,,,0.0,0.2,3.973643e-09,-1.851836833193232e-05,0.001,0.09191707968711853,-0.0023172602988779543,0.020896727219223976,0.331981360912323,3470
,,,10440,,,,348,0.77,39418,0,1.58,-0.22541888000000004,,,,,,,,,,
0,6244,-0.0484390151547268,10470,0.96,1.14,10470,,,,,,,0.0,0.2,0.0,-1.3514359748612037e-06,0.001,0.1943630814552307,-0.0026194698410108687,0.08012614399194717,0.11846208572387695,3480
,,,10470,,,,349,0.77,39519,0,1.61,-0.22811167999999998,,,,,,,,,,
0,6261,-0.07161305455490946,10500,0.88,1.36,10500,,,,,,,0.0,0.2,0.0,-2.8590361482727645e-07,0.001,0.20036491751670837,-0.0019950242480263115,0.08451838046312332,-0.30122804641723633,3490
,,,10500,,,,350,0.76,39653,0,1.62,-0.23702509,,,,,,,,,,
0,6280,-0.08963403072208166,10530,0.92,1.2,10530,,,,,,,0.010000000521540642,0.2,0.005651055,-0.004399861599522481,0.001,0.23892055749893187,-0.019030629843473434,0.09737614542245865,-0.006887197494506836,3500
,,,10530,,,,351,0.76,39763,0,1.61,-0.24719069999999999,,,,,,,,,,
0,6297,-0.13795656899455935,10560,0.86,1.38,10560,,,,,,,0.0,0.2,0.0,5.052685787632072e-06,0.001,0.1956648901104927,-0.00274288656655699,0.08499353379011154,0.2518400549888611,3510
,,,10560,,,,352,0.75,39880,0,1.63,-0.24824154999999998,,,,,,,,,,
0,6314,-0.1328868227871135,10590,0.84,1.34,10590,,,,,,,0.0,0.2,1.3113022e-07,-1.0010004195137866e-05,0.001,0.20167134404182435,-0.006485818792134524,0.0947084128856659,0.11693120002746582,3520
,,,10590,,,,353,0.73,40007,0,1.66,-0.26093675,,,,,,,,,,
0,6330,-0.07072090538218617,10620,0.88,1.26,10620,,,,,,,0.030000001564621924,0.2,0.016962128,-0.011503824358806014,0.001,0.25285582691431047,-0.03870001658797264,0.0928436815738678,-0.14123499393463135,3530
,,,10620,,,,354,0.7,40120,0,1.72,-0.28226321000000004,,,,,,,,,,
0,6347,-0.0684904945269227,10650,0.92,1.16,10650,,,,,,,0.0,0.2,9.934107e-08,7.902582420991067e-05,0.001,0.21228495240211487,-0.0043433025944978,0.10004833340644836,0.160369873046875,3540
,,,10650,,,,355,0.68,40226,0,1.75,-0.30372265000000004,,,,,,,,,,
0,6365,-0.09196431230287999,10680,0.9,1.2,10680,,,,,,,0.0,0.2,0.0,1.5670061221051413e-06,0.001,0.1833731561899185,-0.0025336788734421135,0.08060677349567413,0.15623688697814941,3550
,,,10680,,,,356,0.68,40340,0,1.73,-0.29071215,,,,,,,,,,
0,6380,-0.11536897545214743,10710,0.88,1.28,10710,,,,,,,0.0,0.2,0.0,-6.159146650475123e-08,0.001,0.11918863952159882,-0.0017201483831740915,0.0466427206993103,0.39453673362731934,3560
,,,10710,,,,357,0.64,40452,0,1.8,-0.33569611,,,,,,,,,,
0,6398,-0.07132667433004826,10740,0.92,1.22,10740,,,,,,,0.013333334028720856,0.2,0.0009637038,-0.004352096613341239,0.001,0.17590889930725098,-0.02765277326107025,0.06753779947757721,0.2352197766304016,3570
,,,10740,,,,358,0.65,40570,0,1.79,-0.32476749999999993,,,,,,,,,,
0,6416,-0.09060226760338992,10770,0.92,1.2,10770,,,,,,,0.0,0.2,0.0,8.12013944440082e-07,0.001,0.21392511278390886,-0.0024361904012039303,0.06535063683986664,0.20539230108261108,3580
,,,10770,,,,359,0.65,40668,0,1.78,-0.31247268,,,,,,,,,,
0,6434,-0.007563894907943905,10800,0.98,1.12,10800,,,,,,,0.0,0.2,0.0,5.069871761520517e-07,0.001,0.15356338545680046,-0.0023149039829149843,0.062242746353149414,0.12615668773651123,3590
,,,10800,,,,360,0.68,40762,0,1.72,-0.27970260999999996,,,,,,,,,,
0,6451,-0.1103612106340006,10830,0.86,1.34,10830,,,,,,,0.0,0.2,3.973643e-09,-4.045367258598276e-06,0.001,0.1528720125555992,-0.003567936853505671,0.06669080257415771,0.16699343919754028,3600
,,,10830,,,,361,0.69,40874,0,1.72,-0.28233249000000005,,,,,,,,,,
0,6469,-0.028536287839524447,10860,0.96,1.12,10860,,,,,,,0.0,0.2,0.0,-6.576379160350143e-07,0.001,0.18693582862615585,-0.0024243058869615197,0.08235824108123779,0.2506217360496521,3610
,,,10860,,,,362,0.69,40985,0,1.72,-0.26263469,,,,,,,,,,
0,6488,-0.11139244981110095,10890,0.9,1.26,10890,,,,,,,0.0,0.2,0.0,-4.072984056691098e-08,0.001,0.23792307078838348,-0.0015160066774114966,0.11012406647205353,0.027263760566711426,3620
,,,10890,,,,363,0.72,41092,0,1.66,-0.21868049,,,,,,,,,,
0,6506,-0.08943562797270715,10920,0.9,1.28,10920,,,,,,,0.0,0.2,0.0,-5.229314211430136e-07,0.001,0.1303298883140087,-0.0028845506021752954,0.058811403810977936,0.30919820070266724,3630
,,,10920,,,,364,0.7,41202,0,1.68,-0.27225229000000006,,,,,,,,,,
0,6531,-0.048036143416538835,10950,0.94,1.14,10950,,,,,,,0.0,0.2,2.3841858e-07,-5.90986016716144e-05,0.001,0.26171747744083407,-0.004356342391110957,0.11416517198085785,0.028260529041290283,3640
,,,10950,,,,365,0.76,41302,0,1.58,-0.23086268000000001,,,,,,,,,,
0,6551,-0.1105611873557791,10980,0.88,1.28,10980,,,,,,,0.0,0.2,3.973643e-09,-4.2725106801810854e-06,0.001,0.16157605946063996,-0.004176185885444284,0.0437772199511528,0.10337847471237183,3650
,,,10980,,,,366,0.78,41409,0,1.52,-0.17575606,,,,,,,,,,
0,6568,-0.13311709933448582,11010,0.88,1.36,11010,,,,,,,0.0,0.2,0.0,-1.4315048826318844e-07,0.001,0.08414494767785072,-0.0020341388881206512,0.03866170346736908,0.017429471015930176,3660
,,,11010,,,,367,0.81,41521,0,1.49,-0.17459923,,,,,,,,,,
0,6588,-0.051784915551543236,11040,0.88,1.36,11040,,,,,,,0.0,0.2,0.0,-8.515516926488331e-07,0.001,0.19693348407745362,-0.0026021815836429598,0.06359036266803741,0.3961315155029297,3670
,,,11040,,,,368,0.82,41629,0,1.49,-0.16925728000000004,,,,,,,,,,
0,6606,-0.11369645895902067,11070,0.84,1.36,11070,,,,,,,0.0,0.2,0.0,-2.6883433033031423e-06,0.001,0.20502975732088088,-0.003888597246259451,0.08546362817287445,-0.006544828414916992,3680
,,,11070,,,,369,0.82,41743,0,1.5,-0.14339527,,,,,,,,,,
0,6627,-0.10961596853099763,11100,0.9,1.26,11100,,,,,,,0.0,0.2,0.0,-1.6421079607198408e-07,0.001,0.1536808654665947,-0.001834367646370083,0.06044415757060051,0.2262510061264038,3690
,,,11100,,,,370,0.8,41857,0,1.54,-0.16469189999999997,,,,,,,,,,
0,6647,-0.049579455838538705,11130,0.92,1.18,11130,,,,,,,0.0,0.2,0.0,-1.5894572031882602e-07,0.001,0.08005667887628079,-0.0022381652146577836,0.030308546498417854,0.5004959106445312,3700
,,,11130,,,,371,0.79,41967,0,1.56,-0.19960532000000003,,,,,,,,,,
0,6672,-0.0929871984757483,11160,0.92,1.18,11160,,,,,,,0.0,0.2,0.0,-1.7682711295208264e-08,0.001,0.14594578444957734,-0.0018247721367515624,0.059793081134557724,0.30487436056137085,3710
,,,11160,,,,372,0.84,42077,0,1.43,-0.14090079,,,,,,,,,,
0,6686,-0.11420742707327008,11190,0.84,1.4,11190,,,,,,,0.0,0.2,1.1722247e-07,-2.466181909239751e-05,0.001,0.06542261391878128,-0.005210742354393005,0.02141195721924305,-0.0018540620803833008,3720
,,,11190,,,,373,0.77,42192,0,1.56,-0.20657117,,,,,,,,,,
0,6704,-0.13305457453243436,11220,0.86,1.36,11220,,,,,,,0.0,0.2,0.0,-7.038315175122989e-08,0.001,0.31004752665758134,-0.0018748408183455467,0.08006521314382553,0.17239469289779663,3730
,,,11220,,,,374,0.77,42304,0,1.55,-0.2063581,,,,,,,,,,
0,6722,-0.09047123968601227,11250,0.92,1.22,11250,,,,,,,0.0,0.2,0.0,-5.384286172471775e-08,0.001,0.3605229288339615,-0.00148160585667938,0.15319053828716278,-0.1657404899597168,3740
,,,11250,,,,375,0.76,42412,0,1.57,-0.22132629999999998,,,,,,,,,,
0,6741,-0.15512684111483396,11280,0.86,1.3,11280,,,,,,,0.0,0.2,0.0,-1.7364820124043944e-07,0.001,0.15657469034194946,-0.0017770698526874185,0.06576573848724365,0.4159512519836426,3750
,,,11280,,,,376,0.75,42519,0,1.58,-0.22533281,,,,,,,,,,
0,6759,-0.13339792154729366,11310,0.88,1.3,11310,,,,,,,0.0,0.2,2.8212864e-07,-5.062013919836517e-05,0.001,0.1727622017264366,-0.00515607362613082,0.07462646812200546,0.2155246138572693,3760
,,,11310,,,,377,0.73,42622,0,1.62,-0.26199490000000003,,,,,,,,,,
0,6776,-0.02954150238074362,11340,0.94,1.2,11340,,,,,,,0.0,0.2,0.0,-1.0453164422941086e-06,0.001,0.22288117110729216,-0.001734111865516752,0.09375946968793869,0.046100497245788574,3770
,,,11340,,,,378,0.69,42723,0,1.71,-0.3043275,,,,,,,,,,
0,6796,-0.0905471129482612,11370,0.9,1.28,11370,,,,,,,0.0,0.2,0.0,-1.162290591771864e-07,0.001,0.14230416491627693,-0.0015169905731454492,0.06115549057722092,0.3665759563446045,3780
,,,11370,,,,379,0.73,42831,0,1.64,-0.25264228,,,,,,,,,,
0,6814,-0.06808865890372545,11400,0.92,1.18,11400,,,,,,,0.0,0.2,2.916654e-06,-7.46848184673965e-05,0.001,0.12125919833779335,-0.010307802446186542,0.024865001440048218,0.18026190996170044,3790
,,,11400,,,,380,0.73,42934,0,1.64,-0.25421723999999996,,,,,,,,,,
0,6835,-0.10923350418917835,11430,0.9,1.22,11430,,,,,,,0.013333334028720856,0.2,0.0012737353,-0.0048548589875764495,0.001,0.3371379852294922,-0.026659250259399414,0.1255728155374527,-0.15601587295532227,3800
,,,11430,,,,381,0.76,43044,0,1.56,-0.22958859000000004,,,,,,,,,,
0,6854,-0.08937245009001345,11460,0.9,1.24,11460,,,,,,,0.0,0.2,0.0,3.911058123762245e-06,0.001,0.15549313873052598,-0.001796948933042586,0.07164320349693298,0.23561596870422363,3810
,,,11460,,,,382,0.76,43151,0,1.57,-0.21970773999999998,,,,,,,,,,
0,6876,-0.09015741019975394,11490,0.88,1.26,11490,,,,,,,0.0,0.2,0.0,7.599592233287211e-07,0.001,0.21026252806186677,-0.0017153380787931383,0.08545392006635666,-0.10584867000579834,3820
,,,11490,,,,383,0.79,43259,0,1.5,-0.17525544000000004,,,,,,,,,,
0,6894,-0.08908028857782484,11520,0.92,1.18,11520,,,,,,,0.0,0.2,0.0,2.7418136738788236e-08,0.001,0.11176779866218567,-0.0015383299090899528,0.047297827899456024,0.468946635723114,3830
,,,11520,,,,384,0.79,43360,0,1.52,-0.20348299999999997,,,,,,,,,,
0,6915,-0.11079198336228728,11550,0.86,1.36,11550,,,,,,,0.0,0.2,1.2715658e-07,-1.3168653005557474e-05,0.001,0.14885447174310684,-0.0046616985462605955,0.06324931979179382,0.2790939211845398,3840
,,,11550,,,,385,0.82,43479,0,1.49,-0.18320804,,,,,,,,,,
0,6937,-0.11184579857625067,11580,0.86,1.32,11580,,,,,,,0.0,0.2,0.0,-2.9106934951173e-07,0.001,0.1527814209461212,-0.0014708052854984998,0.05813185125589371,-0.08878350257873535,3850
,,,11580,,,,386,0.83,43596,0,1.48,-0.16807566000000002,,,,,,,,,,
0,6958,-0.06900970492511987,11610,0.92,1.2,11610,,,,,,,0.0,0.2,0.0,-5.1657359634305065e-08,0.001,0.10702785179018974,-0.0018535749637521803,0.04210636764764786,0.4268783926963806,3860
,,,11610,,,,387,0.84,43706,0,1.46,-0.18006235999999998,,,,,,,,,,
0,6979,-0.07178532946389168,11640,0.88,1.3,11640,,,,,,,0.0,0.2,0.0,-8.294979717549111e-08,0.001,0.21324045062065125,-0.001333027344662696,0.09192879498004913,0.09682774543762207,3870
,,,11640,,,,388,0.83,43816,0,1.46,-0.17237719,,,,,,,,,,
0,6997,-0.04808146686293185,11670,0.94,1.16,11670,,,,,,,0.0,0.2,0.0,-8.404254994154315e-08,0.001,0.1753690332174301,-0.001977916364558041,0.0687132179737091,0.13493698835372925,3880
,,,11670,,,,389,0.81,43922,0,1.46,-0.1835916,,,,,,,,,,
