eval/mean_ep_length,env/n_steps,eval/success_rate,env/completion_counter,time/total_timesteps,eval/mean_reward,env/current_idx,time/time_elapsed,rollout/success_rate,time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/explained_variance,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1.26,30,0.9,0,30,-0.09276282019913197,13,,,,,,,,,,,,,,,,
,,,,30,,,137,0.3333333333333333,0,1,-0.587579,2.4166666666666665,,,,,,,,,,
1.42,60,0.82,0,60,-0.17304843361489475,26,,,,,,,-0.03886547312140465,0.22664917558431624,0.2,-1.943780541419983,0.0070768218,-0.03078150749206543,0.001,5,-0.03425104292730623,0.0
,,,,60,,,254,0.36,0,2,-0.4799911999999999,2.4,,,,,,,,,,
1.16,90,0.94,0,90,-0.0683621498895809,43,,,,,,,-0.027775723487138748,0.24479132443666457,0.2,-1.9216988801956176,0.013625101,-0.5782867670059204,0.001,10,-0.034405378662049915,0.006666667014360428
,,,,90,,,356,0.5238095238095238,0,3,-0.390632738095238,2.119047619047619,,,,,,,,,,
1.2,120,0.92,0,120,-0.06881778699811548,59,,,,,,,0.0008010193705558777,0.20057621151208876,0.2,-1.8636557817459107,0.01516159,-0.13395464420318604,0.001,15,-0.030709132601817492,0.053333336114883424
,,,,120,,,470,0.5517241379310345,0,4,-0.3694934310344827,2.0689655172413794,,,,,,,,,,
1.34,150,0.86,0,150,-0.09221539011225105,73,,,,,,,0.06618265807628632,0.2976125031709671,0.2,-1.7816751956939698,0.011655406,-0.55638587474823,0.001,20,-0.011035933646683871,0.020000000298023225
,,,,150,,,588,0.5416666666666666,0,5,-0.4133350694444444,2.0833333333333335,,,,,,,,,,
1.28,180,0.9,0,180,-0.09128856508992612,87,,,,,,,0.05822821706533432,0.257517597079277,0.2,-1.711021614074707,0.005280888,-0.10878348350524902,0.001,25,-0.013105697010954386,0.0
,,,,180,,,695,0.5348837209302325,0,6,-0.4362875581395348,2.0930232558139537,,,,,,,,,,
1.16,210,0.94,0,210,-0.028352122488431632,103,,,,,,,0.04601430147886276,0.2666007697582245,0.2,-1.6352676153182983,0.014986972,-0.39935457706451416,0.001,30,-0.0326406235744555,0.06666666865348816
,,,,210,,,812,0.57,0,7,-0.3925242500000001,2.04,,,,,,,,,,
1.24,240,0.9,0,240,-0.09155500389635562,120,,,,,,,0.11249162256717682,0.3552197128534317,0.2,-1.5255688428878784,0.010155012,-0.63594651222229,0.001,35,-0.004353452461461416,0.0
,,,,240,,,929,0.64,0,8,-0.3469021500000002,1.91,,,,,,,,,,
1.08,270,0.96,0,270,-0.04799737021327019,138,,,,,,,0.06622164696455002,0.2456051617860794,0.2,-1.4213515758514403,0.0042768894,0.14319521188735962,0.001,40,-0.00039672056387658473,0.0
,,,,270,,,1023,0.65,0,9,-0.3500069,1.88,,,,,,,,,,
1.08,300,0.98,0,300,-0.02717795285396278,154,,,,,,,0.08602677285671234,0.30524965524673464,0.2,-1.3538682460784912,0.008295331,-0.14231479167938232,0.001,45,-0.02734538802256168,0.026666668057441712
,,,,300,,,1122,0.63,0,10,-0.3757502500000001,1.91,,,,,,,,,,
1.32,330,0.88,0,330,-0.13143323862925171,168,,,,,,,0.10336273908615112,0.3157138466835022,0.2,-1.1675320386886596,0.010552967,-0.17864346504211426,0.001,50,-0.014952548711250558,0.0533333346247673
,,,,330,,,1240,0.64,0,11,-0.33974653,1.88,,,,,,,,,,
1.26,360,0.9,0,360,-0.09201362460386008,183,,,,,,,0.09709316492080688,0.2077482521533966,0.2,-1.0342082738876344,0.0045429943,0.14065706729888916,0.001,55,-0.0013793156602574185,0.020000000298023225
,,,,360,,,1349,0.64,0,12,-0.3303443,1.89,,,,,,,,,,
1.26,390,0.9,0,390,-0.1111662759166211,202,,,,,,,0.0678710788488388,0.20507720708847046,0.2,-0.956813633441925,0.0034768383,0.14292359352111816,0.001,60,-0.010284686566640744,0.013333334028720856
,,,,390,,,1454,0.68,0,13,-0.31423131000000004,1.8,,,,,,,,,,
1.22,420,0.9,0,420,-0.09059658915735781,217,,,,,,,0.08033406734466553,0.21686094403266906,0.2,-0.9009249091148377,0.0016423762,0.031219005584716797,0.001,65,-0.008353033656409714,0.006666667014360428
,,,,420,,,1557,0.67,0,14,-0.32843697000000005,1.85,,,,,,,,,,
1.32,450,0.88,0,450,-0.13336881226859987,238,,,,,,,0.10149680823087692,0.22826943993568422,0.2,-0.8107245326042175,0.00027415354,-0.042793989181518555,0.001,70,0.0012018036888918004,0.0
,,,,450,,,1667,0.71,0,15,-0.27863322,1.8,,,,,,,,,,
1.1,480,0.98,0,480,-0.027091943216510116,254,,,,,,,0.06038860231637955,0.1529893159866333,0.2,-0.8214328765869141,0.00027553042,-0.1635063886642456,0.001,75,-0.00012454566778608012,0.0
,,,,480,,,1771,0.71,0,16,-0.28189854000000003,1.8,,,,,,,,,,
1.26,510,0.9,0,510,-0.07129784253891558,276,,,,,,,0.14201076328754425,0.3784178137779236,0.2,-0.7648134112358094,0.0017315844,-0.016065478324890137,0.001,80,0.0013587125328683668,0.0
,,,,510,,,1876,0.76,0,17,-0.25535997999999993,1.65,,,,,,,,,,
1.24,540,0.9,0,540,-0.10955346839968115,296,,,,,,,0.07816025614738464,0.22087849378585817,0.2,-0.6933029890060425,0.0066742003,0.2598510980606079,0.001,85,-0.018890500230093466,0.026666668057441712
,,,,540,,,1989,0.78,0,18,-0.23473163999999996,1.62,,,,,,,,,,
1.3,570,0.88,0,570,-0.07384095984511077,316,,,,,,,0.08493104577064514,0.2483622670173645,0.2,-0.6068922758102417,0.00016634067,-0.11837625503540039,0.001,90,0.00021570364498382232,0.0
,,,,570,,,2102,0.81,0,19,-0.19221266999999997,1.53,,,,,,,,,,
1.18,600,0.92,0,600,-0.06852549441624432,329,,,,,,,0.06683433055877686,0.14176594614982604,0.2,-0.5684090256690979,2.2780896e-05,0.2262325882911682,0.001,95,-8.271217448054812e-05,0.0
,,,,600,,,2246,0.75,0,20,-0.24890358999999995,1.62,,,,,,,,,,
1.24,630,0.92,0,630,-0.09023267897311599,347,,,,,,,0.07863680273294449,0.270481538772583,0.2,-0.5500573754310608,8.167426e-05,0.2028985619544983,0.001,100,-0.0005255874122184423,0.0
,,,,630,,,2352,0.72,0,21,-0.28701863,1.65,,,,,,,,,,
1.28,660,0.9,0,660,-0.07074392033275217,365,,,,,,,0.153845876455307,0.3132234990596771,0.2,-0.5234047532081604,0.00094464817,-0.019935250282287598,0.001,105,-0.004849378173239671,0.0
,,,,660,,,2456,0.73,0,22,-0.2712367500000001,1.64,,,,,,,,,,
1.24,690,0.88,0,690,-0.10966552170459182,382,,,,,,,0.06770599633455276,0.19812725484371185,0.2,-0.47082629799842834,0.0006424765,0.505043625831604,0.001,110,-0.0014728546390930576,0.0
,,,,690,,,2561,0.7,0,23,-0.29597606000000004,1.72,,,,,,,,,,
1.18,720,0.92,0,720,-0.05011985686607659,409,,,,,,,0.12472157180309296,0.2814546823501587,0.2,-0.4150585114955902,0.004324154,0.0028095245361328125,0.001,115,-0.01133276889100685,0.026666668057441712
,,,,720,,,2666,0.73,0,24,-0.27856727,1.6,,,,,,,,,,
1.2,750,0.94,0,750,-0.06889854461885989,428,,,,,,,0.045411549508571625,0.10269720256328582,0.2,-0.35121562480926516,0.00015754302,-0.008857965469360352,0.001,120,0.0003364650408427039,0.0
,,,,750,,,2767,0.78,0,25,-0.21243819000000005,1.5,,,,,,,,,,
1.2,780,0.92,0,780,-0.09188982353080064,451,,,,,,,0.05340130627155304,0.13016369193792343,0.2,-0.3251616179943085,0.00010342796,0.1379721760749817,0.001,125,-0.0006464668077146741,0.0
,,,,780,,,2871,0.8,0,26,-0.18321077000000005,1.44,,,,,,,,,,
1.2,810,0.94,0,810,-0.06935941887553781,470,,,,,,,0.06951923668384552,0.15358589589595795,0.2,-0.3374759018421173,0.00037841997,0.21204376220703125,0.001,130,-0.0016171161230886355,0.0
,,,,810,,,2982,0.82,0,27,-0.16673647000000003,1.41,,,,,,,,,,
1.16,840,0.94,0,840,-0.04828226138837635,490,,,,,,,0.10740263015031815,0.23920639157295226,0.2,-0.3817386567592621,4.302462e-05,0.014101266860961914,0.001,135,2.88744759261661e-05,0.0
,,,,840,,,3085,0.83,0,28,-0.14349802,1.42,,,,,,,,,,
1.32,870,0.88,0,870,-0.13082995683886112,511,,,,,,,0.06677282601594925,0.18095048666000366,0.2,-0.42161954045295713,0.00019867023,-0.24509549140930176,0.001,140,-0.0014271223839998014,0.0
,,,,870,,,3204,0.82,0,29,-0.17121043000000002,1.46,,,,,,,,,,
1.32,900,0.9,0,900,-0.09071560489945113,527,,,,,,,0.13309015333652496,0.2843592822551727,0.2,-0.4648486733436584,0.0004972458,0.177387535572052,0.001,145,-0.002593645204323991,0.0
,,,,900,,,3328,0.78,0,30,-0.18328604,1.54,,,,,,,,,,
1.22,930,0.92,0,930,-0.05154964270535856,545,,,,,,,0.07005001604557037,0.18434553742408752,0.2,-0.44931465983390806,0.0029759468,0.007143497467041016,0.001,150,-0.005731884199194681,0.013333334028720856
,,,,930,,,3445,0.77,0,31,-0.20663906999999998,1.56,,,,,,,,,,
1.26,960,0.9,0,960,-0.11075809620320796,563,,,,,,,0.10199328511953354,0.233438578248024,0.2,-0.3839395523071289,7.296006e-05,0.12889087200164795,0.001,155,-5.608280397879639e-05,0.0
,,,,960,,,3560,0.75,0,32,-0.22930690999999995,1.58,,,,,,,,,,
1.36,990,0.86,0,990,-0.1309623761381954,583,,,,,,,0.10961837321519852,0.21632499396800994,0.2,-0.34307201504707335,0.00019074678,0.3531454801559448,0.001,160,0.000753736898380808,0.0
,,,,990,,,3684,0.74,0,33,-0.25235025,1.59,,,,,,,,,,
1.34,1020,0.86,0,1020,-0.136414380017668,602,,,,,,,0.07097190618515015,0.199938628077507,0.2,-0.32527183294296264,8.758307e-05,0.4004777669906616,0.001,165,-0.0010579130973201955,0.0
,,,,1020,,,3804,0.72,0,34,-0.26379773,1.62,,,,,,,,,,
1.32,1050,0.9,0,1050,-0.11156755378469825,620,,,,,,,0.09710285067558289,0.20910526812076569,0.2,-0.3019569456577301,8.618832e-06,0.1968907117843628,0.001,170,-2.229372615438763e-05,0.0
,,,,1050,,,3937,0.73,0,35,-0.26088233,1.62,,,,,,,,,,
1.28,1080,0.88,0,1080,-0.10990950260311365,639,,,,,,,0.017093941569328308,0.0678483009338379,0.2,-0.29418985843658446,0.0012509128,0.5090957880020142,0.001,175,-0.003036702872098651,0.006666667014360428
,,,,1080,,,4054,0.73,0,36,-0.26160729,1.63,,,,,,,,,,
1.1,1110,0.98,0,1110,-0.027115880227647722,656,,,,,,,0.06482990086078644,0.1755752146244049,0.2,-0.3103058397769928,0.0001235048,0.3275352120399475,0.001,180,-0.0018972671406416453,0.0
,,,,1110,,,4153,0.75,0,37,-0.21695910999999998,1.59,,,,,,,,,,
1.14,1140,0.96,0,1140,-0.048975905403494835,672,,,,,,,0.09077077358961105,0.2179643213748932,0.2,-0.28650285601615905,0.0006863733,0.13574278354644775,0.001,185,-0.004094392405822855,0.0
,,,,1140,,,4255,0.71,0,38,-0.25959355,1.69,,,,,,,,,,
1.26,1170,0.92,0,1170,-0.09006084818858653,694,,,,,,,0.07717157155275345,0.19998432993888854,0.2,-0.24808821976184844,0.0008579711,0.18938112258911133,0.001,190,-0.004339602059529391,0.006666667014360428
,,,,1170,,,4361,0.75,0,39,-0.22886832000000001,1.59,,,,,,,,,,
1.3,1200,0.88,0,1200,-0.10938591036479921,712,,,,,,,0.009312141686677933,0.09637647569179535,0.2,-0.296238374710083,0.13550562,0.47398805618286133,0.001,195,-0.020137036790450404,0.03333333507180214
,,,,1200,,,4470,0.73,0,40,-0.26518438,1.62,,,,,,,,,,
1.26,1230,0.9,0,1230,-0.049723620037548245,729,,,,,,,0.08448348939418793,0.20678384006023406,0.2,-0.2282128244638443,4.7763187e-06,0.1790553331375122,0.001,200,-2.714673678081425e-05,0.0
,,,,1230,,,4582,0.72,0,41,-0.28529923999999995,1.64,,,,,,,,,,
1.2,1260,0.92,0,1260,-0.08875062568578869,752,,,,,,,0.09585122764110565,0.2451160281896591,0.2,-0.22013569474220276,0.0044351877,0.03551185131072998,0.001,205,-0.008213361091911864,0.026666668057441712
,,,,1260,,,4688,0.76,0,42,-0.24943432999999998,1.59,,,,,,,,,,
1.38,1290,0.82,0,1290,-0.17270701304543765,772,,,,,,,0.05503074452280998,0.17682058811187745,0.2,-0.22313563227653505,0.047251582,0.08598899841308594,0.001,210,-0.009758772837618945,0.03333333507180214
,,,,1290,,,4802,0.8,0,43,-0.21829838999999995,1.5,,,,,,,,,,
1.18,1320,0.94,0,1320,-0.04870049514807761,790,,,,,,,0.12677857279777527,0.2763723313808441,0.2,-0.13229409605264664,5.0584476e-06,-0.060240745544433594,0.001,215,-2.1614630831834347e-06,0.0
,,,,1320,,,4913,0.76,0,44,-0.26557329,1.61,,,,,,,,,,
1.3,1350,0.86,0,1350,-0.11302130547352135,805,,,,,,,0.11401906609535217,0.24263246357440948,0.2,-0.11668345034122467,1.3113022e-06,0.019129812717437744,0.001,220,-3.7829081307449995e-07,0.0
,,,,1350,,,5024,0.76,0,45,-0.24821653000000002,1.62,,,,,,,,,,
1.22,1380,0.92,0,1380,-0.09385497247800231,826,,,,,,,0.0759589672088623,0.16410225331783296,0.2,-0.10977524667978286,3.5365423e-07,0.25604331493377686,0.001,225,8.809566444334393e-07,0.0
,,,,1380,,,5142,0.78,0,46,-0.23107762,1.57,,,,,,,,,,
1.42,1410,0.82,0,1410,-0.13304420393425972,847,,,,,,,0.05961623787879944,0.14906404614448548,0.2,-0.10436160266399383,1.1920929e-07,0.34689074754714966,0.001,230,-6.345907795690664e-07,0.0
,,,,1410,,,5262,0.78,0,47,-0.21370213999999998,1.56,,,,,,,,,,
1.24,1440,0.92,0,1440,-0.06945405209437013,867,,,,,,,0.04921013489365578,0.13032467365264894,0.2,-0.09812629818916321,0.0011349877,-0.19837582111358643,0.001,235,-0.005054658966449565,0.006666667014360428
,,,,1440,,,5366,0.78,0,48,-0.22058504999999998,1.57,,,,,,,,,,
1.14,1470,0.94,0,1470,-0.04977228603325784,885,,,,,,,0.12211102247238159,0.289903798699379,0.2,-0.09410679787397384,1.5370051e-05,0.03753882646560669,0.001,240,-0.0007490929173457062,0.0
,,,,1470,,,5474,0.79,0,49,-0.18586107000000002,1.55,,,,,,,,,,
1.34,1500,0.86,0,1500,-0.13110022911801933,903,,,,,,,0.08145453780889511,0.17792485058307647,0.2,-0.07492704540491105,3.616015e-07,-0.08094918727874756,0.001,245,7.057189723269631e-07,0.0
,,,,1500,,,5591,0.77,0,50,-0.16717845,1.56,,,,,,,,,,
1.32,1530,0.86,0,1530,-0.135645209713839,925,,,,,,,0.06661427766084671,0.14252307415008544,0.2,-0.07030626982450486,1.2318293e-07,0.18507540225982666,0.001,250,-3.7670135633049995e-07,0.0
,,,,1530,,,5706,0.77,0,51,-0.17092287999999997,1.55,,,,,,,,,,
1.22,1560,0.92,0,1560,-0.06975374904926866,943,,,,,,,0.09650210291147232,0.21630742847919465,0.2,-0.06796093881130219,3.973643e-09,-0.003696918487548828,0.001,255,-4.148086048871846e-06,0.0
,,,,1560,,,5818,0.78,0,52,-0.16682328,1.53,,,,,,,,,,
1.14,1590,0.94,0,1590,-0.048388643027283254,959,,,,,,,0.09328047931194305,0.23520808815956115,0.2,-0.12038877308368683,0.0012463093,-0.3749593496322632,0.001,260,-0.006762558339784874,0.013333334028720856
,,,,1590,,,5923,0.75,0,53,-0.16730154000000003,1.59,,,,,,,,,,
1.16,1620,0.94,0,1620,-0.06827364600729197,976,,,,,,,0.06010876223444939,0.13538112491369247,0.2,-0.06667676120996475,0.0,0.2628117799758911,0.001,265,-1.3987223397293745e-07,0.0
,,,,1620,,,6030,0.71,0,54,-0.21122265000000007,1.64,,,,,,,,,,
1.28,1650,0.9,0,1650,-0.09173591609112919,998,,,,,,,0.10046657174825668,0.21581191420555115,0.2,-0.06706026494503022,0.0,0.3597482442855835,0.001,270,6.584326364134085e-07,0.0
,,,,1650,,,6147,0.73,0,55,-0.20903113000000004,1.61,,,,,,,,,,
1.18,1680,0.94,0,1680,-0.05084313585422933,1015,,,,,,,0.08834559470415115,0.1886328637599945,0.2,-0.06738399267196656,0.0,0.14777600765228271,0.001,275,-4.696846065854743e-07,0.0
,,,,1680,,,6270,0.74,0,56,-0.22918862999999998,1.62,,,,,,,,,,
1.34,1710,0.86,0,1710,-0.13365408740472048,1035,,,,,,,0.10123739391565323,0.2237616628408432,0.2,-0.06769630610942841,0.0,0.050320208072662354,0.001,280,-1.2874603196877388e-07,0.0
,,,,1710,,,6412,0.74,0,57,-0.2495743,1.64,,,,,,,,,,
1.38,1740,0.84,0,1740,-0.13236135247163475,1058,,,,,,,0.0852263942360878,0.2085043430328369,0.2,-0.06806474924087524,0.0,0.06922781467437744,0.001,285,-8.046626955859893e-08,0.0
,,,,1740,,,6574,0.79,0,58,-0.22761670000000003,1.52,,,,,,,,,,
1.32,1770,0.88,0,1770,-0.03202266350854188,1076,,,,,,,0.08381455391645432,0.21183087825775146,0.2,-0.06677387952804566,0.00077691674,-0.00853586196899414,0.001,290,-0.005867704565947207,0.0
,,,,1770,,,6698,0.79,0,59,-0.23706639999999995,1.52,,,,,,,,,,
1.14,1800,0.96,0,1800,-0.028050325894728303,1098,,,,,,,0.08708813041448593,0.23915699422359465,0.2,-0.080061075091362,0.0671581,0.23090940713882446,0.001,295,-0.002866984227051006,0.026666668057441712
,,,,1800,,,6817,0.79,0,60,-0.23659727,1.5,,,,,,,,,,
1.14,1830,0.94,0,1830,-0.05163255210965872,1120,,,,,,,0.08927406370639801,0.21189863085746766,0.2,-0.06256014704704285,0.0,0.32589560747146606,0.001,300,-2.312660249259579e-06,0.0
,,,,1830,,,6934,0.81,0,61,-0.21070469,1.43,,,,,,,,,,
1.08,1860,0.96,0,1860,-0.04714229628443718,1139,,,,,,,0.05643445998430252,0.16178070306777953,0.2,-0.06210795715451241,7.947286e-09,0.338731586933136,0.001,305,9.444554555670947e-06,0.0
,,,,1860,,,7046,0.81,0,62,-0.21376869999999998,1.44,,,,,,,,,,
1.22,1890,0.9,0,1890,-0.08921705210581422,1160,,,,,,,0.09503881633281708,0.21794021129608154,0.2,-0.06155519112944603,0.0,0.16700118780136108,0.001,310,4.800160759543815e-07,0.0
,,,,1890,,,7159,0.79,0,63,-0.23759947,1.48,,,,,,,,,,
1.06,1920,0.98,0,1920,-0.02706135166808963,1178,,,,,,,0.09983277320861816,0.21961374282836915,0.2,-0.061498768627643585,0.0,0.19997632503509521,0.001,315,-8.443991408313423e-08,0.0
,,,,1920,,,7262,0.79,0,64,-0.22023264,1.48,,,,,,,,,,
1.28,1950,0.88,0,1950,-0.11147085088305175,1196,,,,,,,0.09946759045124054,0.20877836644649506,0.2,-0.06109145060181618,0.0,0.21828925609588623,0.001,320,5.324681717766566e-08,0.0
,,,,1950,,,7382,0.78,0,65,-0.23041522,1.51,,,,,,,,,,
1.16,1980,0.94,0,1980,-0.00822144843172282,1214,,,,,,,0.050699830055236816,0.1149439424276352,0.2,-0.06129990220069885,0.0,0.5227980017662048,0.001,325,-3.015995106991909e-07,0.0
,,,,1980,,,7498,0.76,0,66,-0.24292241000000003,1.58,,,,,,,,,,
1.28,2010,0.88,0,2010,-0.09169662701431662,1230,,,,,,,0.0629369392991066,0.13787049949169158,0.2,-0.06108981221914291,0.0,0.4110410809516907,0.001,330,-9.13937881819038e-08,0.0
,,,,2010,,,7632,0.72,0,67,-0.28617282,1.62,,,,,,,,,,
1.16,2040,0.94,0,2040,-0.0681562914326787,1249,,,,,,,0.06535564363002777,0.1647430658340454,0.2,-0.06100467666983604,0.0,0.5004547834396362,0.001,335,3.099441592269159e-08,0.0
,,,,2040,,,7757,0.7,0,68,-0.27446519,1.65,,,,,,,,,,
1.26,2070,0.9,0,2070,-0.1099865044746548,1268,,,,,,,0.10574686527252197,0.22720179259777068,0.2,-0.05935527458786964,0.00035181444,0.18958896398544312,0.001,340,-0.0022180715591339608,0.0
,,,,2070,,,7879,0.68,0,69,-0.29677331,1.7,,,,,,,,,,
1.22,2100,0.94,0,2100,-0.0694859189959243,1286,,,,,,,0.06801601499319077,0.15127728879451752,0.2,-0.05278334096074104,3.5762787e-07,0.34806203842163086,0.001,345,2.930561720404512e-07,0.0
,,,,2100,,,8000,0.71,0,70,-0.27683057,1.65,,,,,,,,,,
1.2,2130,0.94,0,2130,-0.06909975822083653,1303,,,,,,,0.073251873254776,0.16721605658531188,0.2,-0.0983905166387558,0.00022845666,0.33378440141677856,0.001,350,-0.0009130624945587584,0.0
,,,,2130,,,8124,0.71,0,71,-0.27677921,1.67,,,,,,,,,,
1.48,2160,0.8,0,2160,-0.2170697637181729,1326,,,,,,,0.09689520299434662,0.21710059344768523,0.2,-0.04535810723900795,0.0,0.12266778945922852,0.001,355,-1.7801920257909387e-07,0.0
,,,,2160,,,8267,0.74,0,72,-0.23389021999999998,1.62,,,,,,,,,,
1.3,2190,0.88,0,2190,-0.0895599482441321,1344,,,,,,,0.051476623862981796,0.12224688977003098,0.2,-0.044097114354372025,0.0,-0.3513810634613037,0.001,360,1.0649363453296701e-07,0.0
,,,,2190,,,8407,0.79,0,73,-0.19179770999999998,1.56,,,,,,,,,,
1.4,2220,0.86,0,2220,-0.13592100252397357,1364,,,,,,,0.0809619128704071,0.18322214782238005,0.2,-0.04239858686923981,0.00013770461,-0.16627287864685059,0.001,365,-0.0008373673753037991,0.0
,,,,2220,,,8546,0.78,0,74,-0.19197339,1.57,,,,,,,,,,
1.22,2250,0.92,0,2250,-0.06933288703672588,1383,,,,,,,0.05772813782095909,0.15112685263156891,0.2,-0.036571011692285535,0.0027227323,-0.06839275360107422,0.001,370,-0.0074859086299937875,0.013333334028720856
,,,,2250,,,8669,0.79,0,75,-0.17882346,1.57,,,,,,,,,,
1.22,2280,0.92,0,2280,-0.04935417990665883,1402,,,,,,,0.10217360407114029,0.21397598683834076,0.2,-0.0265122015029192,2.5431316e-07,0.12410026788711548,0.001,375,-1.4424324152884082e-07,0.0
,,,,2280,,,8784,0.82,0,76,-0.15247422000000002,1.51,,,,,,,,,,
1.22,2310,0.92,0,2310,-0.02854901453014463,1421,,,,,,,0.07851692289113998,0.18344819843769072,0.2,-0.020737091451883315,0.0032045364,0.22331321239471436,0.001,380,-0.005874878571679254,0.013333334028720856
,,,,2310,,,8920,0.8,0,77,-0.17825857,1.55,,,,,,,,,,
1.36,2340,0.86,0,2340,-0.11163789763115346,1441,,,,,,,0.08051510155200958,0.17744845747947693,0.2,-0.016058137640357018,0.0,0.11514174938201904,0.001,385,6.735324920015273e-08,0.0
,,,,2340,,,9042,0.78,0,78,-0.19803515000000002,1.57,,,,,,,,,,
1.34,2370,0.86,0,2370,-0.13105553002096712,1464,,,,,,,0.08871853351593018,0.2009856343269348,0.2,-0.013818914256989955,0.0,0.14357119798660278,0.001,390,-2.4636586104520575e-08,0.0
,,,,2370,,,9168,0.8,0,79,-0.21678358999999997,1.51,,,,,,,,,,
1.24,2400,0.92,0,2400,-0.09361319053918123,1483,,,,,,,0.056031372398138046,0.12198394536972046,0.2,-0.012725202180445195,0.0,0.4458020329475403,0.001,395,2.5828680438877426e-08,0.0
,,,,2400,,,9289,0.79,0,80,-0.21606080000000005,1.5,,,,,,,,,,
1.16,2430,0.94,0,2430,-0.04831693065352738,1504,,,,,,,0.07592382282018661,0.16794427633285522,0.2,-0.012096367962658405,0.0,0.26629936695098877,0.001,400,2.84115479587399e-08,0.0
,,,,2430,,,9402,0.8,0,81,-0.18766967,1.48,,,,,,,,,,
1.32,2460,0.86,0,2460,-0.13198636231943964,1525,,,,,,,0.07970288395881653,0.1978880435228348,0.2,-0.011722170375287532,0.0,-0.7032667398452759,0.001,405,-3.576278722050574e-08,0.0
,,,,2460,,,9531,0.82,0,82,-0.17313355000000002,1.43,,,,,,,,,,
1.24,2490,0.9,0,2490,-0.09107420042157173,1548,,,,,,,0.06446991860866547,0.1519547551870346,0.2,-0.06888891756534576,0.001205802,0.3043558597564697,0.001,410,-0.004973028969640492,0.013333334028720856
,,,,2490,,,9658,0.84,0,83,-0.14316547,1.42,,,,,,,,,,
1.34,2520,0.86,0,2520,-0.11068995343055577,1566,,,,,,,0.0454074889421463,0.1037438005208969,0.2,-0.011482637375593185,0.0,-0.25567567348480225,0.001,415,-9.536743306171047e-09,0.0
,,,,2520,,,9781,0.83,0,84,-0.14585818999999997,1.46,,,,,,,,,,
1.24,2550,0.9,0,2550,-0.07048432595096528,1580,,,,,,,0.09666361659765244,0.2188152253627777,0.2,-0.011217031255364418,0.00022907257,-0.05268394947052002,0.001,420,-0.0013999493757729908,0.0
,,,,2550,,,9902,0.79,0,85,-0.1562075,1.54,,,,,,,,,,
1.12,2580,0.96,0,2580,-0.030797923551872372,1599,,,,,,,0.07284044474363327,0.15896008610725404,0.2,-0.01008478831499815,0.0,0.3788068890571594,0.001,425,6.27835611055616e-08,0.0
,,,,2580,,,10010,0.78,0,86,-0.17672865999999998,1.56,,,,,,,,,,
1.32,2610,0.88,0,2610,-0.09179609059821814,1616,,,,,,,0.09873180091381073,0.2037558674812317,0.2,-0.009274365566670894,0.0,0.21190088987350464,0.001,430,-4.1325888133769696e-08,0.0
,,,,2610,,,10131,0.75,0,87,-0.17876477,1.61,,,,,,,,,,
1.24,2640,0.9,0,2640,-0.07545070474501699,1635,,,,,,,0.09758065640926361,0.21801141798496246,0.2,-0.008834343776106835,0.0,0.08295589685440063,0.001,435,2.7020772819241758e-08,0.0
,,,,2640,,,10259,0.72,0,88,-0.21269634999999998,1.66,,,,,,,,,,
1.26,2670,0.88,0,2670,-0.1301785914460197,1654,,,,,,,0.1287999004125595,0.2569239765405655,0.2,-0.008920440077781677,0.0,0.177171528339386,0.001,440,-2.690156300388935e-07,0.0
,,,,2670,,,10382,0.7,0,89,-0.25268388,1.7,,,,,,,,,,
1.22,2700,0.92,0,2700,-0.0714443482272327,1671,,,,,,,0.0625128298997879,0.144328373670578,0.2,-0.008444301225245,0.0,0.4366704225540161,0.001,445,-2.6623408366788226e-08,0.0
,,,,2700,,,10501,0.71,0,90,-0.2429793,1.67,,,,,,,,,,
1.34,2730,0.88,0,2730,-0.09632617969997227,1692,,,,,,,0.08634530752897263,0.18811032474040984,0.2,-0.008369815535843372,0.0,0.16933876276016235,0.001,450,1.3510386853710089e-08,0.0
,,,,2730,,,10637,0.74,0,91,-0.22901218,1.6,,,,,,,,,,
1.2,2760,0.92,0,2760,-0.08887380016036332,1709,,,,,,,0.062310896813869476,0.1295895516872406,0.2,-0.008340920507907867,0.0,0.3806852698326111,0.001,455,-4.510084794517866e-08,0.0
,,,,2760,,,10748,0.76,0,92,-0.23434391999999998,1.6,,,,,,,,,,
1.18,2790,0.94,0,2790,-0.0681261580158025,1730,,,,,,,0.09350123256444931,0.20560913980007173,0.2,-0.008306733891367912,0.0,-0.10871803760528564,0.001,460,5.165735661449844e-09,0.0
,,,,2790,,,10854,0.78,0,93,-0.22420311999999998,1.58,,,,,,,,,,
1.34,2820,0.86,0,2820,-0.11216678936034441,1750,,,,,,,0.07079238444566727,0.14544277489185334,0.2,-0.008261425606906413,0.0,0.17941445112228394,0.001,465,4.768371653085524e-09,0.0
,,,,2820,,,10978,0.78,0,94,-0.19248839999999998,1.58,,,,,,,,,,
1.48,2850,0.76,0,2850,-0.21413455098867418,1769,,,,,,,0.04086851328611374,0.10534250289201737,0.2,-0.008251849003136158,0.0,-0.0929497480392456,0.001,470,3.834565589500016e-08,0.0
