time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_ep_length,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/learning_rate
11070,,,,,,,2.14,-0.24568332999999995,0.8,0,369,44213,,,,,,,,,,
11100,-0.01356447179801762,11100,0.98,5192,0,1.34,,,,,,,-0.00033593853324411784,0.0,0.2,0.18062365651130677,-0.33268010020256045,0.08709049224853516,0.2886980175971985,1845,5.8110556e-05,0.0001
11100,,,,,,,2.11,-0.23945545000000001,0.81,0,370,44323,,,,,,,,,,
11130,-0.030158023969270288,11130,0.96,5208,0,1.2,,,,,,,3.663182282860333e-05,0.0,0.2,0.190954726934433,-0.3347485184669495,0.09061819314956665,0.1907300353050232,1850,4.331271e-07,0.0001
11130,,,,,,,2.1,-0.26346231,0.8,0,371,44424,,,,,,,,,,
11160,-0.06995276328641921,11160,0.94,5225,0,1.32,,,,,,,-0.0002291242199135013,0.0,0.2,0.17135000824928284,-0.3340868175029755,0.0822761282324791,0.453834593296051,1855,1.077652e-05,0.0001
11160,,,,,,,1.98,-0.22927381,0.83,0,372,44533,,,,,,,,,,
11190,-0.11925042475573719,11190,0.88,5237,0,1.52,,,,,,,-5.161762310024187e-07,0.0,0.2,0.1818719744682312,-0.3352378964424133,0.08726959675550461,0.4433618187904358,1860,3.576279e-08,0.0001
11190,,,,,,,2.11,-0.27269412000000004,0.8,0,373,44657,,,,,,,,,,
11220,-0.05296749833971262,11220,0.92,5255,0,1.46,,,,,,,-1.7821788951266625e-07,0.0,0.2,0.3004188299179077,-0.3360192894935608,0.14564137160778046,0.2568292021751404,1865,0.0,0.0001
11220,,,,,,,2.01,-0.26090602,0.81,0,374,44767,,,,,,,,,,
11250,-0.05131631456315518,11250,0.96,5274,0,1.24,,,,,,,-0.0006320536068718851,0.0,0.2,0.13793087601661683,-0.33877894282341003,0.06652215868234634,0.36945074796676636,1870,1.9417206e-05,0.0001
11250,,,,,,,1.85,-0.21459153999999997,0.85,0,375,44877,,,,,,,,,,
11280,-0.027874566363170743,11280,0.98,5290,0,1.12,,,,,,,-0.0005812287200633648,0.0,0.2,0.21359459161758423,-0.34362112283706664,0.09723742306232452,-0.09476172924041748,1875,1.3780594e-05,0.0001
11280,,,,,,,1.86,-0.20902079000000004,0.85,0,376,44978,,,,,,,,,,
11310,-0.072911416743882,11310,0.94,5302,0,1.36,,,,,,,-0.0003169735278305552,0.0,0.2,0.2328808546066284,-0.34772881865501404,0.1097138375043869,0.03905081748962402,1880,1.2892485e-05,0.0001
11310,,,,,,,1.95,-0.23099647999999998,0.84,0,377,45087,,,,,,,,,,
11340,-0.07118916358333081,11340,0.94,5312,0,1.34,,,,,,,-8.260210389465783e-07,0.0,0.2,0.3776143670082092,-0.35019552111625674,0.1820901483297348,0.1193503737449646,1885,5.9604645e-08,0.0001
11340,,,,,,,2.03,-0.2685659,0.81,0,378,45196,,,,,,,,,,
11370,-0.03608823956456035,11370,0.96,5331,0,1.3,,,,,,,-6.089091247574174e-05,0.0,0.2,0.28862800598144533,-0.3512704372406006,0.12731026113033295,0.3092803359031677,1890,3.5762787e-07,0.0001
11370,,,,,,,1.98,-0.23347535,0.83,0,379,45314,,,,,,,,,,
11400,-0.007420511981472373,11400,1.0,5345,0,1.08,,,,,,,4.776741028749143e-05,0.0,0.2,0.31059632897377015,-0.3515708327293396,0.15859392285346985,-1.7277820110321045,1895,5.543232e-07,0.0001
11400,,,,,,,1.91,-0.20213581000000003,0.85,0,380,45412,,,,,,,,,,
11430,-0.09623868490103632,11430,0.92,5366,0,1.4,,,,,,,-0.0005350168590666726,0.0,0.2,0.20672584176063538,-0.35104092955589294,0.09874559938907623,0.169960618019104,1900,2.6263793e-05,0.0001
11430,,,,,,,1.93,-0.20213976,0.84,0,381,45525,,,,,,,,,,
11460,-0.09817990305367857,11460,0.92,5382,0,1.52,,,,,,,-0.00019367456542909167,0.0,0.2,0.15626704096794128,-0.3441964864730835,0.06655333191156387,-31.373947143554688,1905,3.0642746e-05,0.0001
11460,,,,,,,1.94,-0.20976193,0.84,0,382,45645,,,,,,,,,,
11490,-0.11409610836300998,11490,0.9,5395,0,1.48,,,,,,,4.218022032986823e-07,0.0,0.2,0.24772664308547973,-0.34006540179252626,0.12129810452461243,0.13146811723709106,1910,2.3841858e-07,0.0001
11490,,,,,,,1.92,-0.18829851,0.84,0,383,45760,,,,,,,,,,
11520,-0.028998923911713062,11520,0.98,5409,0,1.24,,,,,,,-9.471178238129596e-07,0.0,0.2,0.13566585183143615,-0.3367544412612915,0.06572458148002625,0.35966551303863525,1915,1.1920929e-07,0.0001
11520,,,,,,,1.83,-0.14241179,0.87,0,384,45859,,,,,,,,,,
11550,-0.09349578963592649,11550,0.92,5418,0,1.46,,,,,,,-0.0012482961092610267,0.0,0.2,0.1810345858335495,-0.3331749141216278,0.08502616733312607,0.05859893560409546,1920,3.2862026e-05,0.0001
11550,,,,,,,2.02,-0.1759477,0.83,0,385,45972,,,,,,,,,,
11580,-0.07221974106505513,11580,0.94,5431,0,1.32,,,,,,,-0.0002986830469065893,0.0,0.2,0.2520483583211899,-0.32486696243286134,0.12233584374189377,0.0887002944946289,1925,4.7542653e-05,0.0001
11580,,,,,,,2.07,-0.20341097000000002,0.81,0,386,46080,,,,,,,,,,
11610,-0.02022980073466897,11610,1.0,5452,0,1.26,,,,,,,-0.0011267854979571724,0.0,0.2,0.28250351548194885,-0.31713234782218935,0.12998482584953308,-0.07392752170562744,1930,4.941225e-05,0.0001
11610,,,,,,,1.99,-0.18828781000000003,0.83,0,387,46194,,,,,,,,,,
11640,-0.00990166495554149,11640,1.0,5465,0,1.2,,,,,,,-0.0002550303946676991,0.0,0.2,0.16232790052890778,-0.3079145014286041,0.08195863664150238,-1.103856086730957,1935,1.9649664e-05,0.0001
11640,,,,,,,2.11,-0.22218324,0.81,0,388,46300,,,,,,,,,,
11670,-0.02801010758150369,11670,0.98,5476,0,1.16,,,,,,,2.3802121358329486e-07,0.0,0.2,0.18702543079853057,-0.30199503898620605,0.0888776183128357,0.18719333410263062,1940,3.616015e-07,0.0001
11670,,,,,,,2.23,-0.23667581,0.79,0,389,46395,,,,,,,,,,
