env/n_steps,env/current_idx,env/completion_counter,eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,rollout/success_rate,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,train/clip_fraction,train/learning_rate,train/explained_variance,train/n_updates,train/value_loss,train/policy_gradient_loss
,,,,,,32100,0.79,107,1.61,0,46357,-0.19474101000000005,,,,,,,,,,
32400,19047,0,-0.029334346065297723,1.18,0.96,32400,,,,,,,-0.37681716322898867,0.026951486,0.028382740914821625,0.2,0.12142045468091965,0.001,0.18491250276565552,535,0.1641880589723587,-0.021103930193930864
,,,,,,32400,0.8,108,1.58,0,46832,-0.1961377,,,,,,,,,,
32700,19232,0,-0.09118123984895647,1.24,0.9,32700,,,,,,,-0.5099651300907135,0.020244122,0.027915064245462418,0.2,0.11329545497894287,0.001,0.28115683794021606,540,0.13781039029359818,-0.018527692765928805
,,,,,,32700,0.74,109,1.68,0,47237,-0.24508142999999996,,,,,,,,,,
33000,19418,0,-0.11229780900292098,1.26,0.88,33000,,,,,,,-0.20051540166139603,0.06458999,0.007904686033725739,0.2,0.1519886362552643,0.001,0.2663395404815674,545,0.14548848152160646,-0.027260132431983948
,,,,,,33000,0.82,110,1.48,0,47639,-0.16611065999999997,,,,,,,,,,
33300,19596,0,-0.09071594382636249,1.22,0.9,33300,,,,,,,-0.1461653482913971,0.0119561525,0.018278460949659348,0.2,0.03170454561710358,0.001,0.27843350172042847,550,0.14341101080179214,-0.006811163338134065
,,,,,,33300,0.72,111,1.65,0,48073,-0.24868757000000005,,,,,,,,,,
33600,19775,0,-0.13228615927975626,1.3,0.88,33600,,,,,,,-0.22186591923236848,0.020291213,0.05460244417190552,0.2,0.06767045497894288,0.001,0.10130685567855835,555,0.1816246199607849,-0.015087656024843455
,,,,,,33600,0.76,112,1.61,0,48475,-0.19755652999999998,,,,,,,,,,
33900,19965,0,-0.13240187235176562,1.38,0.84,33900,,,,,,,-0.17536098062992095,0.015834656,0.05092313140630722,0.2,0.04397727310657501,0.001,0.18278193473815918,560,0.1524471527338028,-0.010022239480167627
,,,,,,33900,0.77,113,1.57,0,48906,-0.23958563,,,,,,,,,,
34200,20170,0,-0.13087350251153113,1.3,0.88,34200,,,,,,,-0.13485016405582428,0.019446347,0.044953301548957825,0.2,0.045397727489471434,0.001,0.23516732454299927,565,0.15128440290689468,-0.009459582893177866
,,,,,,34200,0.81,114,1.51,0,49306,-0.17389544999999998,,,,,,,,,,
34500,20356,0,-0.09037151993717998,1.3,0.88,34500,,,,,,,-0.13017515182495118,0.009359141,0.03876558318734169,0.2,0.025738636553287505,0.001,0.17440426349639893,570,0.13346864491701127,-0.005859483489766717
,,,,,,34500,0.76,115,1.57,0,49713,-0.22823501000000002,,,,,,,,,,
34800,20548,0,-0.15477263973560185,1.4,0.84,34800,,,,,,,-0.14349469035863877,0.0055819633,0.043508149683475494,0.2,0.03562500029802322,0.001,0.21269351243972778,575,0.1574895852804184,-0.010321736689656974
,,,,,,34800,0.82,116,1.47,0,50138,-0.14271845,,,,,,,,,,
35100,20737,0,-0.13196642190683633,1.32,0.86,35100,,,,,,,-0.13372617974877357,0.014229382,0.035341355949640274,0.2,0.03806818217039108,0.001,0.18933361768722534,580,0.14241302877664566,-0.007282953485846519
,,,,,,35100,0.76,117,1.57,0,50535,-0.23986048000000001,,,,,,,,,,
35400,20914,0,-0.11005419401451945,1.32,0.86,35400,,,,,,,-0.15610801577568054,0.02474638,0.07334863394498825,0.2,0.04704545468091965,0.001,0.217570960521698,585,0.16259533077478408,-0.010944987228140236
,,,,,,35400,0.7,118,1.71,0,50933,-0.31387298999999996,,,,,,,,,,
35700,21107,0,-0.17582957927137613,1.44,0.82,35700,,,,,,,-0.17719855964183806,0.027150031,0.046897463500499725,0.2,0.08255681842565536,0.001,0.18464618921279907,590,0.18864177018404008,-0.01193876974284649
,,,,,,35700,0.77,119,1.54,0,51355,-0.19688722000000003,,,,,,,,,,
36000,21286,0,-0.04851941986940801,1.14,0.96,36000,,,,,,,-0.15320969134569168,0.028209114,0.05689891800284386,0.2,0.04488636404275894,0.001,0.13446515798568726,595,0.16415677934885026,-0.009716393407434225
,,,,,,36000,0.71,120,1.74,0,51782,-0.30274987999999997,,,,,,,,,,
36300,21471,0,-0.13021880043204873,1.28,0.88,36300,,,,,,,-0.15114578485488891,0.03192005,0.048994868993759155,0.2,0.045397727489471434,0.001,0.14802414178848267,600,0.1795870766043663,-0.009496584525331855
,,,,,,36300,0.75,121,1.65,0,52177,-0.22418346,,,,,,,,,,
36600,21661,0,-0.153011721810326,1.32,0.86,36600,,,,,,,-0.11944714665412903,0.0093531925,0.04738414287567139,0.2,0.030170454680919646,0.001,0.1401953101158142,605,0.15622683763504028,-0.007647559696342796
,,,,,,36600,0.74,122,1.62,0,52589,-0.21008493000000006,,,,,,,,,,
36900,21848,0,-0.009405742469243705,1.22,0.9,36900,,,,,,,-0.10699055477976799,0.024299832,0.054436635226011276,0.2,0.03267045468091965,0.001,0.0231630802154541,610,0.16070038288831712,-0.00886459455738077
,,,,,,36900,0.75,123,1.6,0,53024,-0.19675442999999995,,,,,,,,,,
37200,22044,0,-0.10925907631870359,1.28,0.88,37200,,,,,,,-0.08245892263948917,0.009718241,0.050726935267448425,0.2,0.03426136374473572,0.001,0.16122347116470337,615,0.16698044449090957,-0.006208739617140964
,,,,,,37200,0.79,124,1.55,0,53432,-0.22034789,,,,,,,,,,
37500,22233,0,-0.06880253878887743,1.2,0.92,37500,,,,,,,-0.10844420343637466,0.031962655,0.08073756843805313,0.2,0.03443181842565537,0.001,0.27152764797210693,620,0.15982087939977646,-0.00899672856554389
,,,,,,37500,0.76,125,1.58,0,53826,-0.2026881,,,,,,,,,,
37800,22414,0,-0.13417293284554035,1.34,0.86,37800,,,,,,,-0.1025584827363491,0.024189606,0.05116429179906845,0.2,0.03443181842565537,0.001,0.0739486813545227,625,0.17813994526863097,-0.00640232796780765
,,,,,,37800,0.78,126,1.53,0,54241,-0.18011978000000003,,,,,,,,,,
38100,22600,0,-0.1556809851806611,1.36,0.84,38100,,,,,,,-0.1121567179262638,0.024669103,0.03996754065155983,0.2,0.0510795459151268,0.001,0.23373007774353027,630,0.1713256734609604,-0.006139641217887401
,,,,,,38100,0.77,127,1.58,0,54665,-0.22680899,,,,,,,,,,
38400,22776,0,-0.0682873292081058,1.14,0.94,38400,,,,,,,-0.10162389174103736,0.020626102,0.03558530658483505,0.2,0.037670454680919646,0.001,0.27065545320510864,635,0.15530502676963806,-0.007480355268344283
,,,,,,38400,0.64,128,1.81,0,55102,-0.31538658999999997,,,,,,,,,,
38700,22958,0,-0.11277605416253209,1.36,0.84,38700,,,,,,,-0.1307919554412365,0.028621769,0.024520263075828552,0.2,0.05636363655328751,0.001,0.1770220398902893,640,0.1601798242330551,-0.012575589111074805
,,,,,,38700,0.7,129,1.72,0,55548,-0.26010036,,,,,,,,,,
39000,23147,0,-0.029870307417586447,1.18,0.96,39000,,,,,,,-0.19274792313575745,0.04839606,0.03190954029560089,0.2,0.07607954561710357,0.001,0.36870771646499634,645,0.1330400875210762,-0.01733552022371441
,,,,,,39000,0.84,130,1.48,0,55966,-0.16548407,,,,,,,,,,
39300,23337,0,-0.0687493383558467,1.22,0.9,39300,,,,,,,-0.12143050640821457,0.014959362,0.03553631901741028,0.2,0.08687500059604644,0.001,0.25810134410858154,650,0.14733671516180039,-0.006794788790866733
,,,,,,39300,0.77,131,1.52,0,56400,-0.24538204,,,,,,,,,,
39600,23525,0,-0.0890732005238533,1.28,0.92,39600,,,,,,,-0.12226782158017159,0.023613863,0.029587045311927795,0.2,0.05187500029802322,0.001,0.3072289228439331,655,0.14085182219743728,-0.010117285922169685
,,,,,,39600,0.76,132,1.61,0,56812,-0.23379853999999997,,,,,,,,,,
39900,23705,0,-0.09230493120849133,1.38,0.84,39900,,,,,,,-0.13336715400218963,0.036672346,0.062035590410232544,0.2,0.06335227310657501,0.001,0.1684737205505371,660,0.15999366104602813,-0.003892958797514439
,,,,,,39900,0.7,133,1.74,0,57240,-0.27678824999999996,,,,,,,,,,
40200,23888,0,-0.1311996741220355,1.3,0.88,40200,,,,,,,-0.16382111459970475,0.0256253,0.03121958114206791,0.2,0.05096590936183929,0.001,0.17940139770507812,665,0.1628042194247246,-0.011525905197486282
,,,,,,40200,0.71,134,1.66,0,57658,-0.24312099999999998,,,,,,,,,,
40500,24072,0,-0.1360550093324855,1.4,0.82,40500,,,,,,,-0.22293100953102113,0.02144304,0.0920482650399208,0.2,0.0654545459151268,0.001,0.1200263500213623,670,0.17292021632194518,-0.01299774581566453
,,,,,,40500,0.83,135,1.5,0,58085,-0.14794011999999998,,,,,,,,,,
40800,24256,0,-0.11411873505450786,1.4,0.82,40800,,,,,,,-0.25614028751850126,0.028275525,0.02811776101589203,0.2,0.07318181872367858,0.001,0.14607179164886475,675,0.14122822463512422,-0.01439262978034094
,,,,,,40800,0.74,136,1.66,0,58509,-0.24678244999999996,,,,,,,,,,
41100,24443,0,-0.07199882871471346,1.32,0.9,41100,,,,,,,-0.2814519065618515,0.03660479,0.03683766722679138,0.2,0.09607954561710358,0.001,0.10942429304122925,680,0.17729203075170516,-0.017190126962959767
,,,,,,41100,0.75,137,1.59,0,58928,-0.21955893999999998,,,,,,,,,,
41400,24641,0,-0.09024703764822334,1.3,0.88,41400,,,,,,,-0.1888534903526306,0.035111386,0.0470639131963253,0.2,0.0523295459151268,0.001,0.25255048274993896,685,0.14972708523273467,-0.009919325951486826
,,,,,,41400,0.83,138,1.47,0,59339,-0.1376448,,,,,,,,,,
41700,24827,0,-0.10952879948541522,1.3,0.88,41700,,,,,,,-0.2043210530281067,0.020739993,0.06406524032354355,0.2,0.06602272778749466,0.001,0.021707773208618164,690,0.16917196333408355,-0.010009166561067104
,,,,,,41700,0.76,139,1.63,0,59743,-0.23642712,,,,,,,,,,
42000,25010,0,-0.02836744316853583,1.16,0.96,42000,,,,,,,-0.19760586708784103,0.0104392385,0.021739795804023743,0.2,0.03982954561710358,0.001,0.17610222101211548,695,0.1832919681072235,-0.010571800828911364
,,,,,,42000,0.74,140,1.65,0,60146,-0.27607587,,,,,,,,,,
42300,25196,0,-0.09215055018663407,1.36,0.9,42300,,,,,,,-0.22035178005695344,0.016387034,0.0650445893406868,0.2,0.0679545459151268,0.001,0.2699544429779053,700,0.1533950474858284,-0.010805943073937669
,,,,,,42300,0.69,141,1.69,0,60565,-0.30424372,,,,,,,,,,
42600,25379,0,-0.04865419255569577,1.14,0.96,42600,,,,,,,-0.20904062151908875,0.02640007,0.062011659145355225,0.2,0.06181818217039108,0.001,0.2617858052253723,705,0.16546087801456452,-0.008526238402118906
,,,,,,42600,0.69,142,1.76,0,60977,-0.2542489,,,,,,,,,,
42900,25553,0,-0.11248286739457398,1.32,0.88,42900,,,,,,,-0.3293706673383713,0.037605684,0.02251085266470909,0.2,0.10636363655328751,0.001,0.22600698471069336,710,0.14623540341854097,-0.018196977572515607
,,,,,,42900,0.71,143,1.76,0,61408,-0.24086826999999997,,,,,,,,,,
43200,25730,0,-0.09244082797318696,1.32,0.9,43200,,,,,,,-0.3707630455493927,0.03380514,0.03606033697724342,0.2,0.09681818187236786,0.001,0.1817173957824707,715,0.16296446442604065,-0.019253550041466953
,,,,,,43200,0.76,144,1.62,0,61829,-0.25460352,,,,,,,,,,
43500,25918,0,-0.1191761366603896,1.32,0.88,43500,,,,,,,-0.3109761160612106,0.033851333,0.03924047201871872,0.2,0.09062500029802323,0.001,0.1623818278312683,720,0.1738492241501808,-0.020657687904313205
,,,,,,43500,0.74,145,1.66,0,62257,-0.19372721999999995,,,,,,,,,,
43800,26100,0,-0.048606951031833885,1.14,0.96,43800,,,,,,,-0.28458026885986326,0.023726204,0.055327408015728,0.2,0.07511363685131073,0.001,0.12300431728363037,725,0.1566462317109108,-0.014579769559204578
,,,,,,43800,0.74,146,1.65,0,62749,-0.19864019000000002,,,,,,,,,,
44100,26297,0,-0.028213827298022808,1.14,0.98,44100,,,,,,,-0.1740105414390564,0.021774787,0.06431911885738373,0.2,0.07625000029802323,0.001,0.09431791305541992,730,0.1758162671327591,-0.010520932767540216
,,,,,,44100,0.8,147,1.55,0,63162,-0.20376255000000004,,,,,,,,,,
44400,26470,0,-0.007310001817531883,1.06,1.0,44400,,,,,,,-0.2578671845793724,0.03150972,0.03122110478579998,0.2,0.08352272778749466,0.001,0.1820271611213684,735,0.1627368661761284,-0.015168206654489041
,,,,,,44400,0.75,148,1.62,0,63566,-0.22122410000000003,,,,,,,,,,
44700,26658,0,-0.08860938902944326,1.2,0.9,44700,,,,,,,-0.30895268857479097,0.027578909,0.03837870806455612,0.2,0.09982954561710358,0.001,0.19168752431869507,740,0.17049696564674377,-0.01819280382245779
,,,,,,44700,0.74,149,1.61,0,63982,-0.23952861000000003,,,,,,,,,,
45000,26844,0,-0.06990219075232744,1.24,0.92,45000,,,,,,,-0.3224705106019974,0.09535419,0.020741265267133713,0.2,0.11477272778749466,0.001,0.25586313009262085,745,0.1633521592617035,-0.017174767218530177
,,,,,,45000,0.75,150,1.61,0,64398,-0.25184161,,,,,,,,,,
45300,27026,0,-0.029208116205409168,1.1,0.96,45300,,,,,,,-0.3725490802526474,0.06507947,0.024665895849466324,0.2,0.13551136404275893,0.001,0.1861996054649353,750,0.17381077945232393,-0.0227619063295424
,,,,,,45300,0.74,151,1.66,0,64836,-0.24150015999999996,,,,,,,,,,
45600,27207,0,-0.051183188329450784,1.18,0.92,45600,,,,,,,-0.24292103230953216,0.03889512,0.03970931097865105,0.2,0.08403409123420716,0.001,0.18721967935562134,755,0.17321575164794922,-0.013530692420899867
,,,,,,45600,0.74,152,1.65,0,65246,-0.25165891000000007,,,,,,,,,,
45900,27378,0,-0.11185333717614412,1.3,0.88,45900,,,,,,,-0.40711213946342467,0.052754186,0.029561135917901993,0.2,0.10323863655328751,0.001,0.1820717453956604,760,0.18223480820655824,-0.02324417032068595
,,,,,,45900,0.64,153,1.78,0,65678,-0.34127163000000005,,,,,,,,,,
46200,27566,0,-0.04824147908948362,1.18,0.92,46200,,,,,,,-0.2510293251276016,0.04678891,0.0702059343457222,0.2,0.09812500029802322,0.001,0.23275309801101685,765,0.1785791665315628,-0.013153836596757174
,,,,,,46200,0.8,154,1.53,0,66081,-0.18885793000000003,,,,,,,,,,
46500,27739,0,-0.07039236202836037,1.2,0.92,46500,,,,,,,-0.2593098187446594,0.041487344,0.06449972093105316,0.2,0.07784090965986251,0.001,0.18719255924224854,770,0.16895684570074082,-0.009586780928075314
,,,,,,46500,0.72,155,1.67,0,66492,-0.28780594000000004,,,,,,,,,,
46800,27919,0,-0.11319342752918601,1.32,0.84,46800,,,,,,,-0.12069734573364257,0.011657593,0.044615328311920166,0.2,0.03744318217039108,0.001,0.2662554383277893,775,0.16423125594854354,-0.008825994078069926
,,,,,,46800,0.73,156,1.65,0,66905,-0.20511212999999998,,,,,,,,,,
47100,28102,0,-0.08952271595131606,1.2,0.92,47100,,,,,,,-0.16260199695825578,0.03693812,0.03575935214757919,0.2,0.05369318217039108,0.001,0.17403864860534668,780,0.17263882339000702,-0.009001213312149047
,,,,,,47100,0.71,157,1.65,0,67335,-0.30422241,,,,,,,,,,
47400,28286,0,-0.06876656714361161,1.2,0.92,47400,,,,,,,-0.2102847483754158,0.03701227,0.046378932893276215,0.2,0.08977272778749466,0.001,0.2430020570755005,785,0.1588207384943962,-0.013332870602607728
,,,,,,47400,0.76,158,1.6,0,67756,-0.24826403,,,,,,,,,,
47700,28463,0,-0.06903409613762052,1.22,0.92,47700,,,,,,,-0.10119467787444592,0.044457458,0.07981374859809875,0.2,0.04443181842565536,0.001,0.10243552923202515,790,0.17421768814325334,-0.0043258448131382465
,,,,,,47700,0.73,159,1.7,0,68182,-0.28258300000000003,,,,,,,,,,
48000,28648,0,-0.10967958279885352,1.28,0.9,48000,,,,,,,-0.0958319452404976,0.01068967,0.08001648634672165,0.2,0.029545454680919646,0.001,0.11449819803237915,795,0.1826397716999054,-0.004001371948979795
,,,,,,48000,0.79,160,1.54,0,68615,-0.19501597999999998,,,,,,,,,,
48300,28844,0,-0.04880116545595228,1.12,0.94,48300,,,,,,,-0.10580168046057224,0.0089713335,0.08755135536193848,0.2,0.02863636374473572,0.001,0.19683140516281128,800,0.16944221913814544,-0.0057824536744738
,,,,,,48300,0.74,161,1.66,0,69046,-0.25552322,,,,,,,,,,
48600,29032,0,-0.04887462249957025,1.18,0.92,48600,,,,,,,-0.0792056929320097,0.0064212717,0.05833327770233154,0.2,0.03500000029802322,0.001,0.2221887707710266,805,0.15944282829761505,-0.004001332633197308
,,,,,,48600,0.74,162,1.65,0,69474,-0.21160529000000003,,,,,,,,,,
48900,29231,0,-0.04895579034462571,1.18,0.96,48900,,,,,,,-0.14056406795978546,0.008485357,0.07744482159614563,0.2,0.028522727489471437,0.001,0.1948530673980713,810,0.16450810223817824,-0.004443675610236824
,,,,,,48900,0.81,163,1.51,0,69916,-0.19666234,,,,,,,,,,
49200,29420,0,-0.02797648868523538,1.16,0.94,49200,,,,,,,-0.1136848047375679,0.010314828,0.08457236737012863,0.2,0.031647727489471436,0.001,0.1677742600440979,815,0.15958595842123033,-0.004842533729970455
,,,,,,49200,0.74,164,1.62,0,70327,-0.17759889000000004,,,,,,,,,,
49500,29612,0,-0.027905858280137183,1.08,0.98,49500,,,,,,,-0.09032713055610657,0.0073870854,0.054926417768001556,0.2,0.02460227280855179,0.001,0.08192837238311768,820,0.15023216754198074,-0.00299037323333323
,,,,,,49500,0.79,165,1.55,0,70761,-0.19544215999999998,,,,,,,,,,
49800,29799,0,-0.06976214386988432,1.26,0.92,49800,,,,,,,-0.12018000572919846,0.032388564,0.06572970002889633,0.2,0.030738636553287506,0.001,0.1511392593383789,825,0.16281261116266252,-0.005042239690665156
,,,,,,49800,0.73,166,1.62,0,71320,-0.29558508000000006,,,,,,,,,,
50100,29977,0,-0.23854088311083615,1.56,0.76,50100,,,,,,,-0.15626128226518632,0.017591363,0.07025299221277237,0.2,0.05272727310657501,0.001,0.19539940357208252,830,0.17691307216882707,-0.007991635580547154
,,,,,,50100,0.7,167,1.67,0,71789,-0.27824625000000003,,,,,,,,,,
50400,30164,0,-0.1722799328295514,1.5,0.78,50400,,,,,,,-0.1055261342227459,0.02408958,0.031403884291648865,0.2,0.048352273106575014,0.001,0.31789010763168335,835,0.1494010865688324,-0.0055271635111421346
,,,,,,50400,0.74,168,1.57,0,72242,-0.24541677000000003,,,,,,,,,,
50700,30356,0,-0.06801813907921314,1.18,0.92,50700,,,,,,,-0.10705677419900894,0.014716357,0.053490422666072845,0.2,0.04562500029802322,0.001,0.26796120405197144,840,0.15031106352806092,-0.009000430116429925
,,,,,,50700,0.72,169,1.62,0,72657,-0.28730669,,,,,,,,,,
51000,30549,0,-0.0914152863714844,1.26,0.88,51000,,,,,,,-0.09472619831562042,0.012961808,0.06040722131729126,0.2,0.026988636553287506,0.001,0.24317139387130737,845,0.1513971707224846,-0.007896619010716676
,,,,,,51000,0.77,170,1.54,0,73080,-0.22840020000000003,,,,,,,,,,
51300,30744,0,-0.008272755891084671,1.14,0.96,51300,,,,,,,-0.2036982735991478,0.014041287,0.023363307118415833,0.2,0.05988636404275894,0.001,0.17225134372711182,850,0.16878642171621322,-0.010760852415114642
,,,,,,51300,0.79,171,1.55,0,73505,-0.19035639,,,,,,,,,,
51600,30929,0,-0.04874055770225823,1.22,0.94,51600,,,,,,,-0.13520841926336288,0.006239108,0.052153728902339935,0.2,0.037954545617103576,0.001,0.2404787540435791,855,0.14196801751852037,-0.009415957694873214
,,,,,,51600,0.71,172,1.68,0,73940,-0.25982851,,,,,,,,,,
51900,31115,0,-0.11004403642844408,1.3,0.86,51900,,,,,,,-0.09011316388845443,0.037002828,0.07073665410280228,0.2,0.03630681842565536,0.001,0.14538955688476562,860,0.18112699329853058,-0.006185083880409365
,,,,,,51900,0.75,173,1.59,0,74382,-0.23080687000000005,,,,,,,,,,
52200,31293,0,-0.010075224218890072,1.16,0.96,52200,,,,,,,-0.16698911875486375,0.014312593,0.036003414541482925,0.2,0.05312500029802322,0.001,0.20174503326416016,865,0.14790494978427887,-0.012501723542809486
,,,,,,52200,0.73,174,1.67,0,74831,-0.24276820000000005,,,,,,,,,,
52500,31475,0,-0.08964427675120533,1.26,0.9,52500,,,,,,,-0.15761285424232482,0.022026692,0.04379291087388992,0.2,0.04437500029802322,0.001,0.12413597106933594,870,0.1728351566195488,-0.011051552209537477
,,,,,,52500,0.76,175,1.57,0,75272,-0.21598470000000003,,,,,,,,,,
52800,31662,0,-0.11102537446189671,1.3,0.88,52800,,,,,,,-0.15971685111522674,0.027986083,0.07397723197937012,0.2,0.057045454978942874,0.001,0.2355034351348877,875,0.15692687273025513,-0.012633511144667865
,,,,,,52800,0.74,176,1.6,0,75704,-0.22002378,,,,,,,,,,
53100,31853,0,-0.11549298290163279,1.34,0.88,53100,,,,,,,-0.21200372099876405,0.03835017,0.02081642672419548,0.2,0.08034090965986251,0.001,0.22610360383987427,880,0.14752829432487488,-0.016290517244488
,,,,,,53100,0.79,177,1.51,0,76131,-0.18548953999999998,,,,,,,,,,
53400,32032,0,-0.05247453833464533,1.2,0.94,53400,,,,,,,-0.3016561526060104,0.021665221,0.017173592001199722,0.2,0.07948863685131073,0.001,0.09336256980895996,885,0.16019915014505387,-0.01826760310563259
,,,,,,53400,0.73,178,1.66,0,76553,-0.24497584999999997,,,,,,,,,,
53700,32208,0,-0.12985501560382545,1.26,0.88,53700,,,,,,,-0.2896219336986542,0.026596159,0.03294851630926132,0.2,0.08176136404275894,0.001,0.11408430337905884,890,0.1652846348285675,-0.013531286978395656
,,,,,,53700,0.73,179,1.67,0,76985,-0.24172007,,,,,,,,,,
54000,32397,0,-0.06847646284848452,1.16,0.92,54000,,,,,,,-0.17092206776142121,0.014842217,0.057429734617471695,0.2,0.06676136404275894,0.001,0.0770559310913086,895,0.18711564898490907,-0.007694651465862989
,,,,,,54000,0.78,180,1.58,0,77436,-0.22847109,,,,,,,,,,
54300,32580,0,-0.17357637143693863,1.4,0.8,54300,,,,,,,-0.19277790576219558,0.011623591,0.09047636389732361,0.2,0.042159091234207156,0.001,0.10485506057739258,900,0.18029508858919144,-0.009778165260795503
,,,,,,54300,0.73,181,1.64,0,77870,-0.25327963,,,,,,,,,,
54600,32770,0,-0.15346794681623577,1.32,0.86,54600,,,,,,,-0.2417287439107895,0.01700505,0.0524352490901947,0.2,0.06312500029802322,0.001,0.13823366165161133,905,0.18248258650302887,-0.011188350254669785
,,,,,,54600,0.74,182,1.65,0,78301,-0.26063632999999997,,,,,,,,,,
54900,32959,0,-0.09086695123463868,1.22,0.9,54900,,,,,,,-0.2602031892538071,0.017475475,0.04547593742609024,0.2,0.07250000029802323,0.001,0.2611998915672302,910,0.15390985161066056,-0.011835740637034178
,,,,,,54900,0.76,183,1.59,0,78726,-0.22037885999999995,,,,,,,,,,
55200,33153,0,-0.11003763603977859,1.26,0.88,55200,,,,,,,-0.26601729810237884,0.014863871,0.01592574268579483,0.2,0.116875,0.001,0.29112404584884644,915,0.13455047875642775,-0.01957741560181603
,,,,,,55200,0.79,184,1.54,0,79176,-0.21359016999999997,,,,,,,,,,
55500,33336,0,-0.10976767845451832,1.28,0.88,55500,,,,,,,-0.20324605822563171,0.02297847,0.0341598279774189,0.2,0.060681818425655364,0.001,0.15256118774414062,920,0.1413308325409889,-0.008473337385803461
,,,,,,55500,0.73,185,1.66,0,79602,-0.24853359000000005,,,,,,,,,,
55800,33529,0,-0.07172153254505247,1.14,0.94,55800,,,,,,,-0.18769409149885177,0.0066746227,0.038558751344680786,0.2,0.031079545617103577,0.001,-0.10284137725830078,925,0.20404261082410813,-0.009892945019237232
,,,,,,55800,0.79,186,1.56,0,80022,-0.20714644,,,,,,,,,,
56100,33703,0,-0.11385781354270876,1.38,0.84,56100,,,,,,,-0.17859799414873123,0.008925463,0.027151908725500107,0.2,0.04772727310657501,0.001,0.12797760963439941,930,0.1498439759016037,-0.007868313528597355
,,,,,,56100,0.73,187,1.69,0,80485,-0.24742255,,,,,,,,,,
56400,33885,0,-0.1133156525855884,1.34,0.86,56400,,,,,,,-0.18394307076931,0.012532255,0.050373464822769165,0.2,0.05181818217039108,0.001,0.22230899333953857,935,0.16089075416326523,-0.011214347244240343
,,,,,,56400,0.7,188,1.73,0,80943,-0.27377500999999993,,,,,,,,,,
56700,34063,0,-0.08899769865907729,1.22,0.92,56700,,,,,,,-0.06725780092179776,0.02102885,0.07004386931657791,0.2,0.05079545497894287,0.001,0.06993365287780762,940,0.18655377745628357,-0.0052440516989736355
,,,,,,56700,0.73,189,1.67,0,81376,-0.25430714000000004,,,,,,,,,,
57000,34249,0,-0.02919791203457862,1.2,0.94,57000,,,,,,,-0.08530484795570374,0.0027401606,0.0428122915327549,0.2,0.013011363744735717,0.001,0.12802475690841675,945,0.16332113981246948,-0.003023171181848738
,,,,,,57000,0.72,190,1.63,0,81809,-0.27056783,,,,,,,,,,
57300,34442,0,-0.07058909023180604,1.2,0.94,57300,,,,,,,-0.0678899997472763,0.0074286824,0.04871135577559471,0.2,0.026988636553287506,0.001,0.1789926290512085,950,0.15965180933475495,-0.00402009925339371
,,,,,,57300,0.73,191,1.61,0,82231,-0.28269891999999996,,,,,,,,,,
57600,34628,0,-0.06881022680550813,1.22,0.94,57600,,,,,,,-0.1023117171227932,0.0056585507,0.04072157293558121,0.2,0.027045454680919647,0.001,0.16476809978485107,955,0.1660427185893059,-0.007780856390309054
,,,,,,57600,0.76,192,1.57,0,82666,-0.18048361999999998,,,,,,,,,,
57900,34813,0,-0.13448829245753585,1.36,0.86,57900,,,,,,,-0.08539994359016419,0.01663665,0.07758896797895432,0.2,0.023011363744735717,0.001,0.1209375262260437,960,0.16964261829853058,-0.004901213974226266
,,,,,,57900,0.78,193,1.5,0,83104,-0.1668222,,,,,,,,,,
58200,34991,0,-0.06878113897517324,1.22,0.92,58200,,,,,,,-0.1673209610581398,0.06491967,0.027271440252661705,0.2,0.0729545459151268,0.001,0.2823523283004761,965,0.1506223824620247,-0.008663353848896804
,,,,,,58200,0.74,194,1.68,0,83553,-0.27998168,,,,,,,,,,
58500,35177,0,-0.1123777777981013,1.24,0.88,58500,,,,,,,-0.23154012620449066,0.020126041,0.05215530842542648,0.2,0.07829545497894287,0.001,0.20035552978515625,970,0.18438165068626403,-0.015669606938026846
,,,,,,58500,0.72,195,1.65,0,83974,-0.24191647999999996,,,,,,,,,,
58800,35370,0,-0.04805496099870652,1.14,0.96,58800,,,,,,,-0.22879380583763123,0.012906271,0.05193999782204628,0.2,0.06431818217039108,0.001,0.1810184121131897,975,0.16851931899785996,-0.015901501700282098
,,,,,,58800,0.8,196,1.58,0,84393,-0.13406866,,,,,,,,,,
59100,35552,0,-0.09044344961643219,1.26,0.88,59100,,,,,,,-0.2419822633266449,0.029234732,0.02294006571173668,0.2,0.047500000298023225,0.001,0.019734084606170654,980,0.149158251285553,-0.011577373597538099
,,,,,,59100,0.77,197,1.64,0,84831,-0.22517878000000002,,,,,,,,,,
59400,35730,0,-0.05184805410448462,1.28,0.9,59400,,,,,,,-0.32654635190963743,0.008125801,0.03436453267931938,0.2,0.04676136404275894,0.001,0.18120604753494263,985,0.16876801133155822,-0.010479016928002238
,,,,,,59400,0.66,198,1.82,0,85259,-0.33986452,,,,,,,,,,
59700,35900,0,-0.1308287728577852,1.38,0.86,59700,,,,,,,-0.43060691356658937,0.026940048,0.029205311089754105,0.2,0.07829545497894287,0.001,0.2576519250869751,990,0.16837809920310975,-0.01719249127432704
