env/current_idx,env/n_steps,env/completion_counter,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,time/fps,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/learning_rate,train/clip_fraction,train/n_updates,train/entropy_loss,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/loss
30754,51000,0,51000,1.44,-0.19697908645495774,0.8,,,,,,,0.001,0.02903409123420715,845,-0.09927241161465644,0.1650956416130066,0.2,0.002342524,-0.0042706668516621,0.19827914237976074,0.05610321834683418
,,,51000,,,,0,-0.21705711,0.76,1.53,75302,170,,,,,,,,,,
30934,51300,0,51300,1.1,-0.0076507654553279285,1.0,,,,,,,0.001,0.01056818187236786,850,-0.1046451297402382,0.15991860061883925,0.2,0.0016226122,-0.003820689998101443,0.16818076372146606,0.061880551278591156
,,,51300,,,,0,-0.23918915,0.75,1.59,75769,171,,,,,,,,,,
31124,51600,0,51600,1.26,-0.09015148676000535,0.9,,,,,,,0.001,0.026420454680919647,855,-0.043560482077300546,0.17132461488246917,0.2,0.023343368,-0.005325058400630951,0.1479625701904297,0.07427478581666946
,,,51600,,,,0,-0.19070367000000002,0.76,1.55,76208,172,,,,,,,,,,
31318,51900,0,51900,1.38,-0.1935672074696049,0.82,,,,,,,0.001,0.000625,860,-0.022387875579297542,0.15979866981506347,0.2,9.689863e-05,-0.0003790444220840072,0.17456114292144775,0.07376091182231903
,,,51900,,,,0,-0.21869271999999998,0.79,1.55,76643,173,,,,,,,,,,
31518,52200,0,52200,1.08,-0.027316082092002033,0.96,,,,,,,0.001,0.00375,865,-0.03506977029144764,0.1490902265906334,0.2,0.021870721,-0.0019547197880456224,0.27365732192993164,0.035104285925626755
,,,52200,,,,0,-0.18345781000000003,0.77,1.56,77089,174,,,,,,,,,,
31704,52500,0,52500,1.32,-0.11375849789939821,0.86,,,,,,,0.001,0.022954545617103576,870,-0.05698549039661884,0.1526048120856285,0.2,0.0073356605,-0.002436335477977991,0.15973180532455444,0.07680478692054749
,,,52500,,,,0,-0.24694463000000003,0.7,1.69,77531,175,,,,,,,,,,
31895,52800,0,52800,1.1,-0.029012678493745624,0.96,,,,,,,0.001,0.021761363744735716,875,-0.05554803408682346,0.16092022389173508,0.2,0.008140267,-0.002639353523409227,0.20444589853286743,0.04861857742071152
,,,52800,,,,0,-0.23770625000000004,0.75,1.6,77972,176,,,,,,,,,,
32093,53100,0,53100,1.44,-0.13369595762807876,0.8,,,,,,,0.001,0.03380681842565537,880,-0.10345339208841324,0.16958534628152847,0.2,0.007600262,-0.008004583548754454,0.20765000581741333,0.0740426778793335
,,,53100,,,,0,-0.22164977000000005,0.79,1.55,78439,177,,,,,,,,,,
32272,53400,0,53400,1.28,-0.10969385805074125,0.88,,,,,,,0.001,0.031136363744735718,885,-0.11170529574155807,0.1596549227833748,0.2,0.039338145,-0.006768047400983051,0.16895180940628052,0.048526205122470856
,,,53400,,,,0,-0.2596037,0.76,1.6,78873,178,,,,,,,,,,
32459,53700,0,53700,1.34,-0.13011595609597862,0.86,,,,,,,0.001,0.07028409153223038,890,-0.11799996554851531,0.15126238018274307,0.2,0.043204986,-0.008163261138834059,0.3115540146827698,0.039168715476989746
,,,53700,,,,0,-0.19032822,0.77,1.56,79318,179,,,,,,,,,,
32641,54000,0,54000,1.16,-0.00809409466572106,0.94,,,,,,,0.001,0.055852273106575014,895,-0.13754548355937005,0.1573205518722534,0.2,0.056330502,-0.0108980920817703,0.2508905529975891,0.032363682985305786
,,,54000,,,,0,-0.22269416,0.74,1.6,79766,180,,,,,,,,,,
32816,54300,0,54300,1.2,-0.06882177780382336,0.92,,,,,,,0.001,0.057443182170391086,900,-0.1682959347963333,0.17376551121473313,0.2,0.020069297,-0.00967273467220366,0.21650075912475586,0.03953131288290024
,,,54300,,,,0,-0.25029395000000004,0.71,1.64,80238,181,,,,,,,,,,
33005,54600,0,54600,1.18,-0.049085009316913786,0.94,,,,,,,0.001,0.10642045468091965,905,-0.1698892867565155,0.17442266821861266,0.2,0.03845617,-0.009891293718101223,0.1850857138633728,0.08996739983558655
,,,54600,,,,0,-0.22644832,0.76,1.61,80665,182,,,,,,,,,,
33185,54900,0,54900,1.38,-0.1535226443875581,0.84,,,,,,,0.001,0.029943181872367858,910,-0.09019404508173466,0.1774366608262062,0.2,0.006403318,-0.007731960155069828,0.07470214366912842,0.048141155391931534
,,,54900,,,,0,-0.30218671999999996,0.67,1.71,81128,183,,,,,,,,,,
33389,55200,0,55200,1.26,-0.07197263666428626,0.9,,,,,,,0.001,0.07539772748947143,915,-0.15923597291111946,0.16342144340276718,0.2,0.016739467,-0.008454038510099054,0.19320452213287354,0.03645041584968567
,,,55200,,,,0,-0.19671076000000004,0.8,1.46,81599,184,,,,,,,,,,
33572,55500,0,55500,1.26,-0.07340866986662149,0.9,,,,,,,0.001,0.0617045459151268,920,-0.17440378308296203,0.1581686395406723,0.2,0.010553956,-0.013254048842936754,0.21257507801055908,0.04822653532028198
,,,55500,,,,0,-0.23681133,0.76,1.62,82039,185,,,,,,,,,,
33768,55800,0,55800,1.24,-0.0692454849043861,0.92,,,,,,,0.001,0.03596590936183929,925,-0.1727359735965729,0.17457107633352278,0.2,0.009732429,-0.01009410884231329,0.10106474161148071,0.034212060272693634
,,,55800,,,,0,-0.22763525,0.8,1.44,82472,186,,,,,,,,,,
33953,56100,0,56100,1.12,-0.047814883897081016,0.96,,,,,,,0.001,0.030681818425655365,930,-0.1149206879734993,0.1579891648888588,0.2,0.01116271,-0.007904300724621862,0.297188937664032,0.061414264142513275
,,,56100,,,,0,-0.25971736,0.72,1.64,82891,187,,,,,,,,,,
34139,56400,0,56400,1.3,-0.13057935593649744,0.86,,,,,,,0.001,0.03625000029802322,935,-0.1534320029616356,0.1679999992251396,0.2,0.055992015,-0.008714636955410242,0.23042011260986328,0.04046536609530449
,,,56400,,,,0,-0.25737559,0.71,1.66,83338,188,,,,,,,,,,
34326,56700,0,56700,1.32,-0.1118070447491482,0.88,,,,,,,0.001,0.05181818217039108,940,-0.1837422579526901,0.15978423327207567,0.2,0.017067486,-0.014990887865424156,0.256355881690979,0.042612023651599884
,,,56700,,,,0,-0.24341638,0.74,1.57,83789,189,,,,,,,,,,
34517,57000,0,57000,1.28,-0.05201584085356444,0.9,,,,,,,0.001,0.04017045468091965,945,-0.1505298012495041,0.17803982138633728,0.2,0.009055455,-0.012514228173531592,0.145524263381958,0.08229917287826538
,,,57000,,,,0,-0.23084198999999997,0.77,1.54,84216,190,,,,,,,,,,
34703,57300,0,57300,1.52,-0.17384173040278256,0.76,,,,,,,0.001,0.05636363655328751,950,-0.20035499960184097,0.15665558189153672,0.2,0.01144862,-0.016747796572744847,0.24534624814987183,-0.005381431430578232
,,,57300,,,,0,-0.26761588999999997,0.69,1.67,84664,191,,,,,,,,,,
34884,57600,0,57600,1.18,-0.0702948853559792,0.94,,,,,,,0.001,0.10136363685131072,955,-0.23244452774524688,0.1632085031270981,0.2,0.027773589,-0.022224349663592876,0.22085648775100708,0.020675327628850937
,,,57600,,,,0,-0.27935942999999996,0.69,1.66,85106,192,,,,,,,,,,
35074,57900,0,57900,1.32,-0.051010130494832995,0.88,,,,,,,0.001,0.09687500029802322,960,-0.24211435675621032,0.1884748876094818,0.2,0.025173808,-0.01611598754301667,0.14976227283477783,0.02976604551076889
,,,57900,,,,0,-0.19067092999999996,0.77,1.55,85545,193,,,,,,,,,,
35259,58200,0,58200,1.28,-0.13414181692991406,0.88,,,,,,,0.001,0.08022727310657501,965,-0.21213299810886382,0.16465769171714784,0.2,0.033733003,-0.014575530290603638,0.1857595443725586,0.036219578236341476
,,,58200,,,,0,-0.21415287,0.76,1.57,86000,194,,,,,,,,,,
35451,58500,0,58500,1.26,-0.0717442185105756,0.9,,,,,,,0.001,0.06738636374473572,970,-0.20496634274721146,0.1823142796754837,0.2,0.022317585,-0.01620657052844763,0.157942533493042,0.0401122123003006
,,,58500,,,,0,-0.24619233,0.75,1.63,86437,195,,,,,,,,,,
35635,58800,0,58800,1.16,-0.008118095281533897,0.96,,,,,,,0.001,0.048977273106575014,975,-0.1861036103963852,0.16278579831123352,0.2,0.020616686,-0.011375019280239939,0.21692997217178345,0.01817469671368599
,,,58800,,,,0,-0.19669879999999995,0.75,1.54,86871,196,,,,,,,,,,
35816,59100,0,59100,1.36,-0.09296817197930068,0.86,,,,,,,0.001,0.0667045459151268,980,-0.192221736907959,0.1769029402732849,0.2,0.021674804,-0.013266355290543288,0.19136762619018555,0.0535387247800827
,,,59100,,,,0,-0.32738179,0.67,1.73,87302,197,,,,,,,,,,
35995,59400,0,59400,1.28,-0.0727786905458197,0.9,,,,,,,0.001,0.11778409093618393,985,-0.30758560359478,0.18920078605413437,0.2,0.025447682,-0.01845640710555017,0.17682862281799316,0.058608636260032654
,,,59400,,,,0,-0.28549745,0.67,1.73,87736,198,,,,,,,,,,
36182,59700,0,59700,1.22,-0.0887386064324528,0.9,,,,,,,0.001,0.12000000059604644,990,-0.29817500412464143,0.16275261342525482,0.2,0.032270685,-0.017051901007071137,0.21801698207855225,0.05106598138809204
,,,59700,,,,0,-0.20946914999999997,0.76,1.53,88171,199,,,,,,,,,,
36365,60000,0,60000,1.3,-0.049727889308705926,0.92,,,,,,,0.001,0.09750000029802322,995,-0.33287044405937194,0.16834151059389113,0.2,0.033514045,-0.02208141876384616,0.24281102418899536,0.021685414016246796
,,,60000,,,,0,-0.27942018,0.72,1.65,88608,200,,,,,,,,,,
36547,60300,0,60300,1.36,-0.11202774187549949,0.84,,,,,,,0.001,0.10085227280855179,1000,-0.3748615372180939,0.16499208599328996,0.2,0.01581208,-0.025020670801750383,0.2811870574951172,0.008753355592489243
,,,60300,,,,0,-0.28895654,0.71,1.63,89075,201,,,,,,,,,,
36726,60600,0,60600,1.5,-0.1940439871326089,0.78,,,,,,,0.001,0.14977272748947143,1005,-0.35348878264427186,0.16294213384389877,0.2,0.021462053,-0.02866947591304779,0.2907591462135315,0.04649510607123375
,,,60600,,,,0,-0.27182694999999996,0.71,1.63,89563,202,,,,,,,,,,
36899,60900,0,60900,1.22,-0.06931296202354133,0.92,,,,,,,0.001,0.15863636404275894,1010,-0.3407444167137146,0.1778255495429039,0.2,0.038145185,-0.030618708059191705,0.2489754557609558,0.010176721960306168
,,,60900,,,,0,-0.3295986000000001,0.69,1.69,90025,203,,,,,,,,,,
37083,61200,0,61200,1.26,-0.0901619258755818,0.9,,,,,,,0.001,0.16954545497894288,1015,-0.3612268030643463,0.1840164265036583,0.2,0.053100348,-0.031482417061924936,0.18650013208389282,0.026648975908756256
,,,61200,,,,0,-0.24332913000000006,0.75,1.57,90517,204,,,,,,,,,,
37264,61500,0,61500,1.18,-0.04912271935958415,0.92,,,,,,,0.001,0.11471590995788575,1020,-0.30682299613952635,0.16864117324352265,0.2,0.023733694,-0.025054639223963022,0.23283791542053223,0.041264608502388
,,,61500,,,,0,-0.22299021,0.73,1.63,90974,205,,,,,,,,,,
37448,61800,0,61800,1.16,-0.06831808544695378,0.94,,,,,,,0.001,0.12011363685131073,1025,-0.3682562017440796,0.1547955822944641,0.2,0.017366124,-0.02024330496788025,0.27234315872192383,0.018390517681837082
,,,61800,,,,0,-0.25875463,0.74,1.64,91450,206,,,,,,,,,,
37632,62100,0,62100,1.24,-0.08941044718958438,0.9,,,,,,,0.001,0.10551136434078216,1030,-0.323556467294693,0.1693553525209427,0.2,0.018726222,-0.021291039995849134,0.19768959283828735,0.027360692620277405
,,,62100,,,,0,-0.24391694,0.71,1.7,91905,207,,,,,,,,,,
37822,62400,0,62400,1.32,-0.11087934541981667,0.88,,,,,,,0.001,0.08880681872367858,1035,-0.2616418880224228,0.1648738554120064,0.2,0.036302287,-0.012689065467566252,0.179490864276886,0.06192108243703842
,,,62400,,,,0,-0.17468042,0.81,1.49,92365,208,,,,,,,,,,
38009,62700,0,62700,1.24,-0.1088576405774802,0.9,,,,,,,0.001,0.08988636434078216,1040,-0.20027690201997758,0.15635856807231904,0.2,0.013208201,-0.011744652688503266,0.22128421068191528,0.024168457835912704
,,,62700,,,,0,-0.24006638999999996,0.76,1.57,92807,209,,,,,,,,,,
38193,63000,0,63000,1.18,-0.028767105001024904,0.94,,,,,,,0.001,0.06687500029802322,1045,-0.1724818930029869,0.15719861209392547,0.2,0.02631021,-0.007929902290925384,0.3195963501930237,0.05628010630607605
,,,63000,,,,0,-0.29453116000000007,0.69,1.66,93263,210,,,,,,,,,,
38381,63300,0,63300,1.24,-0.10881182669196278,0.9,,,,,,,0.001,0.040056818425655366,1050,-0.14763665765523912,0.17059159994125367,0.2,0.018456873,-0.009934734380804002,0.2721761465072632,0.05072399973869324
,,,63300,,,,0,-0.20826852999999995,0.75,1.57,93729,211,,,,,,,,,,
38554,63600,0,63600,1.28,-0.07410334530286491,0.92,,,,,,,0.001,0.0973295459151268,1055,-0.22780876398086547,0.17229523599147797,0.2,0.019962758,-0.015294591411948204,0.2200002670288086,0.05622105300426483
,,,63600,,,,0,-0.38705003000000004,0.59,1.86,94517,212,,,,,,,,,,
38739,63900,0,63900,1.22,-0.0298191897617653,0.92,,,,,,,0.001,0.0598295459151268,1060,-0.2193846333026886,0.1881425178050995,0.2,0.011597463,-0.00823636744171381,0.22046631574630737,0.07538580894470215
,,,63900,,,,0,-0.25308293000000004,0.73,1.66,94969,213,,,,,,,,,,
38937,64200,0,64200,1.16,-0.04978756096214056,0.94,,,,,,,0.001,0.04380681842565536,1065,-0.24597497820854186,0.17722542226314544,0.2,0.015532459,-0.008810327406972646,0.24095886945724487,0.06895703077316284
,,,64200,,,,0,-0.24628557,0.75,1.54,95434,214,,,,,,,,,,
39127,64500,0,64500,1.1,-0.008162033380940556,0.96,,,,,,,0.001,0.07511363685131073,1070,-0.24229024350643158,0.15930643558502197,0.2,0.009890251,-0.010185588970780373,0.26502859592437744,0.04498929902911186
,,,64500,,,,0,-0.23823133999999999,0.73,1.6,95925,215,,,,,,,,,,
39319,64800,0,64800,1.1,-0.047872853875160215,0.96,,,,,,,0.001,0.08062500029802322,1075,-0.24967659533023834,0.17863421738147736,0.2,0.025374454,-0.013588451072573662,0.22101670503616333,0.054297126829624176
,,,64800,,,,0,-0.21372624000000007,0.75,1.55,96389,216,,,,,,,,,,
39521,65100,0,65100,1.32,-0.11526877789758146,0.88,,,,,,,0.001,0.07136363655328751,1080,-0.24150808334350585,0.1594618347287178,0.2,0.023899358,-0.018048935942351817,0.27776670455932617,0.024678286164999008
,,,65100,,,,0,-0.14417280999999998,0.81,1.49,96873,217,,,,,,,,,,
39713,65400,0,65400,1.16,-0.09270485643763095,0.92,,,,,,,0.001,0.10664772778749466,1085,-0.2551082015037537,0.13303612679243088,0.2,0.028156456,-0.028469627499580385,0.2141537070274353,-0.0031742528080940247
,,,65400,,,,0,-0.22192209,0.79,1.5,97339,218,,,,,,,,,,
39895,65700,0,65700,1.24,-0.11016143416054547,0.88,,,,,,,0.001,0.06056818217039108,1090,-0.20472686648368835,0.16800289303064347,0.2,0.021418598,-0.017561197073664516,0.2259678840637207,0.04587458074092865
,,,65700,,,,0,-0.23439155000000003,0.72,1.65,97788,219,,,,,,,,,,
40068,66000,0,66000,1.18,-0.04827700366266072,0.92,,,,,,,0.001,0.08647727340459824,1095,-0.23988428294658662,0.14519510865211488,0.2,0.02782624,-0.01348643608391285,0.26072752475738525,0.037368353456258774
,,,66000,,,,0,-0.33940646999999996,0.65,1.8,98257,220,,,,,,,,,,
40251,66300,0,66300,1.3,-0.04975585730280727,0.88,,,,,,,0.001,0.07352272748947143,1100,-0.26803980708122255,0.17679340839385987,0.2,0.033385444,-0.0115487912716344,0.22992700338363647,0.048757076263427734
,,,66300,,,,0,-0.20320312999999998,0.77,1.56,98728,221,,,,,,,,,,
