eval/mean_ep_length,eval/success_rate,env/current_idx,env/n_steps,eval/mean_reward,env/completion_counter,time/total_timesteps,time/time_elapsed,rollout/success_rate,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/clip_range,train/clip_fraction,train/loss,train/n_updates,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/explained_variance
,,,,,,2820,10869,0.76,94,-0.22691096000000002,0,1.56,,,,,,,,,,
1.24,0.9,1774,2850,-0.07158349988982081,0,2850,,,,,,,0.2,0.0,0.06178288161754608,470,-0.09167915433645249,0.13814326077699662,-2.5669734089461825e-07,1.1920929e-07,0.001,0.40504688024520874
,,,,,,2850,10987,0.76,95,-0.22730372,0,1.58,,,,,,,,,,
1.24,0.88,1795,2880,-0.0696963627357036,0,2880,,,,,,,0.2,0.0,0.05117449909448624,475,-0.10351356565952301,0.1201743870973587,-0.0036185664186875856,0.00024166903,0.001,0.2053157091140747
,,,,,,2880,11107,0.78,96,-0.20720752000000003,0,1.57,,,,,,,,,,
1.2,0.92,1815,2910,-0.0686885264609009,0,2910,,,,,,,0.2,0.006666667014360428,0.0747169554233551,480,-0.09171950370073319,0.17783290445804595,-0.0038392842064300936,0.0012623549,0.001,-0.07256889343261719
,,,,,,2910,11232,0.8,97,-0.18956487999999996,0,1.55,,,,,,,,,,
1.26,0.92,1832,2940,-0.09047769790515303,0,2940,,,,,,,0.2,0.0,0.06650593876838684,485,-0.08341721445322037,0.14208997488021852,-6.617108949669159e-07,3.5762787e-07,0.001,0.1916579008102417
,,,,,,2940,11354,0.8,98,-0.19645615999999996,0,1.55,,,,,,,,,,
1.14,0.94,1854,2970,-0.047687792875804005,0,2970,,,,,,,0.2,0.0,0.11623360216617584,490,-0.07809889167547227,0.2526138037443161,-2.6285648533352914e-07,1.1920929e-07,0.001,0.12184673547744751
,,,,,,2970,11461,0.83,99,-0.1513069,0,1.49,,,,,,,,,,
1.36,0.84,1871,3000,-0.13685882708057762,0,3000,,,,,,,0.2,0.0,0.06245368719100952,495,-0.07535259276628495,0.1383947268128395,4.847844383704114e-08,0.0,0.001,0.0377347469329834
,,,,,,3000,11590,0.83,100,-0.16539962999999996,0,1.51,,,,,,,,,,
1.44,0.8,1892,3030,-0.13307864166330546,0,3030,,,,,,,0.2,0.0,0.06403711438179016,500,-0.07367006987333298,0.13334319591522217,-1.2040138148705636e-07,0.0,0.001,0.361396849155426
,,,,,,3030,11726,0.81,101,-0.17864934,0,1.54,,,,,,,,,,
1.24,0.9,1910,3060,-0.11256993361283094,0,3060,,,,,,,0.2,0.0,0.06538025289773941,505,-0.07415825128555298,0.14078926146030427,-0.0002706225686415209,0.00013023218,0.001,0.33398956060409546
,,,,,,3060,11852,0.78,102,-0.19785710999999995,0,1.58,,,,,,,,,,
1.14,0.94,1931,3090,-0.06775386575609446,0,3090,,,,,,,0.2,0.0,0.08076900243759155,510,-0.07954986542463302,0.17213945388793944,1.1165936868451354e-07,2.9802322e-07,0.001,0.16728204488754272
,,,,,,3090,11968,0.81,103,-0.15840664000000002,0,1.5,,,,,,,,,,
1.34,0.86,1951,3120,-0.09173593270592391,0,3120,,,,,,,0.2,0.0,0.06774017214775085,515,-0.08427711874246598,0.15244848430156707,-1.4166037001217547e-07,1.1920929e-07,0.001,0.11031919717788696
,,,,,,3120,12076,0.78,104,-0.19928051,0,1.55,,,,,,,,,,
1.28,0.88,1970,3150,-0.13015493207145482,0,3150,,,,,,,0.2,0.0,0.054985035210847855,520,-0.0873809039592743,0.13180797100067138,1.434485133344765e-07,5.9604645e-08,0.001,0.371621310710907
,,,,,,3150,12193,0.77,105,-0.20423957999999995,0,1.52,,,,,,,,,,
1.18,0.96,1987,3180,-0.05242869822774082,0,3180,,,,,,,0.2,0.0,0.10625209659337997,525,-0.08913514316082001,0.23250651359558105,-3.027915937536818e-07,0.0,0.001,0.12159252166748047
,,,,,,3180,12295,0.76,106,-0.22809877000000003,0,1.54,,,,,,,,,,
1.2,0.94,2004,3210,-0.0503469329373911,0,3210,,,,,,,0.2,0.0,0.10999589413404465,530,-0.09020512402057648,0.2341144323348999,-5.547205574885083e-07,0.0,0.001,0.1068313717842102
,,,,,,3210,12402,0.73,107,-0.2741653500000001,0,1.59,,,,,,,,,,
1.18,0.94,2024,3240,-0.05084030904341489,0,3240,,,,,,,0.2,0.006666667014360428,0.10859385132789612,535,-0.08613196462392807,0.23980721533298494,-0.0024206568067892675,0.0013709824,0.001,0.07524967193603516
,,,,,,3240,12515,0.73,108,-0.26338468,0,1.61,,,,,,,,,,
1.28,0.88,2041,3270,-0.11010215192567557,0,3270,,,,,,,0.2,0.0,0.09319821745157242,540,-0.07107464969158173,0.21925075948238373,4.439353915586253e-06,1.2993812e-06,0.001,-0.2638814449310303
,,,,,,3270,12625,0.72,109,-0.26457784,0,1.67,,,,,,,,,,
1.26,0.9,2058,3300,-0.10988532651681453,0,3300,,,,,,,0.2,0.0,0.0845819041132927,545,-0.062267573177814485,0.17347242832183837,3.9736431389769676e-08,2.4636586e-07,0.001,0.004636645317077637
,,,,,,3300,12736,0.71,110,-0.28691608999999996,0,1.69,,,,,,,,,,
1.18,0.94,2077,3330,-0.06879158115014433,0,3330,,,,,,,0.2,0.0,0.1979491412639618,550,-0.05774942487478256,0.4399735927581787,-2.6782353756971133e-07,1.1920929e-07,0.001,0.060050010681152344
,,,,,,3330,12852,0.71,111,-0.28671114999999997,0,1.7,,,,,,,,,,
1.24,0.92,2098,3360,-0.05302727327682078,0,3360,,,,,,,0.2,0.0,0.09648333489894867,555,-0.05534610152244568,0.2045875906944275,-3.814697295823066e-08,0.0,0.001,0.13445031642913818
,,,,,,3360,12968,0.77,112,-0.21618332,0,1.57,,,,,,,,,,
1.3,0.86,2117,3390,-0.13312011542730035,0,3390,,,,,,,0.2,0.0,0.09653757512569427,560,-0.053872599452733996,0.19338147938251496,-1.7821788880212353e-07,0.0,0.001,0.1642802357673645
,,,,,,3390,13084,0.76,113,-0.23291662999999993,0,1.59,,,,,,,,,,
1.2,0.92,2135,3420,-0.08934851360041648,0,3420,,,,,,,0.2,0.0,0.10956329852342606,565,-0.053122150152921675,0.22276918590068817,-1.7484029779524235e-08,0.0,0.001,0.015559077262878418
,,,,,,3420,13202,0.76,114,-0.24289498,0,1.56,,,,,,,,,,
1.42,0.8,2156,3450,-0.17389299438335,0,3450,,,,,,,0.2,0.0,0.08489411324262619,570,-0.05260372906923294,0.1745515823364258,-4.072984065572882e-08,0.0,0.001,0.19490265846252441
,,,,,,3450,13322,0.79,115,-0.21018067,0,1.53,,,,,,,,,,
1.14,0.94,2174,3480,-0.048785715601406994,0,3480,,,,,,,0.2,0.0,0.0707712471485138,575,-0.052352437376976015,0.14845252335071563,-2.9802321499516894e-09,0.0,0.001,0.0626876950263977
,,,,,,3480,13428,0.78,116,-0.20560528,0,1.57,,,,,,,,,,
1.28,0.88,2189,3510,-0.07022792825475335,0,3510,,,,,,,0.2,0.0,0.08077827841043472,580,-0.05216100811958313,0.16480409801006318,-6.278355844102634e-08,0.0,0.001,-0.17966949939727783
,,,,,,3510,13540,0.76,117,-0.22859832999999996,0,1.61,,,,,,,,,,
1.28,0.88,2206,3540,-0.0723219685535878,0,3540,,,,,,,0.2,0.0,0.17636026442050934,585,-0.05203652158379555,0.38759815096855166,7.549922376171026e-09,0.0,0.001,0.0541919469833374
,,,,,,3540,13650,0.74,118,-0.21072055999999997,0,1.68,,,,,,,,,,
1.18,0.92,2228,3570,-0.0692409693589434,0,3570,,,,,,,0.2,0.0,0.059774719178676605,590,-0.05209900364279747,0.12090439647436142,-6.635983815783674e-08,0.0,0.001,-0.06229221820831299
,,,,,,3570,13767,0.76,119,-0.19481376999999994,0,1.65,,,,,,,,,,
1.22,0.92,2246,3600,-0.06943301165476441,0,3600,,,,,,,0.2,0.0,0.05895351618528366,595,-0.05198468640446663,0.12480108737945557,2.2053719295200835e-08,0.0,0.001,0.34567832946777344
,,,,,,3600,13882,0.76,120,-0.19943782,0,1.63,,,,,,,,,,
1.14,0.96,2264,3630,-0.047999162995256486,0,3630,,,,,,,0.2,0.0,0.1297132670879364,600,-0.052001789957284925,0.2823210895061493,-3.616015078478085e-08,0.0,0.001,0.12545400857925415
,,,,,,3630,13990,0.73,121,-0.24501011000000003,0,1.65,,,,,,,,,,
1.34,0.88,2283,3660,-0.11069601754657925,0,3660,,,,,,,0.2,0.0,0.09652834385633469,605,-0.05193045660853386,0.2069515109062195,-3.258387293314513e-08,0.0,0.001,0.1934976577758789
,,,,,,3660,14105,0.76,122,-0.22157258000000002,0,1.61,,,,,,,,,,
1.26,0.88,2307,3690,-0.13119109898339956,0,3690,,,,,,,0.2,0.0,0.11421006172895432,610,-0.051964211463928225,0.22779476046562194,4.7286353677122864e-08,0.0,0.001,0.16284048557281494
,,,,,,3690,14219,0.8,123,-0.21931889999999996,0,1.49,,,,,,,,,,
1.46,0.82,2327,3720,-0.17190959465224295,0,3720,,,,,,,0.2,0.0,0.07992806285619736,615,-0.05197370275855064,0.17751860320568086,2.70207720642901e-08,0.0,0.001,0.24467206001281738
,,,,,,3720,14337,0.79,124,-0.22547563999999998,0,1.49,,,,,,,,,,
1.22,0.92,2346,3750,-0.06935994744300843,0,3750,,,,,,,0.2,0.0,0.053744781762361526,620,-0.05200449600815773,0.11528384387493133,-7.867813316408956e-08,0.0,0.001,0.4423774480819702
,,,,,,3750,14447,0.79,125,-0.22001105,0,1.5,,,,,,,,,,
1.32,0.88,2368,3780,-0.13105130322277547,0,3780,,,,,,,0.2,0.006666667014360428,0.07230742275714874,625,-0.05409725531935692,0.17183682322502136,-0.0018601000654355105,0.0006541073,0.001,0.2282109260559082
,,,,,,3780,14564,0.82,126,-0.17728723999999996,0,1.44,,,,,,,,,,
1.12,0.96,2383,3810,-0.04748380854725838,0,3810,,,,,,,0.2,0.0,0.08481872826814651,630,-0.06373271569609643,0.1767718881368637,1.8944342947690984e-07,8.940697e-07,0.001,0.10440558195114136
,,,,,,3810,14670,0.79,127,-0.19309947000000005,0,1.48,,,,,,,,,,
1.18,0.92,2398,3840,-0.08903974190820009,0,3840,,,,,,,0.2,0.0,0.10528839379549026,635,-0.07182311117649079,0.22023229598999022,-1.881519963831124e-07,4.3511392e-07,0.001,0.19079679250717163
,,,,,,3840,14786,0.75,128,-0.22825215,0,1.59,,,,,,,,,,
1.22,0.94,2414,3870,-0.05043576841242611,0,3870,,,,,,,0.2,0.0,0.07385826855897903,640,-0.07733256965875626,0.16471997797489166,2.702077352978449e-08,1.7881393e-07,0.001,0.23539739847183228
,,,,,,3870,14894,0.72,129,-0.25969607,0,1.67,,,,,,,,,,
1.4,0.82,2429,3900,-0.15393116518855096,0,3900,,,,,,,0.2,0.0,0.1073155552148819,645,-0.0807979092001915,0.23634292781352997,-3.802776319616896e-07,5.9604645e-08,0.001,-0.10564231872558594
,,,,,,3900,15012,0.67,130,-0.3119641,0,1.78,,,,,,,,,,
1.12,0.96,2447,3930,-0.04896679491270334,0,3930,,,,,,,0.2,0.0,0.0968618243932724,650,-0.08294715732336044,0.2049056440591812,4.549821310817492e-08,0.0,0.001,0.03925067186355591
,,,,,,3930,15112,0.68,131,-0.28267737,0,1.77,,,,,,,,,,
1.16,0.94,2465,3960,-0.04830877259839326,0,3960,,,,,,,0.2,0.0,0.12212564051151276,655,-0.08418942242860794,0.2677029728889465,-1.5099844219435e-08,0.0,0.001,0.07446032762527466
,,,,,,3960,15216,0.65,132,-0.31737338000000004,0,1.86,,,,,,,,,,
1.26,0.9,2486,3990,-0.08930239652283489,0,3990,,,,,,,0.2,0.0,0.1093902587890625,660,-0.08518223464488983,0.23642211854457856,-1.2397765800642446e-07,0.0,0.001,-0.16463840007781982
,,,,,,3990,15332,0.7,133,-0.26950251,0,1.76,,,,,,,,,,
1.14,0.96,2502,4020,-0.04793804869987071,0,4020,,,,,,,0.2,0.0,0.07244394719600677,665,-0.08556832075119018,0.149592125415802,-4.0213265908306537e-07,0.0,0.001,0.05710071325302124
,,,,,,4020,15451,0.72,134,-0.23861527000000002,0,1.71,,,,,,,,,,
1.34,0.86,2520,4050,-0.12999001224990933,0,4050,,,,,,,0.2,0.0,0.09543784707784653,670,-0.08760659247636796,0.21292502284049988,-0.00065852482550941,0.00017119448,0.001,-0.04772484302520752
,,,,,,4050,15566,0.74,135,-0.21843995,0,1.67,,,,,,,,,,
1.14,0.96,2542,4080,-0.028338963915593922,0,4080,,,,,,,0.2,0.0,0.10243657976388931,675,-0.09896758645772934,0.23021742701530457,6.552537278992077e-07,2.026558e-06,0.001,0.12483161687850952
,,,,,,4080,15669,0.78,136,-0.19826867999999997,0,1.59,,,,,,,,,,
1.1,0.98,2563,4110,-0.00788061452563852,0,4110,,,,,,,0.2,0.0,0.1651925891637802,680,-0.10947845131158829,0.3112135887145996,-7.236003966681892e-07,9.536743e-07,0.001,-0.020885825157165527
,,,,,,4110,15775,0.8,137,-0.17582543,0,1.51,,,,,,,,,,
1.34,0.84,2583,4140,-0.15160951776895673,0,4140,,,,,,,0.2,0.0,0.09748333692550659,685,-0.11618600338697434,0.22908470034599304,1.7344951999120895e-07,4.172325e-07,0.001,0.16510391235351562
,,,,,,4140,15895,0.78,138,-0.17487961,0,1.56,,,,,,,,,,
1.3,0.88,2599,4170,-0.11342154731974005,0,4170,,,,,,,0.2,0.0,0.06256633251905441,690,-0.12174593955278397,0.1637223482131958,-0.000549973242450541,0.00015810331,0.001,0.11912810802459717
,,,,,,4170,16006,0.79,139,-0.20139814000000006,0,1.56,,,,,,,,,,
1.22,0.96,2618,4200,-0.05203239326365292,0,4200,,,,,,,0.2,0.0,0.189752995967865,695,-0.13638966977596284,0.3560527741909027,-0.0023777914264550225,0.00077259936,0.001,0.1590554118156433
,,,,,,4200,16118,0.8,140,-0.17839897000000005,0,1.53,,,,,,,,,,
1.28,0.88,2639,4230,-0.12932676041964442,0,4230,,,,,,,0.2,0.0,0.151719868183136,700,-0.15955435931682588,0.33911384344100953,-2.225637434349892e-06,7.1843465e-06,0.001,0.07791835069656372
,,,,,,4230,16231,0.79,141,-0.18668947999999996,0,1.53,,,,,,,,,,
1.2,0.94,2661,4260,-0.07097378889564425,0,4260,,,,,,,0.2,0.026666668057441712,0.07919436693191528,705,-0.15882834494113923,0.20926502645015715,-0.010965215830752583,0.0039828974,0.001,-0.045920491218566895
,,,,,,4260,16345,0.79,142,-0.16610382,0,1.53,,,,,,,,,,
1.34,0.86,2678,4290,-0.15057400038931518,0,4290,,,,,,,0.2,0.0,0.08422823250293732,710,-0.12048411518335342,0.1710008680820465,3.024339619983607e-06,1.0792414e-05,0.001,-0.02255880832672119
,,,,,,4290,16478,0.77,143,-0.20828841,0,1.55,,,,,,,,,,
1.1,0.98,2697,4320,-0.0073271946888417,0,4320,,,,,,,0.2,0.0,0.12210433185100555,715,-0.1004190519452095,0.2540352165699005,2.1735827218094528e-07,2.1457672e-06,0.001,0.11667221784591675
,,,,,,4320,16591,0.77,144,-0.20248533000000002,0,1.53,,,,,,,,,,
1.12,0.96,2713,4350,-0.028190084951929748,0,4350,,,,,,,0.2,0.0,0.09939645975828171,720,-0.09122620224952697,0.20244381129741668,-4.924933009498034e-06,5.9604645e-07,0.001,0.05416536331176758
,,,,,,4350,16699,0.77,145,-0.21448262000000004,0,1.56,,,,,,,,,,
1.24,0.9,2731,4380,-0.09063886236399413,0,4380,,,,,,,0.2,0.0,0.10513285547494888,725,-0.08527487814426422,0.21746493577957154,-2.4159749365537666e-07,1.1920929e-07,0.001,0.052833497524261475
,,,,,,4380,16817,0.75,146,-0.21528019,0,1.61,,,,,,,,,,
1.14,0.94,2748,4410,-0.0731761625688523,0,4410,,,,,,,0.2,0.0,0.08378901332616806,730,-0.08220284730196,0.17345642149448395,-3.302097312030128e-07,0.0,0.001,0.236316978931427
,,,,,,4410,16931,0.74,147,-0.22662274000000007,0,1.66,,,,,,,,,,
1.2,0.92,2771,4440,-0.09132948654703796,0,4440,,,,,,,0.2,0.0,0.08126269280910492,735,-0.08049662113189697,0.1687939792871475,-7.152557603973265e-08,0.0,0.001,-0.10398983955383301
,,,,,,4440,17036,0.75,148,-0.22822689999999995,0,1.62,,,,,,,,,,
1.1,0.96,2789,4470,-0.04944963270332664,0,4470,,,,,,,0.2,0.0,0.08545264601707458,740,-0.07945516705513,0.1801373690366745,-3.258387195614887e-08,0.0,0.001,0.30173492431640625
,,,,,,4470,17145,0.76,149,-0.21643907999999995,0,1.6,,,,,,,,,,
1.2,0.94,2805,4500,-0.07124007865786552,0,4500,,,,,,,0.2,0.0,0.0704120323061943,745,-0.07893533259630203,0.15630927979946135,-2.2212663930432086e-07,0.0,0.001,0.29467952251434326
,,,,,,4500,17258,0.75,150,-0.23621117999999997,0,1.64,,,,,,,,,,
1.06,0.98,2820,4530,-0.02739390346221626,0,4530,,,,,,,0.2,0.0,0.09998708963394165,750,-0.0784782737493515,0.20204891860485077,-5.563100087258022e-08,0.0,0.001,0.13504701852798462
,,,,,,4530,17359,0.71,151,-0.26149959000000006,0,1.69,,,,,,,,,,
1.2,0.92,2837,4560,-0.08847488360945135,0,4560,,,,,,,0.2,0.0,0.12399420142173767,755,-0.07831598818302155,0.2600926011800766,-2.884864791496966e-07,0.0,0.001,-0.01566445827484131
,,,,,,4560,17469,0.7,152,-0.27037023,0,1.72,,,,,,,,,,
1.16,0.94,2855,4590,-0.06851210650987923,0,4590,,,,,,,0.2,0.0,0.06745222210884094,760,-0.07819715887308121,0.14386673867702485,-3.321965479585742e-07,0.0,0.001,0.27370649576187134
,,,,,,4590,17570,0.7,153,-0.2719666,0,1.71,,,,,,,,,,
1.12,0.96,2873,4620,-0.04842606057878584,0,4620,,,,,,,0.2,0.0,0.1028452143073082,765,-0.07813465595245361,0.22076214253902435,-1.2199084094000056e-07,0.0,0.001,0.20580720901489258
,,,,,,4620,17677,0.67,154,-0.28629935,0,1.78,,,,,,,,,,
1.22,0.94,2890,4650,-0.030243771797977388,0,4650,,,,,,,0.2,0.0,0.08597330749034882,770,-0.07804099321365357,0.17916040420532225,-2.523263367137929e-08,0.0,0.001,0.1784379482269287
,,,,,,4650,17788,0.67,155,-0.28001710999999996,0,1.78,,,,,,,,,,
1.14,0.96,2910,4680,-0.028325511319562794,0,4680,,,,,,,0.2,0.0,0.08006559312343597,775,-0.07817312330007553,0.17347522974014282,-6.085634257857464e-07,0.0,0.001,0.280129075050354
,,,,,,4680,17892,0.71,156,-0.21741713000000004,0,1.69,,,,,,,,,,
1.18,0.96,2926,4710,-0.04953995875548571,0,4710,,,,,,,0.2,0.0,0.06831848621368408,780,-0.07804466038942337,0.14174928963184358,-3.1828880482365206e-07,0.0,0.001,0.11821246147155762
,,,,,,4710,17997,0.71,157,-0.24226811000000004,0,1.68,,,,,,,,,,
1.24,0.9,2945,4740,-0.09032846475951374,0,4740,,,,,,,0.2,0.0,0.07975562661886215,785,-0.07810353636741638,0.1868506044149399,-1.4364719369552859e-07,0.0,0.001,0.38348644971847534
,,,,,,4740,18104,0.74,158,-0.23087574000000002,0,1.64,,,,,,,,,,
1.2,0.92,2967,4770,-0.08860669856891036,0,4770,,,,,,,0.2,0.013333334028720856,0.08092265576124191,790,-0.07335689514875413,0.19116989076137542,-0.005449891579337418,0.002569298,0.001,0.16325819492340088
,,,,,,4770,18219,0.75,159,-0.23657925999999996,0,1.61,,,,,,,,,,
1.18,0.94,2984,4800,-0.04901366132311523,0,4800,,,,,,,0.2,0.0,0.06009621173143387,795,-0.05939793735742569,0.12962562888860701,3.985563914454815e-07,8.34465e-07,0.001,0.6368645429611206
,,,,,,4800,18325,0.75,160,-0.22169838999999997,0,1.59,,,,,,,,,,
1.22,0.94,3008,4830,-0.0485859228298068,0,4830,,,,,,,0.2,0.0,0.1002088189125061,800,-0.052002798020839694,0.2103912800550461,5.404154634902625e-08,2.3841858e-07,0.001,0.05435490608215332
,,,,,,4830,18438,0.77,161,-0.20925642999999997,0,1.54,,,,,,,,,,
1.32,0.86,3028,4860,-0.15088726210873574,0,4860,,,,,,,0.2,0.0,0.05284026265144348,805,-0.048216767609119415,0.11226465702056884,-2.125898987515029e-07,0.0,0.001,0.26605224609375
,,,,,,4860,18556,0.81,162,-0.17603224999999995,0,1.47,,,,,,,,,,
1.2,0.92,3048,4890,-0.04879843360744417,0,4890,,,,,,,0.2,0.0,0.0638422891497612,810,-0.046084505319595334,0.1425714910030365,6.834665970956166e-08,0.0,0.001,0.4784544110298157
,,,,,,4890,18672,0.81,163,-0.16409344,0,1.45,,,,,,,,,,
1.14,0.98,3067,4920,-0.007828577705658972,0,4920,,,,,,,0.2,0.0,0.07269927114248276,815,-0.04617268443107605,0.15389083325862885,-0.0005066116620826122,0.00024218559,0.001,0.3491186499595642
,,,,,,4920,18782,0.79,164,-0.17911426999999996,0,1.5,,,,,,,,,,
1.22,0.94,3086,4950,-0.04968208846170455,0,4950,,,,,,,0.2,0.0,0.12039368599653244,820,-0.052857838571071625,0.25866751968860624,3.8941701276939964e-07,5.364418e-07,0.001,0.016415297985076904
,,,,,,4950,18894,0.8,165,-0.19683512000000003,0,1.48,,,,,,,,,,
1.36,0.84,3106,4980,-0.15290145222563298,0,4980,,,,,,,0.2,0.0,0.09741609543561935,825,-0.05932547152042389,0.2080839604139328,2.698103612530645e-07,2.3841858e-07,0.001,0.16061818599700928
,,,,,,4980,19016,0.78,166,-0.21798632,0,1.52,,,,,,,,,,
1.16,0.94,3123,5010,-0.07008391904179007,0,5010,,,,,,,0.2,0.0,0.08381575345993042,830,-0.06358814463019372,0.17473912239074707,-1.5060107259046162e-07,1.1920929e-07,0.001,0.22845661640167236
,,,,,,5010,19120,0.77,167,-0.23783258999999998,0,1.55,,,,,,,,,,
1.26,0.9,3143,5040,-0.04947071674279869,0,5040,,,,,,,0.2,0.0,0.09946785867214203,835,-0.06626077741384506,0.20727270245552062,-2.0623206973269247e-07,5.9604645e-08,0.001,0.20687735080718994
,,,,,,5040,19232,0.74,168,-0.27833922,0,1.61,,,,,,,,,,
1.14,0.94,3160,5070,-0.04911484864074737,0,5070,,,,,,,0.2,0.0,0.05407020449638367,840,-0.06788455843925476,0.11749772131443023,-3.774960859459497e-08,0.0,0.001,0.5033100843429565
,,,,,,5070,19342,0.75,169,-0.28337405,0,1.59,,,,,,,,,,
1.2,0.92,3175,5100,-0.073283662609756,0,5100,,,,,,,0.2,0.006666667014360428,0.07659418880939484,845,-0.06339842081069946,0.16957298815250396,-0.002734489901922643,0.001738586,0.001,0.32778680324554443
,,,,,,5100,19450,0.71,170,-0.32451950999999996,0,1.66,,,,,,,,,,
1.24,0.92,3194,5130,-0.07005618055351079,0,5130,,,,,,,0.2,0.0,0.08985891193151474,850,-0.04770981073379517,0.20262154340744018,1.2596448186741327e-06,1.1920929e-06,0.001,0.14630848169326782
,,,,,,5130,19560,0.71,171,-0.30725909999999995,0,1.68,,,,,,,,,,
1.28,0.9,3217,5160,-0.0910464837634936,0,5160,,,,,,,0.2,0.0,0.27189746499061584,855,-0.03942073509097099,0.563893711566925,3.385543848821726e-07,2.3841858e-07,0.001,-0.4760395288467407
,,,,,,5160,19673,0.74,172,-0.26261451999999996,0,1.65,,,,,,,,,,
1.14,0.94,3238,5190,-0.06854428850580006,0,5190,,,,,,,0.2,0.0,0.1402147114276886,860,-0.03536046892404556,0.3951969504356384,6.874402460610441e-08,4.7683717e-08,0.001,-0.1508997678756714
,,,,,,5190,19772,0.77,173,-0.23272246000000002,0,1.57,,,,,,,,,,
1.34,0.86,3260,5220,-0.09281442672479898,0,5220,,,,,,,0.2,0.0,0.08083430677652359,865,-0.03320341929793358,0.1554703086614609,1.589457179207443e-08,0.0,0.001,0.3985213041305542
,,,,,,5220,19887,0.79,174,-0.19893932,0,1.52,,,,,,,,,,
1.24,0.9,3281,5250,-0.07058651708997786,0,5250,,,,,,,0.2,0.013333334028720856,0.0494326576590538,870,-0.03340210020542145,0.11022510826587677,-0.0016567830989759002,0.00216704,0.001,0.45004308223724365
,,,,,,5250,20006,0.87,175,-0.12149458,0,1.37,,,,,,,,,,
1.14,0.96,3298,5280,-0.04839843801688403,0,5280,,,,,,,0.2,0.0,0.058351173996925354,875,-0.03755572810769081,0.1249754250049591,-7.069607810272771e-07,1.1523564e-07,0.001,-0.13981103897094727
,,,,,,5280,20118,0.83,176,-0.1626614,0,1.44,,,,,,,,,,
1.24,0.94,3316,5310,-0.049684125590138135,0,5310,,,,,,,0.2,0.0,0.13161443173885345,880,-0.04017104357481003,0.2746679067611694,-0.00029887954665639425,4.6676396e-05,0.001,0.12081533670425415
,,,,,,5310,20231,0.81,177,-0.17530386999999997,0,1.5,,,,,,,,,,
1.14,0.94,3336,5340,-0.06808119349181652,0,5340,,,,,,,0.2,0.0,0.07073523104190826,885,-0.03997542411088943,0.14397864937782287,-3.019968648487748e-08,0.0,0.001,0.12565398216247559
,,,,,,5340,20361,0.8,178,-0.18053173,0,1.51,,,,,,,,,,
1.36,0.84,3352,5370,-0.13330570275895298,0,5370,,,,,,,0.2,0.0,0.09066619724035263,890,-0.039620916545391086,0.18473422527313232,-1.4384587423421636e-07,0.0,0.001,0.2892003059387207
,,,,,,5370,20480,0.8,179,-0.17924824,0,1.57,,,,,,,,,,
1.28,0.9,3373,5400,-0.0911899488326162,0,5400,,,,,,,0.2,0.0,0.09722085297107697,895,-0.03943608477711678,0.2203567296266556,-2.044041950277631e-06,0.0,0.001,-0.29847776889801025
,,,,,,5400,20591,0.76,180,-0.21943685999999998,0,1.61,,,,,,,,,,
1.34,0.88,3392,5430,-0.07182228771038353,0,5430,,,,,,,0.2,0.0,0.08696670085191727,900,-0.039101270586252214,0.17814695835113525,4.510084838926787e-08,0.0,0.001,0.2788451313972473
,,,,,,5430,20708,0.78,181,-0.20118616,0,1.58,,,,,,,,,,
1.12,0.96,3406,5460,-0.008149404027499259,0,5460,,,,,,,0.2,0.020000001043081285,0.07303649932146072,905,-0.03568366542458534,0.16797159910202025,-0.005200599761058555,0.0034048974,0.001,0.2032616138458252
,,,,,,5460,20827,0.73,182,-0.25313282000000004,0,1.68,,,,,,,,,,
1.08,0.98,3423,5490,-0.02748653283342719,0,5490,,,,,,,0.2,0.0,0.06819280982017517,910,-0.028740505501627923,0.1640777349472046,1.1257330811531574e-06,1.1920929e-07,0.001,0.3657565116882324
,,,,,,5490,20930,0.71,183,-0.26277922,0,1.69,,,,,,,,,,
1.18,0.94,3445,5520,-0.048930897847749295,0,5520,,,,,,,0.2,0.0,0.08885333687067032,915,-0.02539227083325386,0.181221604347229,3.5683313566181595e-07,0.0,0.001,0.31471168994903564
,,,,,,5520,21036,0.72,184,-0.26314156,0,1.64,,,,,,,,,,
1.22,0.94,3462,5550,-0.03142128615640104,0,5550,,,,,,,0.2,0.0,0.08172692358493805,920,-0.02368355542421341,0.1954346001148224,-2.4000803460211274e-07,0.0,0.001,0.3147689700126648
,,,,,,5550,21155,0.72,185,-0.29010236,0,1.63,,,,,,,,,,
1.16,0.94,3480,5580,-0.06866100808605552,0,5580,,,,,,,0.2,0.0,0.10851836949586868,925,-0.02268899753689766,0.218341600894928,-4.013379406586637e-08,0.0,0.001,0.3271216154098511
,,,,,,5580,21279,0.7,186,-0.27623940999999996,0,1.68,,,,,,,,,,
1.22,0.9,3497,5610,-0.06969637306872756,0,5610,,,,,,,0.2,0.0,0.10328663885593414,930,-0.022453540936112404,0.22837258577346803,-3.266334594798082e-07,0.0,0.001,-0.21262311935424805
,,,,,,5610,21391,0.69,187,-0.30041882,0,1.69,,,,,,,,,,
