env/n_steps,rollout/ep_rew_mean,time/total_timesteps,env/current_idx,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,env/completion_counter,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_range,train/explained_variance,train/value_loss,train/loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
660,-0.14645381000000002,660,449,11,1.62,0,936,0.85,0,0.21508326,500,-1.5336502838134765,0.2,-0.23367226123809814,0.041837944891303776,-0.15096724033355713,0.8396666634082794,0.001,-0.13854613732546567,,,
720,-0.15545130000000001,720,493,12,1.57,0,1007,0.86,0,0.28754252,550,-1.4818676614761352,0.2,-0.028426170349121094,0.07139056839747354,-0.19059115648269653,0.8419999986886978,0.001,-0.16723449290792147,,,
780,-0.12352564,780,537,13,1.45,0,1089,0.89,0,0.35139263,600,-1.3068618559837342,0.2,0.06041079759597778,0.024699801934766584,-0.1556284874677658,0.7763333407789469,0.001,-0.14139777898291747,,,
840,-0.09469367000000002,840,580,14,1.39,0,1169,0.91,0,0.2770383,650,-1.1609754848480225,0.2,-0.2788316011428833,0.04661411771783605,-0.1619030237197876,0.7880000026524067,0.001,-0.14547537681957085,,,
900,-0.10798978999999999,900,617,15,1.42,0,1244,0.9,0,0.3303239,700,-1.156705722808838,0.2,-0.361860990524292,0.025092432094970717,-0.12838448584079742,0.7693333326280117,0.001,-0.11929152893026672,,,
960,-0.16158036000000003,960,654,16,1.57,0,1318,0.85,0,0.34288546,750,-1.0217441642284393,0.2,0.1882677674293518,0.05000326014705934,-0.17986254394054413,0.7223333352804184,0.001,-0.15612355522811414,,,
1020,-0.13530833,1020,695,17,1.53,0,1393,0.87,0,0.34961239,800,-0.9207889997959137,0.2,-0.06091475486755371,0.048706318243639544,-0.15496234595775604,0.6619999904185534,0.001,-0.13661102738976483,,,
1080,-0.11265628000000001,1080,735,18,1.45,0,1467,0.89,0,0.3823875,850,-0.920551860332489,0.2,-0.2559407949447632,0.052655812359880656,-0.14475014805793762,0.6509999934211373,0.001,-0.12961115368704001,,,
1140,-0.15668780000000004,1140,771,19,1.6,0,1541,0.84,0,0.640775,900,-0.7097535872459412,0.2,-0.11628115177154541,0.04101338624139316,-0.13943146169185638,0.5900000028312207,0.001,-0.12493157484382394,,,
1200,-0.11601174,1200,809,20,1.57,0,1617,0.87,0,0.48679188,950,-0.5336064052581787,0.2,0.08066260814666748,0.04204502590466291,-0.1321631669998169,0.5483333350718022,0.001,-0.11331259272744262,,,
1260,-0.11715109999999998,1260,846,21,1.59,0,1692,0.87,0,0.42687997,1000,-0.5702824652194977,0.2,-0.02879047393798828,0.018865084159187973,-0.10378565639257431,0.488333333581686,0.001,-0.08988699487845103,,,
1320,-0.11771609,1320,885,22,1.59,0,1761,0.87,0,0.34150225,1050,-0.48757543981075285,0.2,-0.10254085063934326,0.05286386505002156,-0.13908790051937103,0.5266666793823243,0.001,-0.1251405433068673,,,
1380,-0.11948028,1380,924,23,1.56,0,1833,0.86,0,0.5498495,1100,-0.3848525583744049,0.2,-0.14184999465942383,0.04070168325677514,-0.1048772931098938,0.4566666580736637,0.001,-0.09724631193776925,,,
1440,-0.12934331,1440,961,24,1.57,0,1905,0.85,0,0.5322021,1150,-0.33889543056488036,0.2,0.40283894538879395,0.02360857804538682,-0.11034037172794342,0.36499999955296514,0.001,-0.06648863299687703,,,
1500,-0.06402741999999999,1500,1009,25,1.38,0,1980,0.91,0,0.40215763,1200,-0.5417346036434174,0.2,0.04153937101364136,0.03537311680382118,-0.108929842710495,0.5656666499376297,0.001,-0.09727125283330679,,,
1560,-0.03128451000000001,1560,1054,26,1.3,0,2055,0.97,0,0.30790156,1250,-0.40951669692993165,0.2,-0.19679713249206543,0.014906585819553585,-0.0742570161819458,0.4056666626036167,0.001,-0.05782914605364203,,,
1620,-0.04167913,1620,1100,27,1.3,0,2134,0.97,0,0.2975748,1300,-0.30772854030132296,0.2,0.003974974155426025,0.01430796306056436,-0.07100352644920349,0.32733333602547643,0.001,-0.06357234529654185,,,
1680,-0.07305391,1680,1140,28,1.39,0,2206,0.94,0,0.5386806,1350,-0.2692430591583252,0.2,0.06647282838821411,0.02031839750416111,-0.08253396302461624,0.40933332934975625,0.001,-0.07415962051600218,,,
1740,-0.11613128,1740,1180,29,1.49,0,2281,0.9,0,0.5406805,1400,-0.3670676910877228,0.2,-0.038515567779541016,0.05630901702097617,-0.1081894189119339,0.3546666679158807,0.001,-0.08833260466779272,,,
1800,-0.09691076000000001,1800,1223,30,1.5,0,2360,0.91,0,0.52086276,1450,-0.3647483623027801,0.2,-0.08855891227722168,0.032212831537472085,-0.10267136245965958,0.4596666680276394,0.001,-0.08744210416451097,,,
1860,-0.11014062,1860,1252,31,1.6,0,2431,0.87,0,0.23292977,1500,-0.29779669106006623,0.2,-0.10904419422149658,0.019162027803249656,-0.07028252631425858,0.33499999769032,0.001,-0.06331875894218683,,,
1920,-0.13065715,1920,1289,32,1.65,0,2510,0.84,0,0.44636413,1550,-0.26170546472072603,0.2,0.08411896228790283,0.03795761547517031,-0.10162638872861862,0.3680000019073486,0.001,-0.08224706802765529,,,
1980,-0.10740021000000002,1980,1337,33,1.49,0,2587,0.88,0,0.7274547,1600,-0.28357759475708005,0.2,-0.2164137363433838,0.03873546853661537,-0.100022092461586,0.46000000581145284,0.001,-0.08319896158824364,,,
2040,-0.04271222000000001,2040,1379,34,1.33,0,2674,0.95,0,0.7062555,1650,-0.26412714421749117,0.2,0.08382463455200195,0.020651242015883326,-0.06677211076021194,0.37599999889731406,0.001,-0.06152747884889451,,,
2100,-0.03174145,2100,1431,35,1.27,0,2750,0.97,0,0.39340127,1700,-0.2297222238779068,0.2,-0.30551469326019287,0.01256834264844656,-0.07112307846546173,0.2863333364576101,0.001,-0.05852591330309711,,,
2160,-0.06594061,2160,1460,36,1.47,0,2823,0.91,0,0.35194936,1750,-0.261003280878067,0.2,-0.2334139347076416,0.01870684273308143,-0.07267642766237259,0.3636666667461395,0.001,-0.06301694769412279,,,
2220,-0.10522877999999998,2220,1504,37,1.48,0,2894,0.88,0,0.29985988,1800,-0.32345872759819033,0.2,0.087005615234375,0.05531963409855962,-0.1172051727771759,0.41466666616499426,0.001,-0.10524894618739687,,,
2280,-0.09295003999999997,2280,1550,38,1.37,0,2966,0.91,0,0.3578095,1850,-0.2278550782799721,0.2,0.2791011929512024,0.026124287067214026,-0.0943123921751976,0.36099999859929083,0.001,-0.07417132691293958,,,
2340,-0.08228893999999999,2340,1593,39,1.34,0,3041,0.92,0,0.5542679,1900,-0.22919743359088898,0.2,0.24845373630523682,0.01895494168973528,-0.09403921663761139,0.35899999752640727,0.001,-0.07924496944993735,,,
2400,-0.09389889999999998,2400,1637,40,1.37,0,3118,0.91,0,0.5945319,1950,-0.16045863598585128,0.2,0.12476104497909546,0.03474052724661306,-0.09439421445131302,0.30500000305473807,0.001,-0.07741946095476548,,,
2460,-0.05282673999999999,2460,1689,41,1.29,0,3192,0.94,0,0.62342227,2000,-0.12838648587465287,0.2,0.33276140689849854,0.020427029761485756,-0.07973769307136536,0.284333331361413,0.001,-0.07071990497782828,,,
2520,-0.00952728,2520,1737,42,1.18,0,3269,0.98,0,0.78489536,2050,-0.24742942839860915,0.2,-83.63923645019531,0.004479136805748567,-0.060431499034166336,0.34866666473448277,0.001,-0.046065110860082005,,,
2580,-0.0222645,2580,1781,43,1.27,0,3354,0.97,0,0.2961175,2100,-0.18565625160932542,0.2,-0.11873030662536621,0.001517460411414504,-0.07242190837860107,0.32100000336766243,0.001,-0.05590687291448312,,,
2640,-0.04579810000000001,2640,1829,44,1.3,0,3431,0.96,0,0.28743756,2150,-0.16362354308366775,0.2,0.010459721088409424,0.041529147634282705,-0.05289582908153534,0.2106666685640812,0.001,-0.046534480882187666,,,
2700,-0.09521304000000004,2700,1868,45,1.41,0,3521,0.91,0,0.3430422,2200,-0.06887529946863652,0.2,0.3563777804374695,0.015551579397870227,-0.039958640933036804,0.1666666705906391,0.001,-0.03832005459318559,,,
2760,-0.08387143999999999,2760,1914,46,1.43,0,3597,0.9,0,0.25061113,2250,-0.08225719474256038,0.2,0.27311182022094727,0.03930598315782845,-0.055103689432144165,0.15900000303983688,0.001,-0.0433704205037405,,,
2820,-0.05304970000000002,2820,1956,47,1.39,0,3684,0.92,0,0.520688,2300,-0.20530647456645965,0.2,-1.3275272846221924,0.01839926913380623,-0.06886573880910873,0.3483333360031247,0.001,-0.06143860476712387,,,
2880,-0.08458573000000001,2880,1992,48,1.44,0,3755,0.91,0,0.48497412,2350,-0.10917662099003791,0.2,0.0991215705871582,0.018380542201921344,-0.06708388030529022,0.2266666678339243,0.001,-0.05908880228052535,,,
2940,-0.10476320000000001,2940,2039,49,1.47,0,3838,0.89,0,0.64359844,2400,-0.21211303800344466,0.2,-0.5296913385391235,0.058330785932485016,-0.0880102589726448,0.2866666676104069,0.001,-0.06303294223733247,,,
3000,-0.09510243000000002,3000,2078,50,1.45,0,3918,0.9,0,14.851351,2450,-0.25235210061073304,0.2,-0.23881471157073975,0.021760061344830318,-0.07958105951547623,0.2820000027120113,0.001,-0.05307651741554338,,,
3060,-0.10653412000000001,3060,2122,51,1.46,0,3991,0.9,0,0.7147947,2500,-0.3015880697965622,0.2,0.13985466957092285,0.048283789849374446,-0.12536287307739258,0.46599999859929087,0.001,-0.10071671779702107,,,
3120,-0.11719509999999998,3120,2161,52,1.51,0,4063,0.89,0,0.48270336,2550,-0.2850890570878983,0.2,0.08876794576644897,0.01971873320871964,-0.09616632759571075,0.38166666448116304,0.001,-0.08351139746357998,,,
3180,-0.08433646,3180,2207,53,1.35,0,4134,0.92,0,0.73061603,2600,-0.21338635832071304,0.2,-0.24536800384521484,0.06008722924394533,-0.10575412213802338,0.39766666539013384,0.001,-0.09241896854092678,,,
3240,-0.09746150999999999,3240,2243,54,1.48,0,4216,0.89,0,0.45172703,2650,-0.10257161796092987,0.2,0.05524688959121704,0.032136111984727905,-0.08396903425455093,0.2436666738241911,0.001,-0.07200486221412816,,,
3300,-0.07779737999999999,3300,2284,55,1.48,0,4291,0.91,0,2.2422338,2700,-0.16614052832126616,0.2,-0.11205291748046875,0.04070234927581623,-0.06916689872741699,0.24233333453536032,0.001,-0.05588228167593479,,,
3360,-0.10842320999999998,3360,2328,56,1.45,0,4362,0.9,0,0.17081623,2750,-0.17053273886442186,0.2,0.3768789768218994,0.016264876188943164,-0.06942381709814072,0.22333333596587182,0.001,-0.058558359836538613,,,
3420,-0.08553444000000003,3420,2372,57,1.36,0,4450,0.9,0,0.5175471,2800,-0.16608739733695985,0.2,0.029414892196655273,0.05190615135012194,-0.10003156214952469,0.2840000011026859,0.001,-0.08131709132095181,,,
3480,-0.07456149000000002,3480,2411,58,1.43,0,4522,0.9,0,0.28286627,2850,-0.17868571043014525,0.2,0.2864086627960205,0.016652257227106018,-0.05527103319764137,0.30166667148470877,0.001,-0.04898630054295062,,,
3540,-0.07717703999999999,3540,2460,59,1.38,0,4595,0.91,0,0.3510937,2900,-0.18798802614212037,0.2,0.3289659023284912,0.024461597870104015,-0.0697406753897667,0.30933333829045295,0.001,-0.06526717972507079,,,
3600,-0.06632459,3600,2504,60,1.31,0,4669,0.93,0,0.45375404,2950,-0.14260340452194215,0.2,0.3549196124076843,0.02472897626226768,-0.08700041472911835,0.2996666719764471,0.001,-0.07682873284816742,,,
3660,-0.08838636000000001,3660,2542,61,1.39,0,4743,0.91,0,0.43781233,3000,-0.1442706136405468,0.2,-0.5218243598937988,0.05018869122955948,-0.06025432422757149,0.28466667272150514,0.001,-0.05633349139429629,,,
3720,-0.08661534,3720,2583,62,1.46,0,4823,0.91,0,0.9032481,3050,-0.13595569625496864,0.2,-0.1690894365310669,0.0367938522354234,-0.11380269378423691,0.2916666696220636,0.001,-0.07929202960555752,,,
3780,-0.10796057,3780,2627,63,1.5,0,4896,0.89,0,0.7528511,3100,-0.23919040560722352,0.2,0.15508800745010376,0.0248971605184488,-0.07550831884145737,0.3736666639149189,0.001,-0.06779695824036995,,,
3840,-0.09284222,3840,2673,64,1.37,0,4971,0.92,0,0.31601104,3150,-0.1565976196527481,0.2,0.2609301805496216,0.022383384644053875,-0.07132617384195328,0.29100000217556954,0.001,-0.0610286211098234,,,
3900,-0.09536622999999998,3900,2712,65,1.42,0,5051,0.91,0,0.23111837,3200,-0.1097828458249569,0.2,0.39667510986328125,0.01837784147821367,-0.0613844133913517,0.18366666849702595,0.001,-0.047958223915348486,,,
3960,-0.07512568000000001,3960,2758,66,1.4,0,5127,0.91,0,1.1554978,3250,-0.1980230301618576,0.2,0.13804733753204346,0.016819607879733668,-0.07310527563095093,0.432333328127861,0.001,-0.06500025742004319,,,
4020,-0.054579749999999996,4020,2807,67,1.27,0,5205,0.94,0,0.17645961,3300,-0.15754824370145798,0.2,-0.5741399526596069,0.05684580027125776,-0.073817178606987,0.29100000515580177,0.001,-0.06388632238656285,,,
4080,-0.06495809000000001,4080,2848,68,1.3,0,5292,0.95,0,0.15454158,3350,-0.15835772722959518,0.2,-0.1756742000579834,0.023997630900121292,-0.05908734351396561,0.2566666705161333,0.001,-0.04411589497327805,,,
4140,-0.07454000999999999,4140,2891,69,1.41,0,5376,0.93,0,0.25753015,3400,-0.15666551724076272,0.2,0.019624769687652588,0.06664041105657816,-0.0690535306930542,0.2680000014603138,0.001,-0.059125276672343394,,,
4200,-0.05341209,4200,2938,70,1.34,0,5458,0.94,0,0.7776931,3450,-0.16748974114656448,0.2,-0.05386030673980713,0.030203021438792346,-0.07403196394443512,0.35100000105798246,0.001,-0.06649175873647138,,,
4260,-0.0423428,4260,2985,71,1.29,0,5535,0.96,0,0.21115491,3500,-0.0962509585916996,0.2,0.7405616641044617,0.0021857813946553504,-0.045674875378608704,0.17000000387430192,0.001,-0.0386755683912585,,,
4320,-0.08691804999999998,4320,3022,72,1.41,0,5611,0.9,0,0.67240715,3550,-0.06290707536041737,0.2,-0.03373098373413086,0.03588608843274414,-0.0528826043009758,0.1733333371579647,0.001,-0.045677174588044524,,,
4380,-0.10678371,4380,3072,73,1.38,0,5691,0.89,0,0.3019484,3600,-0.04718618951737881,0.2,-0.12591564655303955,0.05642195512540638,-0.02102091535925865,0.1056666675209999,0.001,-0.02162228692074617,,,
4440,-0.08228206000000002,4440,3117,74,1.28,0,5773,0.92,0,0.54306716,3650,-0.1104472841322422,0.2,-0.1245194673538208,0.06089327541179955,-0.06177077069878578,0.2373333366960287,0.001,-0.05017267581323779,,,
4500,-0.08213159999999999,4500,3157,75,1.36,0,5867,0.91,0,0.4660899,3700,-0.138732690513134,0.2,0.31151020526885986,0.027220449540764094,-0.05629038065671921,0.2133333346992731,0.001,-0.050741649056474374,,,
4560,-0.0937781,4560,3201,76,1.43,0,5947,0.9,0,0.7431241,3750,-0.15411108627915382,0.2,0.28304654359817505,0.022538631942588837,-0.08114730566740036,0.24533333860337733,0.001,-0.058172890407343726,,,
4620,-0.10582062,4620,3241,77,1.45,0,6027,0.9,0,0.14761509,3800,-0.12992483898997306,0.2,0.12501555681228638,0.04648708238266409,-0.06965259462594986,0.26800000835210086,0.001,-0.0626474911806484,,,
4680,-0.07412478999999998,4680,3287,78,1.35,0,6105,0.93,0,0.5307582,3850,-0.11362057656049729,0.2,-0.318835973739624,0.0808857568539679,-0.088185615837574,0.2463333348929882,0.001,-0.07094822271913287,,,
4740,-0.08229660000000003,4740,3334,79,1.3,0,6181,0.93,0,0.43100038,3900,-0.14545582473278046,0.2,-0.21612274646759033,0.04069530822802335,-0.09534882754087448,0.3156666697561741,0.001,-0.07357228583345812,,,
4800,-0.10378798000000002,4800,3372,80,1.38,0,6265,0.9,0,0.64820987,3950,-0.12141911655664445,0.2,-0.5143463611602783,0.06778566967695951,-0.07102064788341522,0.23700000301003457,0.001,-0.053428305370112276,,,
4860,-0.07331906,4860,3415,81,1.4,0,6344,0.92,0,0.3286649,4000,-0.14483479380607606,0.2,-0.16083455085754395,0.11324215933680534,-0.061817072331905365,0.2796666707098484,0.001,-0.05436913572127619,,,
4920,-0.07495211,4920,3454,82,1.5,0,6429,0.91,0,0.7143327,4050,-0.1534103912115097,0.2,-0.36104142665863037,0.025765077359974384,-0.08320419490337372,0.2870000060647726,0.001,-0.07260274890313546,,,
4980,-0.05426940999999999,4980,3497,83,1.5,0,6509,0.92,0,0.40480572,4100,-0.25563387989997866,0.2,-0.8796582221984863,0.02623826309805736,-0.05187534540891647,0.333333335518837,0.001,-0.04577334902932243,,,
5040,-0.08299031000000001,5040,3540,84,1.42,0,6590,0.91,0,0.35848203,4150,-0.14374469697475434,0.2,-0.3757261037826538,0.08233822206966579,-0.08877791464328766,0.27266667306423187,0.001,-0.06738111163924138,,,
5100,-0.08313761,5100,3581,85,1.45,0,6666,0.91,0,0.3174715,4200,-0.3204840511083603,0.2,-0.07474493980407715,0.03130495605058968,-0.07840538769960403,0.35799999959766865,0.001,-0.06370240242779261,,,
5160,-0.062214040000000005,5160,3631,86,1.34,0,6749,0.94,0,0.43264982,4250,-0.28630768626928327,0.2,-0.13557446002960205,0.04008844826603308,-0.09605671465396881,0.3636666651070118,0.001,-0.07688174555823206,,,
5220,-0.06271043,5220,3671,87,1.35,0,6832,0.93,0,2.846456,4300,-0.2830145674943924,0.2,-0.44553935527801514,0.01809246274351608,-0.07477415353059769,0.4156666624546051,0.001,-0.06979680306712786,,,
5280,-0.08690545999999999,5280,3716,88,1.41,0,6910,0.9,0,0.6849941,4350,-0.20762414753437042,0.2,-0.06264126300811768,0.06059506156714633,-0.09657157212495804,0.32966666504740716,0.001,-0.08530515868713465,,,
5340,-0.08651131999999999,5340,3757,89,1.36,0,6982,0.92,0,0.88695925,4400,-0.15515776306390763,0.2,0.26524990797042847,0.016076616999926047,-0.07791715115308762,0.33333333775401114,0.001,-0.07259759165346623,,,
5400,-0.09755980000000002,5400,3799,90,1.44,0,7060,0.91,0,1.0969602,4450,-0.10155797705054283,0.2,0.05168712139129639,0.039099108108785,-0.0706220418214798,0.29166667208075525,0.001,-0.06194755245745185,,,
5460,-0.06304093,5460,3842,91,1.42,0,7133,0.93,0,0.8158199,4500,-0.1202362747490406,0.2,-0.0948096513748169,0.09229933651164174,-0.07982204854488373,0.30433333858847617,0.001,-0.07456256855030859,,,
5520,-0.03073363,5520,3887,92,1.32,0,7212,0.96,0,1.0880473,4550,-0.22400735050439835,0.2,0.2935083508491516,0.007428221845475491,-0.05911320075392723,0.33566666424274444,0.001,-0.05176002800961328,,,
5580,-0.02102717,5580,3931,93,1.3,0,7292,0.96,0,0.66470087,4600,-0.12599806264042854,0.2,0.006315648555755615,0.02485480119998101,-0.06718344986438751,0.2933333319425583,0.001,-0.06411725702385113,,,
5640,-0.05532280000000001,5640,3971,94,1.4,0,7367,0.93,0,0.6343047,4650,-0.23611539214849472,0.2,-25.245389938354492,0.0007475759001681581,-0.03596619889140129,0.43466666504740714,0.001,-0.030439881571879004,,,
5700,-0.06500274,5700,4019,95,1.38,0,7441,0.93,0,0.69833654,4700,-0.1295955403149128,0.2,0.004445552825927734,0.05379813063889742,-0.09026167541742325,0.3423333340883255,0.001,-0.08034606138368446,,,
5760,-0.032922219999999995,5760,4058,96,1.37,0,7521,0.95,0,0.5215006,4750,-0.15753768473863602,0.2,0.42981141805648804,0.004837016912642866,-0.059414882212877274,0.28066667035222054,0.001,-0.04613359134395914,,,
5820,-0.04186009,5820,4106,97,1.37,0,7593,0.94,0,0.33611453,4800,-0.22108306020498275,0.2,-16.290300369262695,0.0019713578396476803,-0.03164457529783249,0.33033333137631415,0.001,-0.02622629571209351,,,
5880,-0.06323028999999998,5880,4147,98,1.41,0,7670,0.92,0,0.9383773,4850,-0.14495280861854554,0.2,-0.009987592697143555,0.029226318157743663,-0.08021505177021027,0.34999999970197676,0.001,-0.07302787709981202,,,
5940,-0.043190730000000004,5940,4189,99,1.37,0,7744,0.92,0,0.5935393,4900,-0.11108055830001831,0.2,0.20732057094573975,0.058448450714349745,-0.06842243671417236,0.2580000053346157,0.001,-0.05356481526046991,,,
6000,,6000,4223,,,,,,0,1.1745567,4950,-0.19284371107816697,0.2,-41.997074127197266,0.007314163370756433,-0.05238472670316696,0.3483333331346512,0.001,-0.03953147354970369,1.44,-0.08620000524213538,0.9
,-0.07526154000000002,6000,,100,1.55,0,8015,0.9,,,,,,,,,,,,,,
6060,-0.07668261,6060,4264,101,1.59,0,8088,0.89,0,2.9077976,5000,-0.16029890313744544,0.2,0.0044062137603759766,0.07790782649302855,-0.10103577375411987,0.3303333370387554,0.001,-0.09073463796575865,,,
6120,-0.11696809999999998,6120,4303,102,1.56,0,8164,0.87,0,1.2657677,5050,-0.18898071020841598,0.2,-1.776811122894287,0.11521863535046578,-0.03605443611741066,0.3799999973922968,0.001,-0.059774546039601154,,,
6180,-0.11941529999999999,6180,4339,103,1.56,0,8244,0.85,0,0.77921444,5100,-0.15564864829182626,0.2,-0.051964521408081055,0.07012421964434906,-0.09130025655031204,0.3463333357870579,0.001,-0.0786245580414931,,,
6240,-0.14877088,6240,4378,104,1.59,0,8317,0.84,0,0.5242275,5150,-0.09664025798439979,0.2,-0.14919543266296387,0.06909179557114839,-0.05494162440299988,0.27233333632349965,0.001,-0.05814240491886934,,,
6300,-0.15898094000000002,6300,4410,105,1.67,0,8392,0.83,0,1.3665352,5200,-0.15482246056199073,0.2,-0.16638755798339844,0.09250368759036064,-0.09373361617326736,0.3936666639149189,0.001,-0.08210286339372402,,,
6360,-0.14422077,6360,4455,106,1.55,0,8467,0.86,0,1.0769669,5250,-0.16783604472875596,0.2,-0.46345996856689453,0.09035814702510833,-0.07881568372249603,0.3473333352804184,0.001,-0.0658546889175971,,,
6420,-0.11321285000000002,6420,4499,107,1.47,0,8541,0.87,0,0.46522608,5300,-0.2272195652127266,0.2,-0.03050684928894043,0.028333365267608313,-0.08043307065963745,0.3293333348631859,0.001,-0.05938055249055225,,,
6480,-0.07165155999999999,6480,4542,108,1.33,0,8621,0.91,0,0.6534287,5350,-0.17370766520500183,0.2,-0.08665609359741211,0.06044504442252219,-0.0880388393998146,0.3406666700541973,0.001,-0.0813100197861592,,,
6540,-0.08169315,6540,4588,109,1.34,0,8706,0.91,0,0.85038674,5400,-0.11040959134697914,0.2,0.07225978374481201,0.05339164796750993,-0.10248302668333054,0.34466666355729103,0.001,-0.08460896569738786,,,
6600,-0.12436188000000001,6600,4626,110,1.42,0,8791,0.89,0,1.929256,5450,-0.14349251732230187,0.2,0.2714765667915344,0.04487314039724879,-0.09186410158872604,0.3980000026524067,0.001,-0.08630545506874722,,,
6660,-0.08383065000000002,6660,4669,111,1.45,0,8864,0.9,0,0.5537357,5500,-0.15306316033005715,0.2,-0.07361268997192383,0.10800577759742737,-0.06757032871246338,0.24366667024791241,0.001,-0.05493653952454526,,,
6720,-0.052096979999999994,6720,4713,112,1.4,0,8946,0.92,0,1.3528292,5550,-0.20413579493761064,0.2,-0.9570872783660889,0.035476311799138786,-0.08539928495883942,0.39566666647791865,0.001,-0.07210342997809249,,,
6780,-0.04116887,6780,4763,113,1.29,0,9021,0.95,0,0.39678493,5600,-0.13780249476432802,0.2,-0.500167965888977,0.10027477912604808,-0.031493060290813446,0.24666667625308036,0.001,-0.048244638099024684,,,
6840,-0.08228625,6840,4800,114,1.38,0,9103,0.93,0,0.67256695,5650,-0.2027534981071949,0.2,0.5896449685096741,0.0036705762219207826,-0.058789897710084915,0.2660000018775463,0.001,-0.047389107378820586,,,
6900,-0.11661401999999998,6900,4842,115,1.47,0,9176,0.89,0,0.7840965,5700,-0.27054109692573547,0.2,0.0833236575126648,0.09836659118533135,-0.11332200467586517,0.43399999901652336,0.001,-0.10167626280089223,,,
6960,-0.11696807999999997,6960,4888,116,1.46,0,9262,0.89,0,0.7209021,5750,-0.12765912979841232,0.2,0.3388237953186035,0.06390514604747295,-0.03869189694523811,0.2740000061690807,0.001,-0.05038807934274278,,,
7020,-0.053236340000000014,7020,4928,117,1.38,0,9335,0.94,0,0.8812392,5800,-0.1343789081275463,0.2,-0.15755629539489746,0.045629688911139964,-0.0451543964445591,0.22600000273436308,0.001,-0.0422483261305218,,,
7080,-0.05338343,7080,4978,118,1.34,0,9417,0.95,0,0.19683419,5850,-0.13966916188597678,0.2,0.18532311916351318,0.040410248301923274,-0.017569614574313164,0.20666666880249976,0.001,-0.019147650569677346,,,
7140,-0.05120483,7140,5028,119,1.2,0,9494,0.96,0,1.4453042,5900,-0.13639198303222655,0.2,-0.02642345428466797,0.06503432005643844,-0.01490694284439087,0.17233333706855775,0.001,-0.03753538370008272,,,
7200,-0.07256714,7200,5069,120,1.32,0,9568,0.93,0,0.53017414,5950,-0.098607407361269,0.2,0.0034845471382141113,0.0854803965985775,-0.07386031001806259,0.2713333418220282,0.001,-0.06517662315939862,,,
7260,-0.07448411,7260,5111,121,1.4,0,9642,0.92,0,0.41724473,6000,-0.17343219310045244,0.2,0.0806354284286499,0.012587569534662179,-0.02957453392446041,0.2743333332240582,0.001,-0.02768769068767629,,,
7320,-0.08642563999999998,7320,5151,122,1.47,0,9713,0.89,0,0.6391032,6050,-0.12634167745709418,0.2,-0.08853542804718018,0.10553938791155815,-0.05237406864762306,0.27500000670552255,0.001,-0.07309355569382511,,,
7380,-0.11840544000000001,7380,5185,123,1.55,0,9796,0.86,0,0.775809,6100,-0.25325203239917754,0.2,-0.5318583250045776,0.08413101587444544,-0.08212842047214508,0.3839999979734421,0.001,-0.06909136068075895,,,
7440,-0.14846048,7440,5226,124,1.58,0,9869,0.84,0,0.50961566,6150,-0.22618141889572144,0.2,0.08693861961364746,0.05987304948270321,-0.0787355974316597,0.32400000289082526,0.001,-0.06165991059690714,,,
7500,-0.11453846000000001,7500,5273,125,1.42,0,9945,0.88,0,1.0637563,6200,-0.1568030458688736,0.2,0.2645348310470581,0.024230913205537944,-0.09314989298582077,0.4053333280980587,0.001,-0.0821122714007894,,,
7560,-0.06298672000000001,7560,5321,126,1.27,0,10020,0.94,0,1.4476342,6250,-0.20161653369665145,0.2,-0.6346752643585205,0.0702158896997571,-0.07178249210119247,0.39166666343808176,0.001,-0.06453217028578123,,,
7620,-0.08539276,7620,5357,127,1.38,0,10095,0.92,0,0.49297327,6300,-0.14780639469623566,0.2,0.3906196355819702,0.030017451141029595,-0.06988579779863358,0.305333339869976,0.001,-0.06923781672616801,,,
7680,-0.10652948000000001,7680,5395,128,1.5,0,10169,0.88,0,1.8624854,6350,-0.18388589426875115,0.2,-0.22786986827850342,0.07182189742103219,-0.10392685234546661,0.3800000007450581,0.001,-0.09026410430173072,,,
7740,-0.12859378999999999,7740,5436,129,1.63,0,10248,0.85,0,0.5621797,6400,-0.1079190756380558,0.2,-0.3209083080291748,0.1054187711328268,-0.040283843874931335,0.2669999985396862,0.001,-0.05445646238078673,,,
7800,-0.10639083999999999,7800,5480,130,1.44,0,10333,0.88,0,1.1475803,6450,-0.09545636415481568,0.2,-0.03395116329193115,0.05788920536171645,-0.07706032693386078,0.31200000777840614,0.001,-0.0721964078793923,,,
7860,-0.09770749999999997,7860,5523,131,1.36,0,10409,0.9,0,0.76445204,6500,-0.08713641315698624,0.2,0.1013721227645874,0.08493813902139663,-0.053587980568408966,0.26000000067055223,0.001,-0.07533117330074304,,,
7920,-0.11531297,7920,5561,132,1.44,0,10482,0.88,0,0.9136467,6550,-0.11522957533597947,0.2,0.16329705715179443,0.048994123470038176,-0.08082800358533859,0.2626666742563248,0.001,-0.07154092973719045,,,
7980,-0.0961624,7980,5596,133,1.55,0,10558,0.89,0,0.8827675,6600,-0.11722890451550484,0.2,0.298089861869812,0.05530179755762219,-0.08216220885515213,0.2976666754484177,0.001,-0.0775310956140359,,,
