env/n_steps,eval/success_rate,env/completion_counter,env/current_idx,eval/mean_ep_length,eval/mean_reward,time/total_timesteps,rollout/success_rate,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/clip_range,train/n_updates
28500,0.9,0,13640,1.46,-0.09525098963174969,28500,,,,,,,0.15384136885404587,0.0040885275,0.023721591085195542,-0.008674750389473048,0.2232639193534851,-0.29173457354307175,0.0001,0.037857770919799805,0.2,940
,,,,,,28500,0.84,0,95,1.97,42684,-0.18708063000000003,,,,,,,,,,
28800,0.96,0,13799,1.3,-0.05657267352100462,28800,,,,,,,0.13821623116731643,0.0051379637,0.04488636389374733,-0.011286683479556813,0.3505309820175171,-0.3060763594508171,0.0001,0.03125893697142601,0.2,950
,,,,,,28800,0.88,0,96,1.73,43155,-0.1586576,,,,,,,,,,
29100,0.96,0,13963,1.34,-0.05159569134470075,29100,,,,,,,0.17531378775835038,0.0021028714,0.018778409212827682,-0.008542428561486303,0.11698836088180542,-0.28703672856092455,0.0001,0.06947426497936249,0.2,960
,,,,,,29100,0.85,0,97,1.79,43598,-0.15408696,,,,,,,,,,
29400,0.96,0,14108,1.38,-0.03344915203284472,29400,,,,,,,0.15868049204349519,0.0033159,0.029005682021379472,-0.0114275712298695,0.05181330442428589,-0.2941920381784439,0.0001,0.0354299321770668,0.2,970
,,,,,,29400,0.79,0,98,2.11,44034,-0.22559406000000004,,,,,,,,,,
29700,0.94,0,14266,1.32,-0.07249873026274145,29700,,,,,,,0.1642114894092083,0.0027844594,0.02525568202137947,-0.006080560488917399,0.16703128814697266,-0.24408147901296615,0.0001,0.040189359337091446,0.2,980
,,,,,,29700,0.81,0,99,2.0,44456,-0.22141679999999997,,,,,,,,,,
30000,0.96,0,14409,1.28,-0.04971986019983888,30000,,,,,,,0.15438659816980363,0.0011761469,0.0068465909361839295,-0.004329967240919359,0.18418002128601074,-0.24170724540948868,0.0001,0.06638354063034058,0.2,990
,,,,,,30000,0.85,0,100,1.86,44862,-0.1452465,,,,,,,,,,
30300,0.94,0,14568,1.28,-0.050118417739868165,30300,,,,,,,0.14445847541093826,0.001933227,0.01676136374473572,-0.007064269517723005,0.21404093503952026,-0.20593092262744903,0.0001,0.04959525913000107,0.2,1000
,,,,,,30300,0.86,0,101,1.9,45300,-0.16396244999999998,,,,,,,,,,
30600,0.96,0,14725,1.24,-0.03053766122087836,30600,,,,,,,0.15415783777832984,0.0016900211,0.016988636404275895,-0.004205922926339554,0.1470581293106079,-0.15965978801250458,0.0001,0.06467606872320175,0.2,1010
,,,,,,30600,0.89,0,102,1.68,45705,-0.12756481,,,,,,,,,,
30900,0.92,0,14869,1.34,-0.07200090328231454,30900,,,,,,,0.14323233008384706,0.0035207327,0.027244318425655365,-0.007478003716096282,0.2937150001525879,-0.21470178991556169,0.0001,0.046146608889102936,0.2,1020
,,,,,,30900,0.79,0,103,2.1,46184,-0.26193702,,,,,,,,,,
31200,0.9,0,15020,1.66,-0.09834194975905121,31200,,,,,,,0.16951426699757577,0.0029254772,0.010880681872367858,-0.005634008478373289,0.23534661531448364,-0.20475974738597869,0.0001,0.06366626173257828,0.2,1030
,,,,,,31200,0.84,0,104,1.87,46684,-0.1796378,,,,,,,,,,
31500,0.96,0,15146,1.18,-0.028193339835852385,31500,,,,,,,0.14161233231425285,0.003457525,0.027357954680919647,-0.007734166745794937,0.19249224662780762,-0.15323960706591605,0.0001,0.03879797086119652,0.2,1040
,,,,,,31500,0.72,0,105,2.42,47105,-0.33137163999999997,,,,,,,,,,
31800,1.0,0,15308,1.1,-0.007807562309317291,31800,,,,,,,0.13786956414580345,0.0014442243,0.014801136404275893,-0.00414397614178597,0.2956323027610779,-0.1831418238580227,0.0001,0.042030252516269684,0.2,1050
,,,,,,31800,0.87,0,106,1.79,47500,-0.15359466000000002,,,,,,,,,,
32100,0.9,0,15470,1.54,-0.11452090995851905,32100,,,,,,,0.13075997605919837,0.0027993124,0.018607954680919647,-0.008045555092976428,0.26693546772003174,-0.23111322656273842,0.0001,0.034761037677526474,0.2,1060
,,,,,,32100,0.85,0,107,1.88,47929,-0.17403499999999997,,,,,,,,,,
32400,0.94,0,15621,1.34,-0.05153556573204696,32400,,,,,,,0.10884267635643483,0.0016936641,0.011335227340459823,-0.004062810240429826,0.381722092628479,-0.13659212708473206,0.0001,0.027054784819483757,0.2,1070
,,,,,,32400,0.87,0,108,1.91,48337,-0.15461049000000002,,,,,,,,,,
32700,0.94,0,15774,1.3,-0.07072361221536994,32700,,,,,,,0.16423293560743332,0.0010685237,0.007613636404275894,-0.004799952217726968,0.151034414768219,-0.208094302713871,0.0001,0.050071824342012405,0.2,1080
,,,,,,32700,0.8,0,109,2.1,48742,-0.25775595999999995,,,,,,,,,,
33000,0.98,0,15931,1.12,-0.03005826427601278,33000,,,,,,,0.1449407920241356,0.0018018885,0.01875000014901161,-0.005157096465700306,0.25572699308395386,-0.15374174743890762,0.0001,0.05158877745270729,0.2,1090
,,,,,,33000,0.8,0,110,2.0,49151,-0.23626001,,,,,,,,,,
33300,0.9,0,16085,1.48,-0.09279930061195046,33300,,,,,,,0.16008370324969293,0.0010904993,0.01213068187236786,-0.005162862745019084,0.125258207321167,-0.14689593762159348,0.0001,0.06364816427230835,0.2,1100
,,,,,,33300,0.82,0,111,1.98,49569,-0.19228767000000002,,,,,,,,,,
33600,0.94,0,16245,1.36,-0.07105086967814714,33600,,,,,,,0.16620606452226638,0.0009917928,0.010852272808551788,-0.003847509655170143,0.24659639596939087,-0.1457559123635292,0.0001,0.025695214048027992,0.2,1110
,,,,,,33600,0.87,0,112,1.82,49978,-0.15149425,,,,,,,,,,
33900,0.92,0,16386,1.5,-0.054885567352175715,33900,,,,,,,0.16154124602675438,0.0010530738,0.009943181872367859,-0.0025504658708814533,0.26797473430633545,-0.0908345802128315,0.0001,0.02996145747601986,0.2,1120
,,,,,,33900,0.79,0,113,2.25,50411,-0.24482621,,,,,,,,,,
34200,0.84,0,16527,1.8,-0.17754588185343892,34200,,,,,,,0.14615075051784515,0.00084482785,0.008522727340459824,-0.0023117188052856363,0.2472500205039978,-0.12709187865257263,0.0001,0.04822054132819176,0.2,1130
,,,,,,34200,0.8,0,114,2.02,50857,-0.23988616000000001,,,,,,,,,,
34500,0.98,0,16669,1.16,-0.028314311681315305,34500,,,,,,,0.1412701737880707,0.00082767045,0.0041761364042758944,-0.0035162191846757197,0.32070356607437134,-0.1022285445034504,0.0001,0.03757408261299133,0.2,1140
,,,,,,34500,0.77,0,115,2.13,51287,-0.28650981000000003,,,,,,,,,,
34800,0.88,0,16816,1.52,-0.11263380985707044,34800,,,,,,,0.14660733833909034,0.0021958896,0.03119318202137947,-0.005184207894490101,0.3246675729751587,-0.146083202958107,0.0001,0.05390482768416405,0.2,1150
,,,,,,34800,0.82,0,116,1.99,51707,-0.24114372,,,,,,,,,,
35100,0.94,0,16965,1.48,-0.05315022909082472,35100,,,,,,,0.17229469925165175,0.000739965,0.004517045468091964,-0.00265993302618881,0.13010859489440918,-0.08945964634418488,0.0001,0.04706951230764389,0.2,1160
,,,,,,35100,0.8,0,117,2.03,52157,-0.23382229000000002,,,,,,,,,,
35400,1.0,0,17129,1.1,-0.007592022716999054,35400,,,,,,,0.160244929343462,0.0018884115,0.006164772808551789,-0.0019085471083599259,0.33429670333862305,-0.10410929664969444,0.0001,0.0635359063744545,0.2,1170
,,,,,,35400,0.85,0,118,1.76,52659,-0.18340868,,,,,,,,,,
35700,0.96,0,17268,1.3,-0.052629130026325584,35700,,,,,,,0.14551838979125023,0.004632232,0.027073863744735718,-0.002888171464874176,0.2184879183769226,-0.14059866800904275,0.0001,0.029192324727773666,0.2,1180
,,,,,,35700,0.78,0,119,2.23,53087,-0.25493231,,,,,,,,,,
36000,0.86,0,17420,1.74,-0.1465952505590394,36000,,,,,,,0.16332167282700538,0.0008397272,0.011448863744735718,-0.0031423665420152245,0.20208632946014404,-0.14427009463310242,0.0001,0.0688461884856224,0.2,1190
,,,,,,36000,0.81,0,120,1.92,53542,-0.19340453,,,,,,,,,,
36300,0.92,0,17587,1.4,-0.09311553596053272,36300,,,,,,,0.13782946199178694,0.00022179727,0.0037215909361839293,-0.0017901361010444817,0.31743621826171875,-0.10106536149978637,0.0001,0.06822383403778076,0.2,1200
,,,,,,36300,0.83,0,121,1.91,53961,-0.17534343000000002,,,,,,,,,,
36600,0.96,0,17732,1.18,-0.048093896638602016,36600,,,,,,,0.11724794209003449,0.00025233466,0.0037215909361839293,-0.0012466928130015732,0.31895697116851807,-0.09470149174332619,0.0001,0.04833407700061798,0.2,1210
,,,,,,36600,0.83,0,122,1.95,54388,-0.17625571999999998,,,,,,,,,,
36900,0.98,0,17873,1.2,-0.02911404563114047,36900,,,,,,,0.17791901275515556,0.0012826017,0.010625,-0.004404633290832862,0.005271255970001221,-0.09639220371842384,0.0001,0.052192606031894684,0.2,1220
,,,,,,36900,0.74,0,123,2.25,54790,-0.30807269000000004,,,,,,,,,,
37200,1.0,0,18026,1.16,-0.008684101267717778,37200,,,,,,,0.17174279540777207,0.002106471,0.01056818187236786,-0.0038046752440277485,0.25433874130249023,-0.11151223555207253,0.0001,0.038657546043395996,0.2,1230
,,,,,,37200,0.82,0,124,1.94,55204,-0.21766991000000005,,,,,,,,,,
37500,0.98,0,18159,1.26,-0.03679644129239023,37500,,,,,,,0.1447092190384865,0.00080071914,0.00838068187236786,-0.0019497874203898392,0.31453073024749756,-0.0664357651770115,0.0001,0.028045259416103363,0.2,1240
,,,,,,37500,0.76,0,125,2.25,55616,-0.27043576,,,,,,,,,,
37800,0.92,0,18328,1.44,-0.09832753974013031,37800,,,,,,,0.1852227583527565,0.00087935495,0.009346590936183929,-0.0035235106269828976,0.2134494185447693,-0.1119302287697792,0.0001,0.054571107029914856,0.2,1250
,,,,,,37800,0.87,0,126,1.77,56044,-0.14619997000000004,,,,,,,,,,
38100,0.94,0,18485,1.26,-0.07471416930202394,38100,,,,,,,0.10724713757634163,0.00018326123,0.0023295454680919646,-0.0014008904388174415,0.44637244939804077,-0.06910593621432781,0.0001,0.04875846952199936,0.2,1260
,,,,,,38100,0.83,0,127,1.89,56503,-0.16015439000000004,,,,,,,,,,
38400,0.96,0,18652,1.26,-0.052639740775339304,38400,,,,,,,0.13929005965590477,0.00096141564,0.004801136404275894,-0.0012082636181730776,0.26798146963119507,-0.06993326254189014,0.0001,0.04058295488357544,0.2,1270
,,,,,,38400,0.87,0,128,1.82,56912,-0.18143816000000004,,,,,,,,,,
38700,0.96,0,18820,1.2,-0.02876524543389678,38700,,,,,,,0.12694474518299104,3.0107982e-05,0.0,-0.00015095632521479275,0.31703752279281616,-0.06631428241729737,0.0001,0.04175959900021553,0.2,1280
,,,,,,38700,0.9,0,129,1.79,57313,-0.14103275,,,,,,,,,,
39000,0.9,0,18983,1.5,-0.09503358209505677,39000,,,,,,,0.1262483660876751,3.93139e-05,0.0,-0.0001955744814537752,0.3276575803756714,-0.05614239439368248,0.0001,0.04096690192818642,0.2,1290
,,,,,,39000,0.87,0,130,1.85,57742,-0.13348411999999998,,,,,,,,,,
39300,0.98,0,19121,1.18,-0.008656122856773436,39300,,,,,,,0.12532626003026962,0.0018033966,0.010738636404275893,-0.0025497571751475333,0.33691704273223877,-0.07756449431180953,0.0001,0.04637875407934189,0.2,1300
,,,,,,39300,0.8,0,131,2.1,58172,-0.25638763999999997,,,,,,,,,,
39600,0.92,0,19276,1.48,-0.0930347448028624,39600,,,,,,,0.1876567444205284,5.7476438e-05,0.0,-0.00016847538381625782,0.22281014919281006,-0.06348085582256317,0.0001,0.04524777829647064,0.2,1310
,,,,,,39600,0.85,0,132,1.89,58595,-0.16884306,,,,,,,,,,
39900,0.98,0,19425,1.3,-0.031994550358504056,39900,,,,,,,0.17450292006134988,0.00061896245,0.004772727340459824,-0.0029186991769165616,0.13871675729751587,-0.06918043799698353,0.0001,0.07773593813180923,0.2,1320
,,,,,,39900,0.84,0,133,1.96,59022,-0.17304022999999996,,,,,,,,,,
40200,0.96,0,19572,1.34,-0.05290406829677522,40200,,,,,,,0.15277826592326163,6.771562e-07,0.0,-1.9753405224491873e-05,0.12796151638031006,-0.06030761979520321,0.0001,0.06296337395906448,0.2,1330
,,,,,,40200,0.82,0,134,2.03,59452,-0.21945055999999996,,,,,,,,,,
40500,1.0,0,19717,1.04,-0.006669157417491078,40500,,,,,,,0.16788194060325623,0.005715901,0.007017045468091965,-0.002331534584009205,0.2521936297416687,-0.0755489308387041,0.0001,0.07187146693468094,0.2,1340
,,,,,,40500,0.84,0,135,1.93,59871,-0.20400081999999997,,,,,,,,,,
40800,0.96,0,19869,1.3,-0.03022311070933938,40800,,,,,,,0.14886023461818695,0.000141304,0.00125,-0.0008327918261250033,0.28311049938201904,-0.06589738309383392,0.0001,0.05956897512078285,0.2,1350
,,,,,,40800,0.8,0,136,1.99,60296,-0.22758699999999998,,,,,,,,,,
41100,0.94,0,20032,1.4,-0.05262456057593226,41100,,,,,,,0.14606142684817314,0.00021599625,0.004517045468091964,-0.001217163602814253,0.2812410593032837,-0.07671837776899337,0.0001,0.05108615383505821,0.2,1360
,,,,,,41100,0.81,0,137,1.94,60744,-0.1781513,,,,,,,,,,
41400,0.92,0,20178,1.5,-0.09501991979777813,41400,,,,,,,0.13187582038342952,0.008887166,0.009119318276643753,-0.0035733944060484645,0.300420880317688,-0.09248248249292373,0.0001,0.04039796069264412,0.2,1370
,,,,,,41400,0.81,0,138,2.02,61165,-0.20973833,,,,,,,,,,
41700,0.88,0,20335,1.7,-0.14820479643996806,41700,,,,,,,0.1640426029264927,0.000591673,0.003863636404275894,-0.002087915380125196,0.25509965419769287,-0.08845814391970634,0.0001,0.04954082891345024,0.2,1380
,,,,,,41700,0.87,0,139,1.92,61608,-0.14161321999999998,,,,,,,,,,
42000,0.94,0,20477,1.5,-0.07233477465808391,42000,,,,,,,0.16239267751574515,0.010005267,0.01673295468091965,-0.005631580893532373,0.11649680137634277,-0.0823815044760704,0.0001,0.10361912101507187,0.2,1390
,,,,,,42000,0.81,0,140,2.11,62040,-0.23839047000000005,,,,,,,,,,
42300,0.96,0,20628,1.18,-0.04886545098386705,42300,,,,,,,0.17478879988193513,0.0010008698,0.009801136404275894,-0.0022376209986396133,0.15396904945373535,-0.08876440435647964,0.0001,0.058661483228206635,0.2,1400
,,,,,,42300,0.82,0,141,2.0,62471,-0.21245502000000002,,,,,,,,,,
42600,0.96,0,20777,1.24,-0.028947062119841577,42600,,,,,,,0.13613833874464035,6.0603954e-05,0.0,-0.0003857889351343147,0.39928364753723145,-0.07273245543241501,0.0001,0.046330492943525314,0.2,1410
,,,,,,42600,0.85,0,142,1.92,62901,-0.19637789999999997,,,,,,,,,,
42900,0.96,0,20917,1.38,-0.05338951383717358,42900,,,,,,,0.15205976188182832,0.00029774784,0.004517045468091964,-0.0007670781084243572,0.30506640672683716,-0.0869122363626957,0.0001,0.05309443175792694,0.2,1420
,,,,,,42900,0.74,0,143,2.32,63334,-0.27976357,,,,,,,,,,
43200,0.92,0,21069,1.44,-0.09197675507050007,43200,,,,,,,0.16593685999512672,0.0049692495,0.010738636404275893,-0.0024857682339325038,0.2556845545768738,-0.0994819661974907,0.0001,0.0656467080116272,0.2,1430
,,,,,,43200,0.84,0,144,1.95,63766,-0.16287622,,,,,,,,,,
43500,0.98,0,21219,1.18,-0.029299611202441157,43500,,,,,,,0.13770183697342872,0.00045011146,0.0038920454680919647,-0.002614649380229821,0.25714921951293945,-0.09683099702000618,0.0001,0.06449536979198456,0.2,1440
,,,,,,43500,0.82,0,145,1.91,64183,-0.21431692,,,,,,,,,,
43800,0.9,0,21367,1.5,-0.09337612901814282,43800,,,,,,,0.15450336113572122,0.005775818,0.012528409212827683,-0.0028045757499785395,0.18653333187103271,-0.08234928920865059,0.0001,0.043064750730991364,0.2,1450
,,,,,,43800,0.85,0,146,1.97,64632,-0.17675410000000003,,,,,,,,,,
44100,0.98,0,21531,1.16,-0.03819602867588401,44100,,,,,,,0.1528516387939453,0.0043236786,0.017272727340459825,-0.005372429309954896,0.18025314807891846,-0.10841426715254783,0.0001,0.019406834617257118,0.2,1460
,,,,,,44100,0.81,0,147,1.98,65036,-0.21469223000000004,,,,,,,,,,
44400,0.98,0,21686,1.14,-0.008013610569760203,44400,,,,,,,0.1439200222492218,0.00043940468,0.00806818187236786,-0.0016099205796490422,0.3007296919822693,-0.11094460234045983,0.0001,0.038611363619565964,0.2,1470
,,,,,,44400,0.85,0,148,1.87,65468,-0.15815741,,,,,,,,,,
44700,0.94,0,21834,1.4,-0.07677399411797524,44700,,,,,,,0.13708955466747283,0.0005193127,0.005426136404275894,-0.002268458880353137,0.29847538471221924,-0.11902407705783843,0.0001,0.046465132385492325,0.2,1480
,,,,,,44700,0.81,0,149,1.94,65898,-0.19819972000000002,,,,,,,,,,
45000,0.94,0,21994,1.42,-0.05117199575062841,45000,,,,,,,0.13748031124472618,0.00029478877,0.004204545468091965,-0.0015010514672394492,0.31952399015426636,-0.11705421134829522,0.0001,0.06253352016210556,0.2,1490
,,,,,,45000,0.86,0,150,1.95,66316,-0.18077213999999997,,,,,,,,,,
45300,0.94,0,22133,1.3,-0.07073103534057737,45300,,,,,,,0.13248128011822702,0.000665238,0.007926136404275894,-0.0013955411436472787,0.360085666179657,-0.11797579169273377,0.0001,0.04107634350657463,0.2,1500
,,,,,,45300,0.81,0,151,2.11,66727,-0.24021229000000002,,,,,,,,,,
45600,0.9,0,22284,1.56,-0.11373201644048095,45600,,,,,,,0.1432306645810604,0.0007826182,0.004801136404275894,-0.0014351801447264733,0.34121978282928467,-0.12736656680703162,0.0001,0.07516252249479294,0.2,1510
,,,,,,45600,0.81,0,152,1.99,67194,-0.1882752,,,,,,,,,,
45900,0.86,0,22429,1.58,-0.13628416086081416,45900,,,,,,,0.14458844780921937,0.001567967,0.008210227340459824,-0.0027696673039281448,0.11073589324951172,-0.12718024596571922,0.0001,0.05882565677165985,0.2,1520
,,,,,,45900,0.77,0,153,2.33,67641,-0.27556354,,,,,,,,,,
46200,0.96,0,22603,1.34,-0.05030800702050328,46200,,,,,,,0.17385998234152794,0.0040389886,0.013210227340459823,-0.004159718693699688,0.10707664489746094,-0.17095244646072388,0.0001,0.049586277455091476,0.2,1530
,,,,,,46200,0.91,0,154,1.61,68087,-0.11791274,,,,,,,,,,
46500,0.96,0,22759,1.3,-0.030480707185342907,46500,,,,,,,0.1144646555185318,0.0019538435,0.018068181872367858,-0.007117192926816642,0.3536831736564636,-0.25056876242160797,0.0001,0.023433160036802292,0.2,1540
,,,,,,46500,0.85,0,155,1.93,68532,-0.17422435000000003,,,,,,,,,,
46800,0.92,0,22907,1.4,-0.09250667088199407,46800,,,,,,,0.1404801169037819,0.0021801945,0.024062500149011613,-0.00374650418641977,0.26649022102355957,-0.20442123264074324,0.0001,0.04862609878182411,0.2,1550
,,,,,,46800,0.83,0,156,2.06,68987,-0.1965891,,,,,,,,,,
47100,0.92,0,23056,1.58,-0.09570063572376966,47100,,,,,,,0.12565752670168875,0.0033685663,0.022073863744735717,-0.0057315117519465275,0.30022478103637695,-0.17502372562885285,0.0001,0.035800252109766006,0.2,1560
,,,,,,47100,0.81,0,157,2.14,69433,-0.24359521999999997,,,,,,,,,,
47400,0.98,0,23205,1.24,-0.029684259234927596,47400,,,,,,,0.14560687452554702,0.003662439,0.014914772808551788,-0.004336164356500376,0.26676809787750244,-0.1668468426167965,0.0001,0.048094652593135834,0.2,1570
,,,,,,47400,0.81,0,158,2.05,69879,-0.20345873000000003,,,,,,,,,,
47700,0.98,0,23342,1.2,-0.028849661312997342,47700,,,,,,,0.13203837528824805,0.006865154,0.013551136404275894,-0.002399721610781853,0.30185580253601074,-0.10526364296674728,0.0001,0.03490559011697769,0.2,1580
,,,,,,47700,0.78,0,159,2.14,70299,-0.22269406,,,,,,,,,,
48000,0.94,0,23502,1.36,-0.03147437174338848,48000,,,,,,,0.12886975437402726,0.001454511,0.010710227340459823,-0.0023927771242961172,0.27636444568634033,-0.11877694070339202,0.0001,0.04466662183403969,0.2,1590
,,,,,,48000,0.83,0,160,1.92,70724,-0.19070207000000003,,,,,,,,,,
48300,0.96,0,23657,1.32,-0.059729815274477,48300,,,,,,,0.1348155705630779,0.0045282906,0.011988636404275894,-0.0032612005556802615,0.3371226191520691,-0.11196603089570999,0.0001,0.044917479157447815,0.2,1600
,,,,,,48300,0.84,0,161,1.91,71390,-0.19586745000000005,,,,,,,,,,
48600,0.96,0,23809,1.26,-0.050294291358441115,48600,,,,,,,0.14824021279811858,0.0014300608,0.007272727340459823,-0.003888908698791056,0.31421011686325073,-0.0983700567483902,0.0001,0.051577597856521606,0.2,1610
,,,,,,48600,0.86,0,162,1.97,71850,-0.19786669,,,,,,,,,,
48900,0.94,0,23961,1.42,-0.07878653158899397,48900,,,,,,,0.1262454630434513,0.000115496616,0.0,-0.0018624123103290913,0.3734399080276489,-0.10335806295275689,0.0001,0.019552700221538544,0.2,1620
,,,,,,48900,0.9,0,163,1.81,72282,-0.14259223000000001,,,,,,,,,,
49200,0.94,0,24119,1.32,-0.07003975144587457,49200,,,,,,,0.15316697247326375,0.0044289837,0.008522727340459824,-0.0035069842961092945,0.1548728346824646,-0.11578556537628173,0.0001,0.019621074199676514,0.2,1630
,,,,,,49200,0.84,0,164,1.92,72706,-0.17061010999999993,,,,,,,,,,
49500,0.92,0,24263,1.38,-0.09164034760091454,49500,,,,,,,0.14218371346592903,0.00050653814,0.0027840909361839293,-0.0020035893470048906,0.25030380487442017,-0.09001263543963432,0.0001,0.04958634451031685,0.2,1640
,,,,,,49500,0.79,0,165,2.09,73149,-0.26704259999999996,,,,,,,,,,
49800,0.98,0,24418,1.2,-0.030943783605471252,49800,,,,,,,0.1764662094414234,0.0017508358,0.011505681872367859,-0.0038166466924303677,0.267836332321167,-0.10292853638529778,0.0001,0.06563977152109146,0.2,1650
,,,,,,49800,0.9,0,166,1.85,73590,-0.13217274999999998,,,,,,,,,,
50100,0.96,0,24577,1.16,-0.049393570031970736,50100,,,,,,,0.1494760863482952,0.0010954344,0.007471590936183929,-0.002250044996762881,0.2528643012046814,-0.09247342586517333,0.0001,0.03424808755517006,0.2,1660
,,,,,,50100,0.86,0,167,1.87,74018,-0.17202291000000003,,,,,,,,,,
50400,0.94,0,24731,1.4,-0.07310722241178155,50400,,,,,,,0.14771012738347053,0.005211159,0.0078125,-0.0025435083456977737,0.20163685083389282,-0.09511846527457238,0.0001,0.056922707706689835,0.2,1670
,,,,,,50400,0.78,0,168,2.03,74483,-0.23715793,,,,,,,,,,
50700,0.96,0,24885,1.26,-0.0303202915051952,50700,,,,,,,0.1289602792263031,0.0005130373,0.00622159093618393,-0.0013868705937784397,0.37573087215423584,-0.07806837402284145,0.0001,0.06807015836238861,0.2,1680
,,,,,,50700,0.87,0,169,2.02,74928,-0.17763934999999997,,,,,,,,,,
51000,0.94,0,25037,1.38,-0.07776039263233542,51000,,,,,,,0.15125794738531112,0.0026808502,0.00965909093618393,-0.0017085788657277589,0.14178776741027832,-0.07769387260079384,0.0001,0.05366985872387886,0.2,1690
,,,,,,51000,0.82,0,170,1.95,75406,-0.19841778999999998,,,,,,,,,,
51300,0.96,0,25193,1.5,-0.03506173638626933,51300,,,,,,,0.16351246178150178,0.00057012227,0.005880681872367859,-0.002170014921830443,0.13842934370040894,-0.06390777483582497,0.0001,0.054186418652534485,0.2,1700
,,,,,,51300,0.87,0,171,1.76,75878,-0.12279074,,,,,,,,,,
51600,0.96,0,25350,1.36,-0.05065863701980561,51600,,,,,,,0.12184582844376564,0.0007714577,0.00625,-0.0016145298476499192,0.31641530990600586,-0.06755790017545223,0.0001,0.04970714449882507,0.2,1710
,,,,,,51600,0.82,0,172,1.89,76330,-0.2102519,,,,,,,,,,
51900,0.88,0,25487,1.64,-0.09850678853224963,51900,,,,,,,0.153757713586092,0.0030636122,0.011477272808551788,-0.001913051211158745,0.27914154529571533,-0.09327573150396347,0.0001,0.07006966322660446,0.2,1720
,,,,,,51900,0.78,0,173,2.24,76770,-0.24622492,,,,,,,,,,
52200,0.98,0,25646,1.14,-0.02811913543380797,52200,,,,,,,0.16443100407719613,0.00090947794,0.00806818187236786,-0.0020404842594871297,0.19195491075515747,-0.07665659934282303,0.0001,0.073896624147892,0.2,1730
,,,,,,52200,0.84,0,174,1.84,77189,-0.16986993000000003,,,,,,,,,,
52500,0.96,0,25804,1.2,-0.05129657059907913,52500,,,,,,,0.1357793115079403,0.00085913483,0.009261363744735717,-0.0027367547517951605,0.31273311376571655,-0.0869168147444725,0.0001,0.03487091138958931,0.2,1740
,,,,,,52500,0.85,0,175,1.93,77641,-0.15745262999999998,,,,,,,,,,
52800,0.98,0,25956,1.28,-0.030153099982999265,52800,,,,,,,0.14474459543824195,0.0006728766,0.005454545468091964,-0.0019094052817308694,0.20253193378448486,-0.05835881270468235,0.0001,0.06989211589097977,0.2,1750
,,,,,,52800,0.83,0,176,2.0,78100,-0.21395186,,,,,,,,,,
53100,0.96,0,26110,1.28,-0.05054442706983536,53100,,,,,,,0.16854021206498146,0.0097408425,0.011335227340459823,-0.004582672323652445,0.1937953233718872,-0.08918097048997879,0.0001,0.025296993553638458,0.2,1760
,,,,,,53100,0.81,0,177,1.99,78538,-0.20217753000000002,,,,,,,,,,
53400,0.98,0,26264,1.32,-0.033263472905382514,53400,,,,,,,0.16342643544077873,0.0023161785,0.013039772808551788,-0.004585186191834509,0.1595611572265625,-0.08502182245254516,0.0001,0.052781280130147934,0.2,1770
,,,,,,53400,0.85,0,178,2.0,78982,-0.18780487,,,,,,,,,,
53700,0.98,0,26435,1.24,-0.03137004331685603,53700,,,,,,,0.13278890281915665,0.0004969222,0.007130681872367859,-0.003306204523505585,0.25252020359039307,-0.05605086207389832,0.0001,0.04147450625896454,0.2,1780
,,,,,,53700,0.9,0,179,1.68,79426,-0.11981916,,,,,,,,,,
54000,0.96,0,26571,1.32,-0.05811077524907887,54000,,,,,,,0.12230938524007798,0.0044949115,0.005880681872367859,-0.001738824349886272,0.28418171405792236,-0.04492354474961758,0.0001,0.04425628483295441,0.2,1790
,,,,,,54000,0.78,0,180,2.17,79868,-0.27043554,,,,,,,,,,
54300,0.98,0,26744,1.24,-0.009813509597443044,54300,,,,,,,0.15596469417214393,0.0028614393,0.00806818187236786,-0.0023002346195062275,0.31322067975997925,-0.038867900557816026,0.0001,0.0870547741651535,0.2,1800
,,,,,,54300,0.88,0,181,1.73,80289,-0.13038202999999998,,,,,,,,,,
54600,0.92,0,26895,1.36,-0.07177728530485183,54600,,,,,,,0.13749375313520432,0.0002624854,0.0009375,-0.00028175004421015614,0.15348398685455322,-0.040147406533360484,0.0001,0.03967517614364624,0.2,1810
,,,,,,54600,0.83,0,182,2.02,80745,-0.21394878000000003,,,,,,,,,,
54900,0.96,0,27049,1.22,-0.05527061789762229,54900,,,,,,,0.1505458214879036,0.00018716887,0.0010795454680919648,-0.0012739025810742533,0.18796515464782715,-0.03171656407415867,0.0001,0.036800600588321686,0.2,1820
,,,,,,54900,0.83,0,183,1.93,81189,-0.20309447,,,,,,,,,,
55200,0.96,0,27213,1.22,-0.049279937632381914,55200,,,,,,,0.1159597471356392,0.0002003541,0.0021875,-0.0011011480373628046,0.4047592282295227,-0.035867862664163114,0.0001,0.03224271908402443,0.2,1830
,,,,,,55200,0.87,0,184,1.84,81658,-0.16779526,,,,,,,,,,
