eval/mean_ep_length,eval/success_rate,eval/mean_reward,env/completion_counter,env/current_idx,time/total_timesteps,env/n_steps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/value_loss,train/loss,train/n_updates,train/clip_range,train/entropy_loss
1.46,0.92,-0.09325877202209085,0,10,30,30,,,,,,,,,,,,,,,,
,,,,,30,,1,-0.5702623333333333,3.0,0.5555555555555556,153,0,,,,,,,,,,
1.38,0.92,-0.09121506447903811,0,19,60,60,,,,,,,-0.0025400400316961226,-0.33523809909820557,3.249049e-05,0.0001,0.0,1.0567838907241822,0.3590632379055023,5,0.2,-1.9458719730377196
,,,,,60,,2,-0.49360966666666667,3.111111111111111,0.6111111111111112,287,0,,,,,,,,,,
1.24,0.96,-0.05291137762367725,0,29,90,90,,,,,,,-0.0023886965898171296,0.08111172914505005,3.624956e-05,0.0001,0.0,0.23994593024253846,0.07807958871126175,10,0.2,-1.9457720994949341
,,,,,90,,3,-0.41518442857142857,3.107142857142857,0.6071428571428571,400,0,,,,,,,,,,
1.38,0.94,-0.07486592193134128,0,40,120,120,,,,,,,-0.0014298065511198388,-0.6185896396636963,2.6651223e-05,0.0001,0.0,0.3822010815143585,0.18552656471729279,15,0.2,-1.9456245183944703
,,,,,120,,4,-0.44519579487179484,3.0256410256410255,0.5897435897435898,516,0,,,,,,,,,,
1.48,0.92,-0.09665290891658515,0,50,150,150,,,,,,,-0.000721486413579786,-0.4000955820083618,2.1133821e-05,0.0001,0.0,0.2504293411970139,0.10960742831230164,20,0.2,-1.9454105854034425
,,,,,150,,5,-0.4415732448979592,3.0408163265306123,0.5918367346938775,642,0,,,,,,,,,,
1.38,0.94,-0.07509787090588362,0,60,180,180,,,,,,,-0.0005429571938780243,-0.5648170709609985,1.5644233e-05,0.0001,0.0,0.411343514919281,0.19312869012355804,25,0.2,-1.945246124267578
,,,,,180,,6,-0.4016757457627118,3.016949152542373,0.6440677966101694,752,0,,,,,,,,,,
1.4,0.92,-0.07227821310516447,0,70,210,210,,,,,,,-0.0008644918278633895,-0.07133269309997559,1.9713243e-05,0.0001,0.0,0.38260846138000487,0.16217367351055145,30,0.2,-1.9450420141220093
,,,,,210,,7,-0.4247865072463768,3.028985507246377,0.6376811594202898,876,0,,,,,,,,,,
1.5,0.92,-0.10400082596112042,0,82,240,240,,,,,,,-0.001393870116832474,0.4435390830039978,3.1244756e-05,0.0001,0.0,0.1549457460641861,0.06401096284389496,35,0.2,-1.9449681520462037
,,,,,240,,8,-0.4054932592592593,2.962962962962963,0.654320987654321,1000,0,,,,,,,,,,
1.22,0.96,-0.04909543302841485,0,92,270,270,,,,,,,-0.0006393277563617516,0.3339177370071411,2.2838512e-05,0.0001,0.0,0.180009725689888,0.08207152783870697,40,0.2,-1.9446322441101074
,,,,,270,,9,-0.42082874725274727,2.967032967032967,0.6483516483516484,1107,0,,,,,,,,,,
1.5,0.9,-0.11296373715624214,0,99,300,300,,,,,,,-0.0005018474555498643,-0.3741872310638428,2.3017326e-05,0.0001,0.0,0.4163307785987854,0.18637052178382874,45,0.2,-1.9442709922790526
,,,,,300,,10,-0.4429072142857142,3.0510204081632653,0.6326530612244898,1234,0,,,,,,,,,,
1.32,0.94,-0.07106419029645622,0,106,330,330,,,,,,,-0.0010942230509435546,-0.0841062068939209,2.8606255e-05,0.0001,0.0,0.2328518271446228,0.10381118208169937,50,0.2,-1.9438923120498657
,,,,,330,,11,-0.45312885999999997,3.16,0.62,1348,0,,,,,,,,,,
1.34,0.94,-0.0734399062115699,0,117,360,360,,,,,,,-0.0019423174726155069,-0.9833979606628418,5.6030352e-05,0.0001,0.0,0.32087265849113467,0.14441266655921936,55,0.2,-1.9435087203979493
,,,,,360,,12,-0.45628884999999997,3.09,0.62,1461,0,,,,,,,,,,
1.26,0.96,-0.00966230480466038,0,127,390,390,,,,,,,-0.0016238788429957297,-0.3384486436843872,6.100138e-05,0.0001,0.0,0.3483144104480743,0.15533947944641113,60,0.2,-1.9427220106124878
,,,,,390,,13,-0.47215676,3.1,0.62,1582,0,,,,,,,,,,
1.22,0.98,-0.03409448554739356,0,134,420,420,,,,,,,-0.0007636467712778483,-0.016115665435791016,4.623135e-05,0.0001,0.0,0.28087941408157346,0.11606892198324203,65,0.2,-1.9415127038955688
,,,,,420,,14,-0.48442373000000005,3.18,0.61,1692,0,,,,,,,,,,
1.32,0.96,-0.03874448040034622,0,143,450,450,,,,,,,-0.0009553909600558796,-0.16912662982940674,4.9302977e-05,0.0001,0.0,0.22687358558177947,0.10609016567468643,70,0.2,-1.9404238224029542
,,,,,450,,15,-0.48949104,3.21,0.61,1798,0,,,,,,,,,,
1.56,0.88,-0.14174504559487106,0,153,480,480,,,,,,,-0.0010592738826137094,-0.3609349727630615,2.7783712e-05,0.0001,0.0,0.31997674107551577,0.14177721738815308,75,0.2,-1.9395119428634644
,,,,,480,,16,-0.4975554000000001,3.19,0.61,1926,0,,,,,,,,,,
1.46,0.94,-0.07614600888919085,0,162,510,510,,,,,,,-0.002821869435720181,-0.7717273235321045,8.126299e-05,0.0001,0.0,0.4432223975658417,0.2100144326686859,80,0.2,-1.9382805585861207
,,,,,510,,17,-0.52778758,3.26,0.57,2059,0,,,,,,,,,,
1.3,0.94,-0.04999412167817354,0,172,540,540,,,,,,,-0.002559642737420731,-0.17571401596069336,0.000105901556,0.0001,0.0,0.16092117726802826,0.06975981593132019,85,0.2,-1.9355616092681884
,,,,,540,,18,-0.51156801,3.22,0.57,2168,0,,,,,,,,,,
1.42,0.92,-0.09115894359070807,0,183,570,570,,,,,,,-0.004541178088014419,0.13556760549545288,0.00019804835,0.0001,0.0,0.21797160506248475,0.09395214915275574,90,0.2,-1.9333932399749756
,,,,,570,,19,-0.52676878,3.24,0.56,2282,0,,,,,,,,,,
1.64,0.92,-0.09800373791251332,0,194,600,600,,,,,,,0.00047284960630378237,0.2927546501159668,8.2240505e-05,0.0001,0.0,0.22216033935546875,0.10218720883131027,95,0.2,-1.9290693044662475
,,,,,600,,20,-0.52016013,3.19,0.57,2412,0,,,,,,,,,,
1.32,0.96,-0.03225208095740527,0,206,630,630,,,,,,,-0.002933828796570381,0.21283096075057983,9.396076e-05,0.0001,0.0,0.2795913815498352,0.12951835989952087,100,0.2,-1.928344488143921
,,,,,630,,21,-0.47920471,3.0,0.59,2526,0,,,,,,,,,,
1.44,0.94,-0.0771940836077556,0,212,660,660,,,,,,,-0.0012047378410352748,0.19646185636520386,6.34114e-05,0.0001,0.0,0.20608968436717987,0.09577829390764236,105,0.2,-1.9252562046051025
,,,,,660,,22,-0.5130555,3.14,0.55,2644,0,,,,,,,,,,
1.28,0.96,-0.06053736749570817,0,222,690,690,,,,,,,0.00026426414959139776,0.14794063568115234,6.448428e-05,0.0001,0.0,0.2135747492313385,0.09109344333410263,110,0.2,-1.9219394683837892
,,,,,690,,23,-0.5226782700000001,3.12,0.55,2752,0,,,,,,,,,,
1.24,0.96,-0.05052344528958201,0,230,720,720,,,,,,,-0.001199728267577882,0.12871336936950684,4.6310823e-05,0.0001,0.0,0.21097765862941742,0.08018355071544647,115,0.2,-1.9204149961471557
,,,,,720,,24,-0.52403446,3.13,0.55,2851,0,,,,,,,,,,
1.26,0.96,-0.05526671150233597,0,240,750,750,,,,,,,-0.001334723673450533,0.17222857475280762,4.828572e-05,0.0001,0.0,0.22167698442935943,0.10999983549118042,120,0.2,-1.9181176662445067
,,,,,750,,25,-0.48317156000000006,3.06,0.56,2958,0,,,,,,,,,,
1.3,0.94,-0.04988872883375734,0,251,780,780,,,,,,,-0.0017444900384483652,0.018567979335784912,6.65466e-05,0.0001,0.0,0.3301889955997467,0.14296482503414154,125,0.2,-1.9160065174102783
,,,,,780,,26,-0.53356855,3.11,0.52,3073,0,,,,,,,,,,
1.48,0.92,-0.09373778190463782,0,263,810,810,,,,,,,-0.0010542817693202978,0.38104552030563354,3.2671294e-05,0.0001,0.0,0.1439664125442505,0.06672437489032745,130,0.2,-1.9124217748641967
,,,,,810,,27,-0.49739172,2.98,0.56,3200,0,,,,,,,,,,
1.62,0.86,-0.11557780264411122,0,273,840,840,,,,,,,0.00026926815433370166,0.1535155177116394,4.689296e-05,0.0001,0.0,0.20544894337654113,0.09441206604242325,135,0.2,-1.9128312349319458
,,,,,840,,28,-0.5090586799999999,2.94,0.56,3333,0,,,,,,,,,,
1.2,0.98,-0.02880860005971044,0,281,870,870,,,,,,,-0.001656567264969233,0.018841803073883057,4.3203432e-05,0.0001,0.0,0.2491430699825287,0.11624517291784286,140,0.2,-1.9135810613632203
,,,,,870,,29,-0.54178506,3.04,0.53,3437,0,,,,,,,,,,
1.48,0.9,-0.11378480797633529,0,294,900,900,,,,,,,-0.00012554665998294469,-0.3627840280532837,3.477931e-05,0.0001,0.0,0.14910693764686583,0.06454461812973022,145,0.2,-1.913384985923767
,,,,,900,,30,-0.48541287,3.02,0.57,3561,0,,,,,,,,,,
1.44,0.92,-0.07532893828116358,0,306,930,930,,,,,,,-0.001268941562933179,-0.4031292200088501,2.1761656e-05,0.0001,0.0,0.49741837978363035,0.2384837120771408,150,0.2,-1.91322979927063
,,,,,930,,31,-0.4809997,3.01,0.58,3680,0,,,,,,,,,,
1.22,0.96,-0.04899501219857484,0,316,960,960,,,,,,,-0.0015300866472536256,-0.17003583908081055,4.679958e-05,0.0001,0.0,0.32531729340553284,0.14991183578968048,155,0.2,-1.9110968589782715
,,,,,960,,32,-0.43705391000000005,2.9,0.62,3824,0,,,,,,,,,,
1.6,0.9,-0.1140840970305726,0,331,990,990,,,,,,,-0.0044755045371130285,-0.14520800113677979,0.000186493,0.0001,0.0,0.269768613576889,0.11570847034454346,160,0.2,-1.9075895309448243
,,,,,990,,33,-0.37267666000000005,2.68,0.67,3970,0,,,,,,,,,,
1.46,0.92,-0.10794002765323966,0,347,1020,1020,,,,,,,-0.0014856386176930413,0.044279515743255615,0.00028946003,0.0001,0.0,0.21039509773254395,0.09228113293647766,165,0.2,-1.9029433250427246
,,,,,1020,,34,-0.3157871400000001,2.53,0.72,4088,0,,,,,,,,,,
1.24,0.98,-0.031778055094182495,0,358,1050,1050,,,,,,,-0.002478125157455935,0.11334043741226196,0.00022440552,0.0001,0.0,0.15807413756847383,0.06370462477207184,170,0.2,-1.896066379547119
,,,,,1050,,35,-0.31555770000000005,2.52,0.72,4198,0,,,,,,,,,,
1.24,0.98,-0.030532835172489284,0,365,1080,1080,,,,,,,-0.003737859120592546,-0.7170330286026001,0.00020768245,0.0001,0.0,0.7646353244781494,0.3656531572341919,175,0.2,-1.8910267114639283
,,,,,1080,,36,-0.34143927999999996,2.6,0.7,4303,0,,,,,,,,,,
1.46,0.9,-0.08204385014716536,0,376,1110,1110,,,,,,,-0.0007702297923003698,-0.8436311483383179,0.00011457006,0.0001,0.0,0.6993789434432983,0.2979612648487091,180,0.2,-1.8805449247360229
,,,,,1110,,37,-0.31951474999999996,2.57,0.71,4430,0,,,,,,,,,,
1.8,0.88,-0.09958581343758852,0,385,1140,1140,,,,,,,-3.3660528036527636e-05,-0.672581672668457,3.1117597e-05,0.0001,0.0,0.33521345257759094,0.15238142013549805,185,0.2,-1.8753592252731324
,,,,,1140,,38,-0.32545980999999996,2.59,0.7,4576,0,,,,,,,,,,
1.36,0.92,-0.09535077925305814,0,398,1170,1170,,,,,,,-0.0023410310309070147,-0.14052951335906982,5.397002e-05,0.0001,0.0,0.30094407200813295,0.12153131514787674,190,0.2,-1.874755358695984
,,,,,1170,,39,-0.34837380999999995,2.57,0.7,4712,0,,,,,,,,,,
1.02,1.0,-0.006380583024583757,0,411,1200,1200,,,,,,,-0.004174215071834642,-0.14679455757141113,0.00013606946,0.0001,0.0,0.5747394442558289,0.2822997570037842,195,0.2,-1.8671597480773925
,,,,,1200,,40,-0.34698486999999995,2.58,0.71,4807,0,,,,,,,,,,
1.26,0.94,-0.04950791714712977,0,427,1230,1230,,,,,,,-0.0025501314364376527,-0.13414597511291504,0.00013501446,0.0001,0.0,0.3445522844791412,0.149437814950943,200,0.2,-1.8584352493286134
,,,,,1230,,41,-0.33664074,2.54,0.73,4923,0,,,,,,,,,,
1.38,0.96,-0.055314545184373856,0,435,1260,1260,,,,,,,0.000610003177231988,-0.0934523344039917,6.4369044e-05,0.0001,0.0,0.27943012714385984,0.11281197518110275,205,0.2,-1.851915717124939
,,,,,1260,,42,-0.3573654599999999,2.62,0.7,5043,0,,,,,,,,,,
1.2,0.96,-0.04852262159343809,0,446,1290,1290,,,,,,,-0.0018203171102022964,-0.18335115909576416,6.640156e-05,0.0001,0.0,0.2569017320871353,0.12771284580230713,210,0.2,-1.8502265214920044
,,,,,1290,,43,-0.37816593,2.71,0.69,5154,0,,,,,,,,,,
1.16,0.98,-0.02907511228695512,0,458,1320,1320,,,,,,,-0.0013057857759608993,0.09162867069244385,0.000116131705,0.0001,0.0,0.20378399789333343,0.09063743054866791,215,0.2,-1.8407699108123778
,,,,,1320,,44,-0.35692468,2.72,0.7,5254,0,,,,,,,,,,
1.36,0.98,-0.03225001354701817,0,470,1350,1350,,,,,,,-0.0031121404950194887,-0.0945664644241333,0.00017066201,0.0001,0.0,0.2788232326507568,0.12385021150112152,220,0.2,-1.8343141317367553
,,,,,1350,,45,-0.27959073,2.53,0.77,5372,0,,,,,,,,,,
1.42,0.92,-0.07736655250191689,0,479,1380,1380,,,,,,,-0.00033794403745588395,0.37049758434295654,0.00011021296,0.0001,0.0,0.1436175972223282,0.06288636475801468,225,0.2,-1.826390314102173
,,,,,1380,,46,-0.29712775,2.55,0.77,5497,0,,,,,,,,,,
1.54,0.9,-0.11776279631070792,0,495,1410,1410,,,,,,,0.00030240933352629893,0.08959048986434937,4.1613977e-05,0.0001,0.0,0.32908872365951536,0.16135944426059723,230,0.2,-1.8194958925247193
,,,,,1410,,47,-0.27143353,2.45,0.77,5622,0,,,,,,,,,,
1.36,0.96,-0.013909805445000529,0,505,1440,1440,,,,,,,-0.0032986879457407524,0.04535782337188721,0.0001731197,0.0001,0.0,0.2002287358045578,0.08690011501312256,235,0.2,-1.8166085720062255
,,,,,1440,,48,-0.27556934,2.53,0.75,5748,0,,,,,,,,,,
1.4,0.92,-0.07476044479291886,0,517,1470,1470,,,,,,,-9.648894212053727e-05,-0.03359043598175049,0.0001013875,0.0001,0.0,0.15962134301662445,0.07493507862091064,240,0.2,-1.8011126518249512
,,,,,1470,,49,-0.30082925,2.6,0.73,5872,0,,,,,,,,,,
1.64,0.86,-0.13706248760223388,0,527,1500,1500,,,,,,,-0.0006365050755629653,-0.09782683849334717,6.78579e-05,0.0001,0.0,0.2465312659740448,0.11538755893707275,245,0.2,-1.795933985710144
,,,,,1500,,50,-0.32563546000000004,2.69,0.7,6003,0,,,,,,,,,,
1.38,0.98,-0.03092353452462703,0,537,1530,1530,,,,,,,-0.001418130813011942,0.448355495929718,0.00011955102,0.0001,0.0,0.1390380248427391,0.05765724554657936,250,0.2,-1.784091067314148
,,,,,1530,,51,-0.29358415,2.57,0.74,6116,0,,,,,,,,,,
1.26,0.98,-0.029888009536080062,0,550,1560,1560,,,,,,,-0.002596492813900042,0.16074174642562866,0.00018339157,0.0001,0.0,0.19925126433372498,0.08714345097541809,255,0.2,-1.7699659585952758
,,,,,1560,,52,-0.28882431999999997,2.61,0.72,6236,0,,,,,,,,,,
1.24,0.96,-0.052082252604886886,0,560,1590,1590,,,,,,,-0.0021013951534399667,-0.8564479351043701,0.00022359291,0.0001,0.0,0.28569482564926146,0.13420604169368744,260,0.2,-1.7630103349685669
,,,,,1590,,53,-0.30337510000000006,2.63,0.72,6353,0,,,,,,,,,,
1.4,0.92,-0.09924407546408474,0,570,1620,1620,,,,,,,-0.0035223586997020105,0.10247749090194702,0.00020004908,0.0001,0.0,0.2709502577781677,0.12023886293172836,265,0.2,-1.7485143423080445
,,,,,1620,,54,-0.34729911,2.7,0.69,6471,0,,,,,,,,,,
1.44,0.9,-0.07315854838583619,0,581,1650,1650,,,,,,,-0.0049762367829680795,0.019098997116088867,0.0002423962,0.0001,0.0,0.3525125443935394,0.15386158227920532,270,0.2,-1.7305372714996339
,,,,,1650,,55,-0.32749201,2.65,0.7,6601,0,,,,,,,,,,
1.2,0.98,-0.02952657259069383,0,594,1680,1680,,,,,,,-0.0037803952551136886,-0.0038809776306152344,0.00033808948,0.0001,0.0,0.22867462038993835,0.10091599822044373,275,0.2,-1.714042067527771
,,,,,1680,,56,-0.32798927,2.69,0.7,6717,0,,,,,,,,,,
1.28,0.96,-0.05675978716928512,0,605,1710,1710,,,,,,,-0.0013625621756851558,-0.11761987209320068,0.0002272129,0.0001,0.0,0.224881049990654,0.1027885228395462,280,0.2,-1.6871301174163817
,,,,,1710,,57,-0.35688289000000006,2.72,0.69,6839,0,,,,,,,,,,
1.52,0.9,-0.11437202746048569,0,614,1740,1740,,,,,,,-0.0028967477862416047,0.08977007865905762,0.0002546986,0.0001,0.0,0.20769090652465821,0.09443999081850052,285,0.2,-1.6707931995391845
,,,,,1740,,58,-0.34480784999999997,2.74,0.68,6981,0,,,,,,,,,,
1.08,0.98,-0.028866775198839605,0,627,1770,1770,,,,,,,-0.003948941701091791,0.1790648102760315,0.00041713714,0.0001,0.0,0.1964997947216034,0.0842875987291336,290,0.2,-1.6487199068069458
,,,,,1770,,59,-0.3514029,2.7,0.68,7077,0,,,,,,,,,,
1.24,0.98,-0.029903500569052995,0,638,1800,1800,,,,,,,-0.0013932895873821848,-0.3475404977798462,0.00020765662,0.0001,0.0,0.3103696346282959,0.14209406077861786,295,0.2,-1.6294095516204834
,,,,,1800,,60,-0.31978187,2.65,0.71,7189,0,,,,,,,,,,
1.26,0.98,-0.0339191786153242,0,650,1830,1830,,,,,,,0.00024179260052363815,0.10612601041793823,0.0001368165,0.0001,0.0,0.23463696837425232,0.10803347080945969,300,0.2,-1.60686252117157
,,,,,1830,,61,-0.35350081000000005,2.7,0.69,7308,0,,,,,,,,,,
1.44,0.92,-0.09421154133044184,0,664,1860,1860,,,,,,,-0.0014047718040337998,0.21681255102157593,9.207129e-05,0.0001,0.0,0.18194096088409423,0.08366166055202484,305,0.2,-1.5929445028305054
,,,,,1860,,62,-0.33665713,2.62,0.7,7432,0,,,,,,,,,,
1.42,0.94,-0.07493016483262181,0,675,1890,1890,,,,,,,-0.0024963498604478216,-0.2647972106933594,0.0001462102,0.0001,0.0,0.2681377172470093,0.12233748286962509,310,0.2,-1.5895989894866944
,,,,,1890,,63,-0.28437558,2.56,0.73,7557,0,,,,,,,,,,
1.16,0.98,-0.008807628871873021,0,689,1920,1920,,,,,,,-0.0001264087417318649,-0.4137880802154541,7.4283285e-05,0.0001,0.0,0.15283268690109253,0.06719522178173065,315,0.2,-1.5812901496887206
,,,,,1920,,64,-0.30318969,2.54,0.73,7673,0,,,,,,,,,,
1.24,0.96,-0.03144606052432209,0,703,1950,1950,,,,,,,-0.0006063298481358004,-0.07372736930847168,8.28445e-05,0.0001,0.0,0.3819331884384155,0.178269162774086,320,0.2,-1.589874839782715
,,,,,1950,,65,-0.29181903000000003,2.47,0.74,7809,0,,,,,,,,,,
1.32,0.94,-0.07162924499250949,0,721,1980,1980,,,,,,,-0.0006632713436559356,-0.08069777488708496,2.8568506e-05,0.0001,0.0,0.24893095791339875,0.11565191298723221,325,0.2,-1.592300820350647
,,,,,1980,,66,-0.23353398000000003,2.2,0.81,7922,0,,,,,,,,,,
